time	V(vout)
1.176936101908336e-001	-5.146987e-001
1.177663413181488e-001	-5.151764e-001
1.178440503366767e-001	-5.155903e-001
1.179182342339572e-001	-5.159060e-001
1.179979567582662e-001	-5.161836e-001
1.180841109873034e-001	-5.164411e-001
1.181721894888145e-001	-5.166816e-001
1.182687630585757e-001	-5.169358e-001
1.183794669118082e-001	-5.172242e-001
1.185125977065786e-001	-5.175691e-001
1.186790355295855e-001	-5.179970e-001
1.188974108860706e-001	-5.185538e-001
1.190739304128988e-001	-5.189999e-001
1.192287364549421e-001	-5.193878e-001
1.194036660561297e-001	-5.198232e-001
1.194236227225311e-001	-5.198726e-001
1.194635360553340e-001	-5.199711e-001
1.195101845784522e-001	-5.200861e-001
1.195197453458166e-001	-5.201096e-001
1.195388668805456e-001	-5.201566e-001
1.195436472642278e-001	-5.201684e-001
1.195532080315923e-001	-5.201918e-001
1.195555982234334e-001	-5.201977e-001
1.195603786071156e-001	-5.202094e-001
1.195615737030362e-001	-5.202124e-001
1.195639638948773e-001	-5.202183e-001
1.195687442785595e-001	-5.202299e-001
1.195783050459240e-001	-5.202534e-001
1.195889000301526e-001	-5.202794e-001
1.196055083387352e-001	-5.203201e-001
1.196229845699095e-001	-5.203629e-001
1.196579370322580e-001	-5.204483e-001
1.197017945066558e-001	-5.205594e-001
1.197538727519505e-001	-5.207207e-001
1.198173207385158e-001	-5.210241e-001
1.199084927760584e-001	-5.217046e-001
1.200026755999068e-001	-5.226767e-001
1.201232535718014e-001	-5.241335e-001
1.202351697625785e-001	-5.254480e-001
1.203442657730654e-001	-5.265423e-001
1.203964170617384e-001	-5.269521e-001
1.204654462153552e-001	-5.273712e-001
1.205375043569714e-001	-5.277230e-001
1.206180401181274e-001	-5.280379e-001
1.207090000508400e-001	-5.283338e-001
1.207960778432297e-001	-5.285850e-001
1.208960671660846e-001	-5.288584e-001
1.210054656937108e-001	-5.291538e-001
1.211418008147781e-001	-5.295199e-001
1.213058479709049e-001	-5.299575e-001
1.215267947156879e-001	-5.305426e-001
1.217042401945769e-001	-5.310090e-001
1.218582121581561e-001	-5.314105e-001
1.220312609494519e-001	-5.318586e-001
1.221907251347529e-001	-5.322685e-001
1.223534483217858e-001	-5.326839e-001
1.225076006567326e-001	-5.330747e-001
1.226665265747347e-001	-5.334747e-001
1.228211391055264e-001	-5.338611e-001
1.229800288076599e-001	-5.342554e-001
1.231369161019054e-001	-5.346419e-001
1.232988932193469e-001	-5.350380e-001
1.234625911708521e-001	-5.354352e-001
1.236351961401669e-001	-5.358508e-001
1.238166730722799e-001	-5.362839e-001
1.240167720831894e-001	-5.367571e-001
1.242406600389386e-001	-5.372809e-001
1.245079643985522e-001	-5.378984e-001
1.248421409968851e-001	-5.386581e-001
1.252888179527497e-001	-5.396540e-001
1.257481932737527e-001	-5.406563e-001
1.261412161578976e-001	-5.414956e-001
1.264361243087875e-001	-5.421135e-001
1.266367778346039e-001	-5.425285e-001
1.266665125151762e-001	-5.425895e-001
1.267259818763208e-001	-5.427107e-001
1.268449205986100e-001	-5.429520e-001
1.269878340283757e-001	-5.432404e-001
1.270043586299624e-001	-5.432736e-001
1.270374078331357e-001	-5.433397e-001
1.270780904104445e-001	-5.434210e-001
1.270993200457655e-001	-5.434634e-001
1.271172709771961e-001	-5.434992e-001
1.271204782191752e-001	-5.435055e-001
1.271212800296701e-001	-5.435072e-001
1.271228836506597e-001	-5.435104e-001
1.271260908926389e-001	-5.435168e-001
1.271325053765972e-001	-5.435295e-001
1.271428840683458e-001	-5.435501e-001
1.271558060746036e-001	-5.435758e-001
1.271816500871192e-001	-5.436271e-001
1.272183915596845e-001	-5.436999e-001
1.272654610840185e-001	-5.437963e-001
1.273178439503700e-001	-5.439288e-001
1.273873383943349e-001	-5.442021e-001
1.274850877843480e-001	-5.447989e-001
1.275861761189293e-001	-5.456377e-001
1.277018858036045e-001	-5.467548e-001
1.277147173163033e-001	-5.468850e-001
1.277403803417009e-001	-5.471486e-001
1.277467960980503e-001	-5.472142e-001
1.277596276107492e-001	-5.473444e-001
1.277852906361468e-001	-5.475984e-001
1.278366166869422e-001	-5.480750e-001
1.278934504709544e-001	-5.485446e-001
1.279458038676054e-001	-5.489116e-001
1.279945029966652e-001	-5.491892e-001
1.280797433324015e-001	-5.495733e-001
1.281713580889707e-001	-5.498962e-001
1.282578340180778e-001	-5.501363e-001
1.283395476630430e-001	-5.503285e-001
1.284308935383558e-001	-5.505274e-001
1.285335366320188e-001	-5.507460e-001
1.286542232638845e-001	-5.510009e-001
1.288002574096549e-001	-5.513071e-001
1.289891042917044e-001	-5.516996e-001
1.291715186313233e-001	-5.520752e-001
1.293333114630086e-001	-5.524051e-001
1.294905039149000e-001	-5.527226e-001
1.296634770040022e-001	-5.530686e-001
1.298244271349397e-001	-5.533876e-001
1.299859339385072e-001	-5.537047e-001
1.301403995254901e-001	-5.540050e-001
1.302986332914408e-001	-5.543098e-001
1.304538624423902e-001	-5.546060e-001
1.306126278097104e-001	-5.549059e-001
1.307704027853221e-001	-5.552012e-001
1.308803954022146e-001	-5.554057e-001
1.308953628924272e-001	-5.554334e-001
1.309252978728523e-001	-5.554886e-001
1.309666790655845e-001	-5.555648e-001
1.309878625927738e-001	-5.556037e-001
1.309931584745712e-001	-5.556134e-001
1.310037502381659e-001	-5.556328e-001
1.310174468184612e-001	-5.556579e-001
1.310308594885882e-001	-5.556825e-001
1.310511098298632e-001	-5.557196e-001
1.310725205530571e-001	-5.557587e-001
1.311153419994449e-001	-5.558377e-001
1.311590518725757e-001	-5.559319e-001
1.312198929788181e-001	-5.561324e-001
1.312908235823786e-001	-5.565578e-001
1.314093630371104e-001	-5.576739e-001
1.315187083884070e-001	-5.589927e-001
1.316364955123352e-001	-5.605601e-001
1.316556846721894e-001	-5.608162e-001
1.316604819621529e-001	-5.608792e-001
1.316700765420799e-001	-5.610030e-001
1.316892657019341e-001	-5.612423e-001
1.317159707335397e-001	-5.615561e-001
1.317461874875304e-001	-5.618759e-001
1.317999045436393e-001	-5.623515e-001
1.318981526009276e-001	-5.630388e-001
1.319751933941929e-001	-5.634453e-001
1.320478835833990e-001	-5.637262e-001
1.321347061604382e-001	-5.639862e-001
1.322175444527912e-001	-5.641909e-001
1.323143974805999e-001	-5.644049e-001
1.324148730528192e-001	-5.646191e-001
1.325417747263915e-001	-5.648868e-001
1.326880650830843e-001	-5.651933e-001
1.328878821383243e-001	-5.656085e-001
1.330672736015452e-001	-5.659781e-001
1.332257425171525e-001	-5.663016e-001
1.333825538587029e-001	-5.666191e-001
1.335534947848203e-001	-5.669623e-001
1.337147571159552e-001	-5.672832e-001
1.338754528523295e-001	-5.676003e-001
1.340302800509174e-001	-5.679032e-001
1.341879827030363e-001	-5.682092e-001
1.343434895560985e-001	-5.685083e-001
1.345019017129366e-001	-5.688103e-001
1.346598762431076e-001	-5.691088e-001
1.348221936928130e-001	-5.694128e-001
1.349878181927429e-001	-5.697200e-001
1.351624063876466e-001	-5.700407e-001
1.353480095356346e-001	-5.703779e-001
1.355535134246408e-001	-5.707469e-001
1.357864484644905e-001	-5.711595e-001
1.360690250802166e-001	-5.716518e-001
1.364263686347347e-001	-5.722629e-001
1.367316935916063e-001	-5.727754e-001
1.369466508133434e-001	-5.731309e-001
1.369774533968498e-001	-5.731813e-001
1.370390585638626e-001	-5.732814e-001
1.371622688978882e-001	-5.734804e-001
1.372970344312855e-001	-5.736969e-001
1.373125956027679e-001	-5.737218e-001
1.373437179457328e-001	-5.737714e-001
1.373614555222827e-001	-5.737996e-001
1.373969306753827e-001	-5.738559e-001
1.374020735914297e-001	-5.738640e-001
1.374123594235238e-001	-5.738803e-001
1.374291347348597e-001	-5.739068e-001
1.374482586955552e-001	-5.739371e-001
1.374696780275228e-001	-5.739709e-001
1.375116359748843e-001	-5.740369e-001
1.375548048140433e-001	-5.741097e-001
1.376136920034567e-001	-5.742425e-001
1.376816913149754e-001	-5.745078e-001
1.377928555387614e-001	-5.752107e-001
1.379090802313992e-001	-5.761985e-001
1.380204749514321e-001	-5.772822e-001
1.380382128112827e-001	-5.774603e-001
1.380426472762453e-001	-5.775049e-001
1.380515162061706e-001	-5.775933e-001
1.380692540660211e-001	-5.777689e-001
1.380736885309837e-001	-5.778124e-001
1.380747971472244e-001	-5.778233e-001
1.380770143797057e-001	-5.778449e-001
1.380814488446683e-001	-5.778878e-001
1.380903177745936e-001	-5.779719e-001
1.381080556344441e-001	-5.781331e-001
1.381400375453831e-001	-5.784003e-001
1.381905631441255e-001	-5.787633e-001
1.382696460622333e-001	-5.792221e-001
1.383450894063701e-001	-5.795584e-001
1.384183290908295e-001	-5.798020e-001
1.384987263300062e-001	-5.800063e-001
1.385844226385076e-001	-5.801823e-001
1.386737855513405e-001	-5.803440e-001
1.387713215860564e-001	-5.805122e-001
1.388845178264262e-001	-5.807050e-001
1.390200665167065e-001	-5.809341e-001
1.391919058373045e-001	-5.812216e-001
1.394167943181625e-001	-5.815936e-001
1.395932266502677e-001	-5.818821e-001
1.397464218883328e-001	-5.821297e-001
1.399184011161127e-001	-5.824046e-001
1.400781576325436e-001	-5.826572e-001
1.402406223706980e-001	-5.829112e-001
1.403950264300266e-001	-5.831500e-001
1.405537423972440e-001	-5.833929e-001
1.407085701302502e-001	-5.836271e-001
1.408674473567325e-001	-5.838648e-001
1.410247298832127e-001	-5.840974e-001
1.411871205767654e-001	-5.843348e-001
1.413518441535352e-001	-5.845726e-001
1.415260447680991e-001	-5.848207e-001
1.417104609300657e-001	-5.850799e-001
1.419153900757691e-001	-5.853633e-001
1.421475009600543e-001	-5.856794e-001
1.423056212173332e-001	-5.858920e-001
1.423288302711837e-001	-5.859229e-001
1.423752483788848e-001	-5.859843e-001
1.424680845942868e-001	-5.861065e-001
1.425390956887488e-001	-5.861995e-001
1.425496267474442e-001	-5.862133e-001
1.425706888648349e-001	-5.862407e-001
1.425759543941826e-001	-5.862475e-001
1.425864854528780e-001	-5.862612e-001
1.425891182175518e-001	-5.862646e-001
1.425943837468995e-001	-5.862715e-001
1.426049148055949e-001	-5.862851e-001
1.426190605867743e-001	-5.863035e-001
1.426344671983258e-001	-5.863234e-001
1.426652804214288e-001	-5.863631e-001
1.427072514927434e-001	-5.864193e-001
1.427558667262213e-001	-5.865037e-001
1.428146632516401e-001	-5.866911e-001
1.428942223475856e-001	-5.871748e-001
1.429993019058244e-001	-5.881811e-001
1.431151683091472e-001	-5.895952e-001
1.432270965975361e-001	-5.910851e-001
1.432299647524925e-001	-5.911235e-001
1.432357010624053e-001	-5.911993e-001
1.432471736822309e-001	-5.913501e-001
1.432500418371873e-001	-5.913876e-001
1.432557781471001e-001	-5.914616e-001
1.432672507669257e-001	-5.916061e-001
1.432901960065769e-001	-5.918825e-001
1.433145125899056e-001	-5.921513e-001
1.433609606884482e-001	-5.925941e-001
1.434317940737822e-001	-5.931401e-001
1.435116002454553e-001	-5.936059e-001
1.435861908858980e-001	-5.939206e-001
1.436649619959796e-001	-5.941588e-001
1.437507925113125e-001	-5.943515e-001
1.438380088930302e-001	-5.945090e-001
1.439339136983679e-001	-5.946645e-001
1.440433067658139e-001	-5.948367e-001
1.441750231106792e-001	-5.950422e-001
1.443385980450551e-001	-5.952949e-001
1.445531768854131e-001	-5.956228e-001
1.447295944927161e-001	-5.958893e-001
1.448849483234478e-001	-5.961213e-001
1.450613232055354e-001	-5.963817e-001
1.452211523537878e-001	-5.966150e-001
1.453846390698490e-001	-5.968511e-001
1.455383645703788e-001	-5.970707e-001
1.456976777270981e-001	-5.972957e-001
1.458519467565502e-001	-5.975112e-001
1.460109048748897e-001	-5.977308e-001
1.461671590789696e-001	-5.979441e-001
1.463285729706850e-001	-5.981619e-001
1.464908713661190e-001	-5.983782e-001
1.466615881105210e-001	-5.986030e-001
1.468397585654571e-001	-5.988343e-001
1.470350117608286e-001	-5.990840e-001
1.472512659970123e-001	-5.993562e-001
1.474465758790723e-001	-5.995990e-001
1.474765715963519e-001	-5.996359e-001
1.475365630309111e-001	-5.997092e-001
1.476202696049328e-001	-5.998109e-001
1.476337096082325e-001	-5.998272e-001
1.476605896148321e-001	-5.998596e-001
1.477143496280311e-001	-5.999243e-001
1.477210475711818e-001	-5.999324e-001
1.477344434574832e-001	-5.999485e-001
1.477470876992293e-001	-5.999636e-001
1.477502487596658e-001	-5.999674e-001
1.477565708805389e-001	-5.999750e-001
1.477692151222850e-001	-5.999901e-001
1.477848646114858e-001	-6.000088e-001
1.478022943743365e-001	-6.000296e-001
1.478357980889211e-001	-6.000694e-001
1.478786430360002e-001	-6.001216e-001
1.479292123374133e-001	-6.001971e-001
1.479902448223664e-001	-6.003536e-001
1.480762185460040e-001	-6.007501e-001
1.481738442536250e-001	-6.014436e-001
1.482929039647054e-001	-6.025148e-001
1.484036481050443e-001	-6.035155e-001
1.486251363857221e-001	-6.052266e-001
1.487012641983969e-001	-6.056595e-001
1.487674396897455e-001	-6.059073e-001
1.488478455782553e-001	-6.061251e-001
1.489329143548321e-001	-6.062961e-001
1.490187426150173e-001	-6.064317e-001
1.491077055701696e-001	-6.065555e-001
1.492091273166908e-001	-6.066914e-001
1.493270255200993e-001	-6.068476e-001
1.494714918498749e-001	-6.070372e-001
1.496554983131016e-001	-6.072759e-001
1.498431225933703e-001	-6.075161e-001
1.500078229547022e-001	-6.077242e-001
1.501648617906476e-001	-6.079201e-001
1.503384319510789e-001	-6.081337e-001
1.504991244607156e-001	-6.083289e-001
1.506610050415188e-001	-6.085230e-001
1.508153177242665e-001	-6.087056e-001
1.509737544838008e-001	-6.088907e-001
1.511287801458020e-001	-6.090694e-001
1.512875643458002e-001	-6.092499e-001
1.514450109719651e-001	-6.094264e-001
1.516073836603824e-001	-6.096059e-001
1.517723467880386e-001	-6.097855e-001
1.519467124899021e-001	-6.099724e-001
1.521315765197213e-001	-6.101671e-001
1.523369862551847e-001	-6.103793e-001
1.525699662564796e-001	-6.106147e-001
1.528566935651407e-001	-6.108965e-001
1.532234593715503e-001	-6.112456e-001
1.535426312287700e-001	-6.115395e-001
1.537706539909536e-001	-6.117440e-001
1.538042261848108e-001	-6.117736e-001
1.538713705725251e-001	-6.118318e-001
1.540056593479537e-001	-6.119470e-001
1.541519178611046e-001	-6.120711e-001
1.541688876432824e-001	-6.120853e-001
1.542028272076381e-001	-6.121137e-001
1.542113120987270e-001	-6.121207e-001
1.542282818809049e-001	-6.121348e-001
1.542622214452606e-001	-6.121629e-001
1.542670416224931e-001	-6.121669e-001
1.542766819769582e-001	-6.121748e-001
1.542790920655745e-001	-6.121768e-001
1.542839122428070e-001	-6.121808e-001
1.542935525972721e-001	-6.121887e-001
1.543074203398266e-001	-6.122001e-001
1.543222617253955e-001	-6.122123e-001
1.543519444965333e-001	-6.122366e-001
1.543942144962699e-001	-6.122728e-001
1.544419964439963e-001	-6.123325e-001
1.545008501948973e-001	-6.124911e-001
1.545786124399355e-001	-6.129321e-001
1.546848910888142e-001	-6.139243e-001
1.548003458056480e-001	-6.153241e-001
1.549124421905118e-001	-6.168160e-001
1.549341611357324e-001	-6.171001e-001
1.549775990261736e-001	-6.176287e-001
1.550238525210038e-001	-6.181321e-001
1.550648205487147e-001	-6.185100e-001
1.551121910210797e-001	-6.188550e-001
1.552069319658095e-001	-6.193638e-001
1.553008749899546e-001	-6.197111e-001
1.553882817787088e-001	-6.199188e-001
1.554685413777333e-001	-6.200480e-001
1.555578442360287e-001	-6.201590e-001
1.556572042168038e-001	-6.202704e-001
1.557732095774248e-001	-6.203970e-001
1.559123140577529e-001	-6.205471e-001
1.560899722517322e-001	-6.207361e-001
1.562878527544996e-001	-6.209437e-001
1.564565720960347e-001	-6.211179e-001
1.566127995263895e-001	-6.212767e-001
1.567867568909631e-001	-6.214508e-001
1.569471036868780e-001	-6.216090e-001
1.571094266224914e-001	-6.217666e-001
1.572635754342429e-001	-6.219140e-001
1.574222058894012e-001	-6.220633e-001
1.575769386705084e-001	-6.222067e-001
1.577356248445827e-001	-6.223514e-001
1.578924939875002e-001	-6.224921e-001
1.580541437836427e-001	-6.226353e-001
1.580745726028811e-001	-6.226532e-001
1.581154302413580e-001	-6.226887e-001
1.581721155302786e-001	-6.227379e-001
1.581814914756746e-001	-6.227460e-001
1.582002433664667e-001	-6.227621e-001
1.582049313391647e-001	-6.227662e-001
1.582143072845608e-001	-6.227742e-001
1.582330591753529e-001	-6.227903e-001
1.582364326458240e-001	-6.227933e-001
1.582431795867662e-001	-6.227990e-001
1.582566734686507e-001	-6.228105e-001
1.582727408046316e-001	-6.228243e-001
1.582906120633489e-001	-6.228396e-001
1.583263545807835e-001	-6.228699e-001
1.583693795593047e-001	-6.229082e-001
1.584218942372276e-001	-6.229721e-001
1.584841970356285e-001	-6.231225e-001
1.585754716826459e-001	-6.235362e-001
1.586694502755692e-001	-6.241934e-001
1.587905135830021e-001	-6.252432e-001
1.589015705551372e-001	-6.261946e-001
1.590118421040540e-001	-6.269870e-001
1.590642698376845e-001	-6.272651e-001
1.591337565033374e-001	-6.275238e-001
1.592058967985610e-001	-6.277173e-001
1.592869361191329e-001	-6.278672e-001
1.593783007861953e-001	-6.279880e-001
1.594658091761741e-001	-6.280807e-001
1.595661435208110e-001	-6.281782e-001
1.596760111549567e-001	-6.282830e-001
1.598128255084208e-001	-6.284118e-001
1.599776361905175e-001	-6.285648e-001
1.601996043396056e-001	-6.287673e-001
1.603770632497733e-001	-6.289263e-001
1.605308256094276e-001	-6.290616e-001
1.607034532520319e-001	-6.292108e-001
1.608629145161472e-001	-6.293464e-001
1.610255474069918e-001	-6.294822e-001
1.611797793596482e-001	-6.296088e-001
1.613386744283223e-001	-6.297368e-001
1.614933901125283e-001	-6.298593e-001
1.616523673984346e-001	-6.299829e-001
1.618095268856826e-001	-6.301029e-001
1.619719252705077e-001	-6.302243e-001
1.621364374804004e-001	-6.303449e-001
1.623104297709944e-001	-6.304697e-001
1.624943075660683e-001	-6.305984e-001
1.626984543755693e-001	-6.307376e-001
1.629290935816265e-001	-6.308899e-001
1.632114605062524e-001	-6.310693e-001
1.635708721209198e-001	-6.312858e-001
1.640774776133519e-001	-6.315711e-001
1.645859025592734e-001	-6.318353e-001
1.650111493153898e-001	-6.320382e-001
1.653251635942069e-001	-6.321768e-001
1.655370409665927e-001	-6.322652e-001
1.655692060250524e-001	-6.322781e-001
1.656335361419718e-001	-6.323032e-001
1.657621963758105e-001	-6.323522e-001
1.659204920362308e-001	-6.324109e-001
1.659782933827289e-001	-6.324319e-001
1.659927437193534e-001	-6.324370e-001
1.660216443926024e-001	-6.324472e-001
1.660388709879397e-001	-6.324532e-001
1.660733241786144e-001	-6.324652e-001
1.660778683134691e-001	-6.324667e-001
1.660790043471827e-001	-6.324671e-001
1.660812764146100e-001	-6.324679e-001
1.660858205494647e-001	-6.324695e-001
1.660949088191740e-001	-6.324726e-001
1.661047250125771e-001	-6.324760e-001
1.661243573993834e-001	-6.324826e-001
1.661550358348502e-001	-6.324930e-001
1.662002276235817e-001	-6.325107e-001
1.662471897862665e-001	-6.325524e-001
1.663091891695622e-001	-6.327100e-001
1.663882340875951e-001	-6.331589e-001
1.664881088954648e-001	-6.341009e-001
1.666060788016438e-001	-6.355391e-001
1.667165472890634e-001	-6.370104e-001
1.667196065436590e-001	-6.370513e-001
1.667257250528501e-001	-6.371319e-001
1.667379620712323e-001	-6.372922e-001
1.667410213258279e-001	-6.373320e-001
1.667417861394768e-001	-6.373419e-001
1.667433157667745e-001	-6.373616e-001
1.667463750213701e-001	-6.374009e-001
1.667524935305612e-001	-6.374782e-001
1.667647305489435e-001	-6.376281e-001
1.667866584587720e-001	-6.378778e-001
1.668301299113051e-001	-6.383119e-001
1.668888294842378e-001	-6.387711e-001
1.670031924572822e-001	-6.394023e-001
1.670842695204138e-001	-6.396935e-001
1.671570084379905e-001	-6.398461e-001
1.672408691278896e-001	-6.399536e-001
1.673268037961576e-001	-6.400259e-001
1.674268836284752e-001	-6.400914e-001
1.675348363829505e-001	-6.401571e-001
1.676696275753110e-001	-6.402375e-001
1.678316869491988e-001	-6.403318e-001
1.680516332465020e-001	-6.404564e-001
1.682295990906979e-001	-6.405544e-001
1.683843666944751e-001	-6.406373e-001
1.685155352819627e-001	-6.407061e-001
1.685745009775814e-001	-6.407365e-001
1.685876165080229e-001	-6.407431e-001
1.686138475689060e-001	-6.407565e-001
1.686302576304279e-001	-6.407648e-001
1.686630777534716e-001	-6.407813e-001
1.686655482258937e-001	-6.407826e-001
1.686704891707378e-001	-6.407851e-001
1.686803710604259e-001	-6.407900e-001
1.686942895849071e-001	-6.407970e-001
1.687094459681708e-001	-6.408045e-001
1.687390200322732e-001	-6.408192e-001
1.687794424851457e-001	-6.408396e-001
1.688275372921766e-001	-6.408721e-001
1.688843969786301e-001	-6.409587e-001
1.689611566520357e-001	-6.412373e-001
1.690766390161468e-001	-6.419789e-001
1.691875669773554e-001	-6.429477e-001
1.693036473154642e-001	-6.440939e-001
1.693240309522815e-001	-6.442976e-001
1.693291268614859e-001	-6.443480e-001
1.693304008387869e-001	-6.443605e-001
1.693329487933891e-001	-6.443854e-001
1.693380447025934e-001	-6.444348e-001
1.693482365210021e-001	-6.445311e-001
1.693686201578194e-001	-6.447150e-001
1.693932380136055e-001	-6.449172e-001
1.694424737251777e-001	-6.452595e-001
1.695173177423837e-001	-6.456662e-001
1.695938632604308e-001	-6.459641e-001
1.696673567793314e-001	-6.461537e-001
1.697472253369509e-001	-6.462851e-001
1.698334422978325e-001	-6.463765e-001
1.699217812624042e-001	-6.464437e-001
1.700184932338615e-001	-6.465071e-001
1.701294502819040e-001	-6.465773e-001
1.702627430097328e-001	-6.466603e-001
1.704295035451679e-001	-6.467620e-001
1.706480509427449e-001	-6.468920e-001
1.708244835586614e-001	-6.469942e-001
1.709789827864968e-001	-6.470814e-001
1.711535349179243e-001	-6.471775e-001
1.713133137910911e-001	-6.472632e-001
1.714763757198320e-001	-6.473485e-001
1.716303807271724e-001	-6.474270e-001
1.717894619543038e-001	-6.475059e-001
1.719439761009801e-001	-6.475804e-001
1.721029393536728e-001	-6.476550e-001
1.722596817825314e-001	-6.477264e-001
1.724216335071492e-001	-6.477980e-001
1.725851700753419e-001	-6.478680e-001
1.727577774003000e-001	-6.479393e-001
1.729393078671108e-001	-6.480115e-001
1.731399501037687e-001	-6.480879e-001
1.733650887446413e-001	-6.481693e-001
1.736372382116831e-001	-6.482615e-001
1.739807624391345e-001	-6.483681e-001
1.744541074062626e-001	-6.484954e-001
1.752315431117308e-001	-6.486639e-001
1.759662872872512e-001	-6.487806e-001
1.765398535201444e-001	-6.488387e-001
1.769534114758915e-001	-6.488613e-001
1.772415040263302e-001	-6.488671e-001
1.774363584088766e-001	-6.488667e-001
1.774686217392667e-001	-6.488662e-001
1.775331484000468e-001	-6.488644e-001
1.776622017216070e-001	-6.488599e-001
1.778231214499802e-001	-6.488528e-001
1.778417173482974e-001	-6.488518e-001
1.778789091449318e-001	-6.488495e-001
1.779323817129970e-001	-6.488463e-001
1.779410764416916e-001	-6.488457e-001
1.779584658990809e-001	-6.488445e-001
1.779628132634283e-001	-6.488442e-001
1.779715079921229e-001	-6.488436e-001
1.779736816742966e-001	-6.488435e-001
1.779780290386439e-001	-6.488432e-001
1.779867237673385e-001	-6.488425e-001
1.779888974495122e-001	-6.488424e-001
1.779894408700556e-001	-6.488423e-001
1.779905277111424e-001	-6.488423e-001
1.779927013933161e-001	-6.488421e-001
1.779970487576634e-001	-6.488418e-001
1.780047375353013e-001	-6.488413e-001
1.780193180638677e-001	-6.488402e-001
1.780421244118410e-001	-6.488385e-001
1.780774054526534e-001	-6.488357e-001
1.781221799291612e-001	-6.488376e-001
1.781734414628737e-001	-6.488789e-001
1.782379029033216e-001	-6.490751e-001
1.783286476967754e-001	-6.496718e-001
1.784228075497715e-001	-6.506413e-001
1.785430888559876e-001	-6.521473e-001
1.786555064064156e-001	-6.534954e-001
1.787640509908579e-001	-6.545471e-001
1.788160985797914e-001	-6.549027e-001
1.788849499724357e-001	-6.552127e-001
1.789569629197220e-001	-6.554260e-001
1.790373936250954e-001	-6.555633e-001
1.791282191622579e-001	-6.556499e-001
1.791391056349437e-001	-6.556558e-001
1.791608785803154e-001	-6.556628e-001
1.792044244710588e-001	-6.556743e-001
1.792070820413260e-001	-6.556749e-001
1.792123971818606e-001	-6.556760e-001
1.792230274629295e-001	-6.556780e-001
1.792256850331968e-001	-6.556785e-001
1.792263494257636e-001	-6.556786e-001
1.792276782108972e-001	-6.556789e-001
1.792303357811645e-001	-6.556793e-001
1.792356509216990e-001	-6.556803e-001
1.792438664439320e-001	-6.556818e-001
1.792596257421980e-001	-6.556846e-001
1.792837577196050e-001	-6.556889e-001
1.793216962002835e-001	-6.556956e-001
1.793664581919557e-001	-6.557069e-001
1.794201718284045e-001	-6.557492e-001
1.794866530365669e-001	-6.559116e-001
1.795848276948946e-001	-6.564092e-001
1.796856009353360e-001	-6.571916e-001
1.798019663126358e-001	-6.582940e-001
1.798170817105000e-001	-6.584465e-001
1.798473125062283e-001	-6.587563e-001
1.798548702051603e-001	-6.588331e-001
1.798699856030245e-001	-6.589844e-001
1.799002163987528e-001	-6.592762e-001
1.799344571812690e-001	-6.595836e-001
1.799678148944790e-001	-6.598485e-001
1.800096061984558e-001	-6.601216e-001
1.800857713859723e-001	-6.605023e-001
1.801595304209170e-001	-6.607614e-001
1.802334966758362e-001	-6.609245e-001
1.803144390856959e-001	-6.610287e-001
1.804006067874506e-001	-6.610902e-001
1.804897804645723e-001	-6.611285e-001
1.805873739010275e-001	-6.611611e-001
1.807001873595153e-001	-6.611966e-001
1.808355785793784e-001	-6.612378e-001
1.810063839618897e-001	-6.612879e-001
1.811644292811205e-001	-6.613322e-001
1.813259926239515e-001	-6.613755e-001
1.814785182088866e-001	-6.614144e-001
1.816400791837205e-001	-6.614535e-001
1.817994264824817e-001	-6.614901e-001
1.819656610795151e-001	-6.615261e-001
1.821220465630565e-001	-6.615580e-001
1.822811167587282e-001	-6.615884e-001
1.824355002278588e-001	-6.616160e-001
1.825938461291999e-001	-6.616422e-001
1.827501323083250e-001	-6.616661e-001
1.829107140747534e-001	-6.616886e-001
1.830722420069679e-001	-6.617091e-001
1.832411255150718e-001	-6.617282e-001
1.834170863118858e-001	-6.617456e-001
1.836086459144940e-001	-6.617616e-001
1.838202358913522e-001	-6.617758e-001
1.840665114861169e-001	-6.617874e-001
1.843723381780671e-001	-6.617944e-001
1.847729742192751e-001	-6.617907e-001
1.853598564322097e-001	-6.617572e-001
1.863364189322097e-001	-6.616430e-001
1.871782650149505e-001	-6.614878e-001
1.878667448800316e-001	-6.613146e-001
1.884028050698820e-001	-6.611499e-001
1.888048501905618e-001	-6.610086e-001
1.890981916732102e-001	-6.608956e-001
1.893044994865214e-001	-6.608117e-001
1.893363583965612e-001	-6.607983e-001
1.894000762166408e-001	-6.607708e-001
1.895275118567999e-001	-6.607147e-001
1.896821576739418e-001	-6.606452e-001
1.897391124626831e-001	-6.606191e-001
1.897533511598685e-001	-6.606125e-001
1.897818285542391e-001	-6.605992e-001
1.897889479028318e-001	-6.605958e-001
1.898031866000171e-001	-6.605891e-001
1.898316639943878e-001	-6.605757e-001
1.898357499298568e-001	-6.605737e-001
1.898439218007947e-001	-6.605698e-001
1.898602655426706e-001	-6.605621e-001
1.898787585167915e-001	-6.605533e-001
1.898998410181807e-001	-6.605431e-001
1.899357140403820e-001	-6.605259e-001
1.899413539126741e-001	-6.605232e-001
1.899526336572583e-001	-6.605177e-001
1.899751931464268e-001	-6.605068e-001
1.899957640045743e-001	-6.604977e-001
1.900144077973630e-001	-6.604925e-001
1.900398241155356e-001	-6.604955e-001
1.900674209310754e-001	-6.605217e-001
