time	V(vin)	V(vout)
1.820209287994974e-001	-7.786334e-001	-8.039110e-001
1.820272297787018e-001	-7.786249e-001	-8.039004e-001
1.820398317371107e-001	-7.786080e-001	-8.038790e-001
1.820650356539285e-001	-7.785742e-001	-8.038362e-001
1.820692714422353e-001	-7.785685e-001	-8.038290e-001
1.820777430188487e-001	-7.785571e-001	-8.038146e-001
1.820900945562168e-001	-7.785406e-001	-8.037936e-001
1.821022633512120e-001	-7.785242e-001	-8.037729e-001
1.821211094422711e-001	-7.784989e-001	-8.037409e-001
1.821409519228706e-001	-7.784723e-001	-8.037071e-001
1.821806368840697e-001	-7.784190e-001	-8.036395e-001
1.822242870557156e-001	-7.783605e-001	-8.035668e-001
1.822814571401357e-001	-7.782837e-001	-8.034848e-001
1.823491869245447e-001	-7.781928e-001	-8.034395e-001
1.824557705402583e-001	-7.780498e-001	-8.034979e-001
1.825634628696323e-001	-7.779052e-001	-8.036870e-001
1.826777676350275e-001	-7.777517e-001	-8.039737e-001
1.826941451005236e-001	-7.777297e-001	-8.040189e-001
1.827269000315158e-001	-7.776857e-001	-8.041103e-001
1.827350887642638e-001	-7.776747e-001	-8.041329e-001
1.827371359474508e-001	-7.776720e-001	-8.041384e-001
1.827412303138248e-001	-7.776664e-001	-8.041495e-001
1.827494190465729e-001	-7.776555e-001	-8.041712e-001
1.827657965120690e-001	-7.776335e-001	-8.042123e-001
1.827985514430611e-001	-7.775895e-001	-8.042853e-001
1.828285252967048e-001	-7.775493e-001	-8.043392e-001
1.828697655878658e-001	-7.774938e-001	-8.043863e-001
1.829522461701878e-001	-7.773831e-001	-8.044210e-001
1.830253872999066e-001	-7.772848e-001	-8.044006e-001
1.830981486381418e-001	-7.771871e-001	-8.043348e-001
1.831883941144649e-001	-7.770658e-001	-8.042162e-001
1.832698027160168e-001	-7.769564e-001	-8.040895e-001
1.833642604149333e-001	-7.768295e-001	-8.039321e-001
1.834590678347562e-001	-7.767021e-001	-8.037715e-001
1.835792346705201e-001	-7.765406e-001	-8.035671e-001
1.837140200547742e-001	-7.763594e-001	-8.033369e-001
1.838973502881443e-001	-7.761130e-001	-8.030224e-001
1.841220907380748e-001	-7.758107e-001	-8.026349e-001
1.842949641613693e-001	-7.755782e-001	-8.023354e-001
1.844473306950702e-001	-7.753732e-001	-8.020700e-001
1.846170851578707e-001	-7.751448e-001	-8.017731e-001
1.847772796225483e-001	-7.749293e-001	-8.014916e-001
1.849390703879160e-001	-7.747115e-001	-8.012061e-001
1.850939006908745e-001	-7.745031e-001	-8.009318e-001
1.852521572664224e-001	-7.742900e-001	-8.006501e-001
1.854074186789759e-001	-7.740809e-001	-8.003730e-001
1.854272668386748e-001	-7.740542e-001	-8.003374e-001
1.854669631580726e-001	-7.740007e-001	-8.002663e-001
1.855179009099785e-001	-7.739320e-001	-8.001749e-001
1.855271392333145e-001	-7.739196e-001	-8.001583e-001
1.855456158799866e-001	-7.738947e-001	-8.001251e-001
1.855502350416546e-001	-7.738885e-001	-8.001168e-001
1.855594733649907e-001	-7.738761e-001	-8.001002e-001
1.855779500116627e-001	-7.738512e-001	-8.000670e-001
1.855799760788081e-001	-7.738485e-001	-8.000634e-001
1.855840282130988e-001	-7.738430e-001	-8.000560e-001
1.855921324816802e-001	-7.738321e-001	-8.000415e-001
1.856053400872725e-001	-7.738143e-001	-8.000177e-001
1.856191231336812e-001	-7.737957e-001	-7.999929e-001
1.856466892264985e-001	-7.737586e-001	-7.999433e-001
1.856872357806650e-001	-7.737039e-001	-7.998702e-001
1.857339758978674e-001	-7.736410e-001	-7.997873e-001
1.857905576362577e-001	-7.735648e-001	-7.996991e-001
1.858641693464448e-001	-7.734656e-001	-7.996337e-001
1.859760218073943e-001	-7.733148e-001	-7.996507e-001
1.860900785877631e-001	-7.731611e-001	-7.997808e-001
1.862029031999954e-001	-7.730091e-001	-7.999745e-001
1.862163031124928e-001	-7.729910e-001	-7.999997e-001
1.862431029374875e-001	-7.729548e-001	-8.000502e-001
1.862498028937362e-001	-7.729458e-001	-8.000625e-001
1.862632028062335e-001	-7.729278e-001	-8.000855e-001
1.862900026312282e-001	-7.728916e-001	-8.001258e-001
1.863265808273374e-001	-7.728423e-001	-8.001687e-001
1.863604217856698e-001	-7.727967e-001	-8.001914e-001
1.864281037023347e-001	-7.727054e-001	-8.001959e-001
1.865072223049515e-001	-7.725987e-001	-8.001542e-001
1.865841814754514e-001	-7.724950e-001	-8.000720e-001
1.866650950763155e-001	-7.723858e-001	-7.999541e-001
1.867516326942591e-001	-7.722691e-001	-7.998086e-001
1.868400158831432e-001	-7.721499e-001	-7.996513e-001
1.869368522413915e-001	-7.720193e-001	-7.994764e-001
1.870481278083759e-001	-7.718692e-001	-7.992746e-001
1.871818098564713e-001	-7.716888e-001	-7.990314e-001
1.873491352090208e-001	-7.714630e-001	-7.987258e-001
1.875687350341631e-001	-7.711666e-001	-7.983229e-001
1.877453129247853e-001	-7.709281e-001	-7.979975e-001
1.878997029168100e-001	-7.707196e-001	-7.977116e-001
1.880742451107747e-001	-7.704839e-001	-7.973871e-001
1.882340672744429e-001	-7.702680e-001	-7.970888e-001
1.883971689159126e-001	-7.700476e-001	-7.967831e-001
1.885512415142040e-001	-7.698394e-001	-7.964933e-001
1.887104183047503e-001	-7.696243e-001	-7.961926e-001
1.888651135962496e-001	-7.694151e-001	-7.958994e-001
1.890244128406558e-001	-7.691998e-001	-7.955962e-001
1.891817697011475e-001	-7.689870e-001	-7.952957e-001
1.893448772715485e-001	-7.687664e-001	-7.949829e-001
1.895104727668281e-001	-7.685423e-001	-7.946640e-001
1.896868328445360e-001	-7.683038e-001	-7.943231e-001
1.898748457067374e-001	-7.680493e-001	-7.939583e-001
1.899882846558163e-001	-7.678958e-001	-7.937375e-001
1.900043612486437e-001	-7.678740e-001	-7.937062e-001
1.900365144342985e-001	-7.678305e-001	-7.936434e-001
1.901008208056081e-001	-7.677434e-001	-7.935177e-001
1.901257472805606e-001	-7.677097e-001	-7.934690e-001
1.901319788992987e-001	-7.677013e-001	-7.934567e-001
1.901444421367750e-001	-7.676844e-001	-7.934324e-001
1.901693686117275e-001	-7.676506e-001	-7.933835e-001
1.901725014371390e-001	-7.676464e-001	-7.933774e-001
1.901787670879622e-001	-7.676379e-001	-7.933651e-001
1.901912983896084e-001	-7.676209e-001	-7.933406e-001
1.902072951777238e-001	-7.675993e-001	-7.933092e-001
1.902247417392160e-001	-7.675757e-001	-7.932750e-001
1.902596348622005e-001	-7.675284e-001	-7.932065e-001
1.902650920961726e-001	-7.675210e-001	-7.931958e-001
1.902760065641168e-001	-7.675062e-001	-7.931744e-001
1.902978355000052e-001	-7.674767e-001	-7.931315e-001
1.903013248087964e-001	-7.674720e-001	-7.931246e-001
1.903083034263788e-001	-7.674625e-001	-7.931109e-001
1.903222606615435e-001	-7.674436e-001	-7.930837e-001
1.903387083626399e-001	-7.674214e-001	-7.930522e-001
1.903570189034671e-001	-7.673966e-001	-7.930203e-001
1.903936399851215e-001	-7.673470e-001	-7.929700e-001
1.904368809997212e-001	-7.672884e-001	-7.929425e-001
1.904902459355505e-001	-7.672161e-001	-7.929822e-001
1.905533720168492e-001	-7.671306e-001	-7.931811e-001
1.906471116921090e-001	-7.670037e-001	-7.937698e-001
1.907629702609376e-001	-7.668467e-001	-7.947996e-001
1.908706778396777e-001	-7.667008e-001	-7.958926e-001
1.908828525833871e-001	-7.666843e-001	-7.960158e-001
1.909072020708059e-001	-7.666513e-001	-7.962477e-001
1.909559010456434e-001	-7.665853e-001	-7.966864e-001
1.909661006976045e-001	-7.665715e-001	-7.967729e-001
1.909686506105948e-001	-7.665680e-001	-7.967936e-001
1.909692880888423e-001	-7.665672e-001	-7.967988e-001
1.909705630453375e-001	-7.665654e-001	-7.968090e-001
1.909731129583277e-001	-7.665620e-001	-7.968293e-001
1.909782127843082e-001	-7.665551e-001	-7.968693e-001
1.909884124362693e-001	-7.665412e-001	-7.969456e-001
1.910088117401914e-001	-7.665136e-001	-7.970841e-001
1.910488414113422e-001	-7.664593e-001	-7.973111e-001
1.911039057142241e-001	-7.663847e-001	-7.975352e-001
1.911880508871592e-001	-7.662707e-001	-7.977254e-001
1.912792066208101e-001	-7.661471e-001	-7.977851e-001
1.913667672121635e-001	-7.660285e-001	-7.977368e-001
1.914487751936103e-001	-7.659172e-001	-7.976331e-001
1.915328867583589e-001	-7.658032e-001	-7.974967e-001
1.916262676134436e-001	-7.656766e-001	-7.973325e-001
1.916397003197888e-001	-7.656584e-001	-7.973084e-001
1.916665657324792e-001	-7.656220e-001	-7.972600e-001
1.917067739374003e-001	-7.655674e-001	-7.971874e-001
1.917273324242562e-001	-7.655395e-001	-7.971504e-001
1.917455256934948e-001	-7.655149e-001	-7.971175e-001
1.917657129211174e-001	-7.654875e-001	-7.970810e-001
1.917927859342501e-001	-7.654508e-001	-7.970321e-001
1.918189521244198e-001	-7.654153e-001	-7.969847e-001
1.918685297259953e-001	-7.653480e-001	-7.968953e-001
1.919135943091972e-001	-7.652869e-001	-7.968205e-001
1.919837161888730e-001	-7.651918e-001	-7.967395e-001
1.920646849909570e-001	-7.650819e-001	-7.967250e-001
1.921536589952452e-001	-7.649612e-001	-7.968177e-001
1.922622564206932e-001	-7.648138e-001	-7.970360e-001
1.923765235878822e-001	-7.646588e-001	-7.973182e-001
1.923820984329306e-001	-7.646512e-001	-7.973325e-001
1.923932481230273e-001	-7.646361e-001	-7.973608e-001
1.924155475032208e-001	-7.646058e-001	-7.974142e-001
1.924467551059454e-001	-7.645635e-001	-7.974800e-001
1.924810443835514e-001	-7.645169e-001	-7.975376e-001
1.925183372484976e-001	-7.644663e-001	-7.975770e-001
1.925929229783898e-001	-7.643651e-001	-7.976034e-001
1.926676231390763e-001	-7.642637e-001	-7.975785e-001
1.927421373011739e-001	-7.641625e-001	-7.975078e-001
1.928233646031400e-001	-7.640522e-001	-7.973956e-001
1.929098248432378e-001	-7.639348e-001	-7.972538e-001
1.929989346735982e-001	-7.638138e-001	-7.970968e-001
1.930963767891434e-001	-7.636815e-001	-7.969216e-001
1.932088437626266e-001	-7.635287e-001	-7.967185e-001
1.933438127759018e-001	-7.633453e-001	-7.964740e-001
1.935137621869051e-001	-7.631144e-001	-7.961650e-001
1.936717189403990e-001	-7.628998e-001	-7.958768e-001
1.938337487154704e-001	-7.626795e-001	-7.955800e-001
1.939876937060541e-001	-7.624702e-001	-7.952969e-001
1.941518460258654e-001	-7.622470e-001	-7.949939e-001
1.943154659680860e-001	-7.620245e-001	-7.946910e-001
1.943349045390993e-001	-7.619981e-001	-7.946549e-001
1.943737816811260e-001	-7.619452e-001	-7.945827e-001
1.943835009666326e-001	-7.619320e-001	-7.945646e-001
1.944029395376460e-001	-7.619056e-001	-7.945285e-001
1.944418166796726e-001	-7.618527e-001	-7.944561e-001
1.944615306195657e-001	-7.618259e-001	-7.944194e-001
1.944653206661883e-001	-7.618207e-001	-7.944123e-001
1.944662681778439e-001	-7.618194e-001	-7.944106e-001
1.944681632011552e-001	-7.618169e-001	-7.944071e-001
1.944719532477778e-001	-7.618117e-001	-7.944000e-001
1.944795333410229e-001	-7.618014e-001	-7.943859e-001
1.944918546516443e-001	-7.617846e-001	-7.943629e-001
1.945045251405334e-001	-7.617674e-001	-7.943393e-001
1.945298661183114e-001	-7.617329e-001	-7.942920e-001
1.945686427891834e-001	-7.616801e-001	-7.942196e-001
1.946148021435407e-001	-7.616174e-001	-7.941343e-001
1.946692583119148e-001	-7.615433e-001	-7.940427e-001
1.947391800683948e-001	-7.614481e-001	-7.939652e-001
1.948423054732874e-001	-7.613078e-001	-7.939504e-001
1.949477653046998e-001	-7.611642e-001	-7.940421e-001
1.950622051047323e-001	-7.610085e-001	-7.942159e-001
1.950749558706933e-001	-7.609912e-001	-7.942384e-001
1.951004574026152e-001	-7.609565e-001	-7.942852e-001
1.951056916351819e-001	-7.609493e-001	-7.942948e-001
1.951161601003153e-001	-7.609351e-001	-7.943137e-001
1.951370970305822e-001	-7.609066e-001	-7.943495e-001
1.951789708911160e-001	-7.608495e-001	-7.944120e-001
1.952246847577764e-001	-7.607873e-001	-7.944621e-001
1.952692140601622e-001	-7.607267e-001	-7.944878e-001
1.953156280741102e-001	-7.606635e-001	-7.944858e-001
1.954084561020061e-001	-7.605371e-001	-7.944246e-001
1.955011445930946e-001	-7.604109e-001	-7.943150e-001
1.955891154046138e-001	-7.602911e-001	-7.941760e-001
1.956702598673431e-001	-7.601806e-001	-7.940314e-001
1.957606703894843e-001	-7.600574e-001	-7.938637e-001
1.958607549083386e-001	-7.599211e-001	-7.936764e-001
1.959779989299543e-001	-7.597613e-001	-7.934565e-001
1.961183737814022e-001	-7.595701e-001	-7.931924e-001
1.962987300868931e-001	-7.593243e-001	-7.928519e-001
1.964940894589355e-001	-7.590579e-001	-7.924815e-001
1.966616119105092e-001	-7.588295e-001	-7.921628e-001
1.968180441304661e-001	-7.586162e-001	-7.918640e-001
1.969919902470228e-001	-7.583790e-001	-7.915305e-001
1.971525152018398e-001	-7.581600e-001	-7.912217e-001
1.973147840173190e-001	-7.579386e-001	-7.909085e-001
1.974690492063363e-001	-7.577280e-001	-7.906096e-001
1.976277556391188e-001	-7.575114e-001	-7.903011e-001
1.977827955759099e-001	-7.572998e-001	-7.899987e-001
1.979419436167655e-001	-7.570825e-001	-7.896873e-001
1.980997511918047e-001	-7.568670e-001	-7.893775e-001
1.982630726609737e-001	-7.566439e-001	-7.890558e-001
1.984295382724468e-001	-7.564165e-001	-7.887267e-001
1.986068970267738e-001	-7.561741e-001	-7.883749e-001
1.987968790197349e-001	-7.559145e-001	-7.879966e-001
1.990116995273046e-001	-7.556208e-001	-7.875670e-001
1.992648800001692e-001	-7.552747e-001	-7.870581e-001
1.995932375930907e-001	-7.548255e-001	-7.863942e-001
1.999683663854313e-001	-7.543123e-001	-7.856310e-001
2.002630790365436e-001	-7.539089e-001	-7.850279e-001
2.004544741620668e-001	-7.536469e-001	-7.846344e-001
2.004817020684973e-001	-7.536097e-001	-7.845783e-001
2.005361578813583e-001	-7.535351e-001	-7.844658e-001
2.006450695070802e-001	-7.533859e-001	-7.842405e-001
2.007604143778911e-001	-7.532279e-001	-7.840016e-001
2.007765478346624e-001	-7.532058e-001	-7.839682e-001
2.008088147482050e-001	-7.531617e-001	-7.839012e-001
2.008268949539850e-001	-7.531369e-001	-7.838636e-001
2.008630553655450e-001	-7.530873e-001	-7.837885e-001
2.008829009675721e-001	-7.530602e-001	-7.837472e-001
2.009056988460206e-001	-7.530289e-001	-7.836998e-001
2.009306477745863e-001	-7.529948e-001	-7.836479e-001
2.009606598473077e-001	-7.529536e-001	-7.835854e-001
2.010066452372360e-001	-7.528906e-001	-7.834907e-001
2.010550744302000e-001	-7.528242e-001	-7.834018e-001
2.011218883924807e-001	-7.527327e-001	-7.833291e-001
2.012081877045968e-001	-7.526144e-001	-7.833465e-001
2.012958486646800e-001	-7.524943e-001	-7.834729e-001
2.013114182289125e-001	-7.524730e-001	-7.835100e-001
2.013425573573774e-001	-7.524303e-001	-7.836018e-001
2.013958024432932e-001	-7.523574e-001	-7.837692e-001
2.014032907323509e-001	-7.523471e-001	-7.837940e-001
2.014182673104663e-001	-7.523265e-001	-7.838451e-001
2.014220114549952e-001	-7.523214e-001	-7.838579e-001
2.014294997440529e-001	-7.523112e-001	-7.838836e-001
2.014313718163174e-001	-7.523086e-001	-7.838901e-001
2.014351159608462e-001	-7.523034e-001	-7.839031e-001
2.014426042499039e-001	-7.522932e-001	-7.839290e-001
2.014545937269471e-001	-7.522767e-001	-7.839705e-001
2.014664607118712e-001	-7.522605e-001	-7.840117e-001
2.014846220484465e-001	-7.522356e-001	-7.840744e-001
2.015038079461055e-001	-7.522093e-001	-7.841402e-001
2.015086044205203e-001	-7.522027e-001	-7.841564e-001
2.015181973693498e-001	-7.521896e-001	-7.841886e-001
2.015373832670089e-001	-7.521632e-001	-7.842522e-001
2.015421797414237e-001	-7.521567e-001	-7.842679e-001
2.015433788600274e-001	-7.521551e-001	-7.842718e-001
2.015457770972347e-001	-7.521517e-001	-7.842795e-001
2.015505735716495e-001	-7.521452e-001	-7.842946e-001
2.015601665204790e-001	-7.521320e-001	-7.843237e-001
2.015793524181381e-001	-7.521057e-001	-7.843767e-001
2.016114762613246e-001	-7.520617e-001	-7.844520e-001
2.016644183534100e-001	-7.519891e-001	-7.845550e-001
2.017459624251869e-001	-7.518773e-001	-7.847036e-001
2.018232188794027e-001	-7.517713e-001	-7.848593e-001
2.018973362318832e-001	-7.516697e-001	-7.850310e-001
2.019777794611509e-001	-7.515594e-001	-7.852318e-001
2.020629933988532e-001	-7.514425e-001	-7.854391e-001
2.021424104512694e-001	-7.513335e-001	-7.855986e-001
2.022216974305039e-001	-7.512248e-001	-7.857025e-001
2.022665496232232e-001	-7.511632e-001	-7.857243e-001
2.023260342018990e-001	-7.510816e-001	-7.857079e-001
2.024040606026470e-001	-7.509746e-001	-7.856485e-001
2.024162333483240e-001	-7.509578e-001	-7.856347e-001
2.024405788396780e-001	-7.509245e-001	-7.856005e-001
2.024892698223859e-001	-7.508577e-001	-7.855258e-001
2.025115640991590e-001	-7.508271e-001	-7.854890e-001
2.025153993120241e-001	-7.508218e-001	-7.854823e-001
2.025230697377543e-001	-7.508113e-001	-7.854687e-001
2.025381459616222e-001	-7.507906e-001	-7.854414e-001
2.025554370244620e-001	-7.507668e-001	-7.854094e-001
2.025748124795539e-001	-7.507402e-001	-7.853726e-001
2.026132962935995e-001	-7.506874e-001	-7.852978e-001
2.026564980636633e-001	-7.506281e-001	-7.852163e-001
2.027116495178553e-001	-7.505524e-001	-7.851377e-001
2.027760523373614e-001	-7.504640e-001	-7.851325e-001
2.028749545086578e-001	-7.503282e-001	-7.853247e-001
2.029756968596962e-001	-7.501900e-001	-7.857192e-001
2.030925603505262e-001	-7.500294e-001	-7.863178e-001
2.031075392894297e-001	-7.500089e-001	-7.864002e-001
2.031374971672368e-001	-7.499678e-001	-7.865669e-001
2.031449866366886e-001	-7.499574e-001	-7.866079e-001
2.031599655755921e-001	-7.499369e-001	-7.866890e-001
2.031637103103180e-001	-7.499318e-001	-7.867091e-001
2.031711997797698e-001	-7.499214e-001	-7.867490e-001
2.031730721471327e-001	-7.499189e-001	-7.867589e-001
2.031768168818586e-001	-7.499138e-001	-7.867785e-001
2.031843063513104e-001	-7.499034e-001	-7.868172e-001
2.031992852902139e-001	-7.498829e-001	-7.868912e-001
2.032292431680210e-001	-7.498417e-001	-7.870266e-001
2.032594245603356e-001	-7.498003e-001	-7.871434e-001
2.032972969007325e-001	-7.497483e-001	-7.872546e-001
2.033623108216057e-001	-7.496590e-001	-7.873945e-001
2.033717521650043e-001	-7.496460e-001	-7.874085e-001
2.033906348518015e-001	-7.496201e-001	-7.874278e-001
2.033953555235007e-001	-7.496136e-001	-7.874318e-001
2.034047968668993e-001	-7.496006e-001	-7.874382e-001
2.034159701502450e-001	-7.495853e-001	-7.874446e-001
2.034177137850486e-001	-7.495829e-001	-7.874454e-001
2.034212010546556e-001	-7.495781e-001	-7.874468e-001
2.034281755938698e-001	-7.495685e-001	-7.874489e-001
2.034399876439090e-001	-7.495522e-001	-7.874512e-001
2.034522247868934e-001	-7.495354e-001	-7.874513e-001
2.034766990728621e-001	-7.495018e-001	-7.874452e-001
2.035143554560233e-001	-7.494501e-001	-7.874240e-001
2.035605688131010e-001	-7.493866e-001	-7.873821e-001
2.036138165226444e-001	-7.493135e-001	-7.873224e-001
2.036823874687090e-001	-7.492192e-001	-7.872607e-001
2.037814664694034e-001	-7.490831e-001	-7.872406e-001
2.038774834924344e-001	-7.489511e-001	-7.873087e-001
2.039952802658707e-001	-7.487892e-001	-7.874694e-001
2.040102977835724e-001	-7.487686e-001	-7.874942e-001
2.040403328189758e-001	-7.487273e-001	-7.875469e-001
2.040478415778266e-001	-7.487170e-001	-7.875600e-001
2.040628590955283e-001	-7.486963e-001	-7.875855e-001
2.040928941309317e-001	-7.486550e-001	-7.876332e-001
2.041273702074484e-001	-7.486076e-001	-7.876798e-001
2.041605026553333e-001	-7.485620e-001	-7.877118e-001
2.042030269645421e-001	-7.485036e-001	-7.877305e-001
2.042743121805671e-001	-7.484056e-001	-7.877194e-001
2.043500941005813e-001	-7.483014e-001	-7.876636e-001
2.044260186607048e-001	-7.481970e-001	-7.875691e-001
2.045079773038403e-001	-7.480842e-001	-7.874382e-001
2.045948182851377e-001	-7.479648e-001	-7.872820e-001
2.046844583316313e-001	-7.478415e-001	-7.871132e-001
2.047825211944248e-001	-7.477066e-001	-7.869264e-001
2.048959759346533e-001	-7.475505e-001	-7.867097e-001
2.050321640201373e-001	-7.473631e-001	-7.864488e-001
2.052041455599071e-001	-7.471264e-001	-7.861183e-001
2.053670189926082e-001	-7.469022e-001	-7.858043e-001
2.055290347389487e-001	-7.466791e-001	-7.854909e-001
2.056818270454962e-001	-7.464687e-001	-7.851944e-001
2.058397499591453e-001	-7.462512e-001	-7.848869e-001
2.059948894333681e-001	-7.460375e-001	-7.845839e-001
2.061548753684191e-001	-7.458171e-001	-7.842704e-001
2.063140369547464e-001	-7.455978e-001	-7.839575e-001
2.064723504803301e-001	-7.453796e-001	-7.836454e-001
2.066286641115704e-001	-7.451641e-001	-7.833362e-001
2.067857824215511e-001	-7.449475e-001	-7.830245e-001
2.069434873904788e-001	-7.447301e-001	-7.827106e-001
2.071038873132187e-001	-7.445088e-001	-7.823904e-001
2.072677001199508e-001	-7.442828e-001	-7.820624e-001
2.074384439130586e-001	-7.440473e-001	-7.817194e-001
2.076196699257989e-001	-7.437972e-001	-7.813541e-001
2.078186404372222e-001	-7.435226e-001	-7.809516e-001
2.080449094991773e-001	-7.432102e-001	-7.804920e-001
2.083239737287178e-001	-7.428248e-001	-7.799224e-001
2.086920920590504e-001	-7.423162e-001	-7.791660e-001
2.092627814676479e-001	-7.415274e-001	-7.779841e-001
2.097963173728380e-001	-7.407896e-001	-7.768700e-001
2.102105072506745e-001	-7.402165e-001	-7.759981e-001
2.105047983753947e-001	-7.398092e-001	-7.753748e-001
2.107014909811020e-001	-7.395368e-001	-7.749564e-001
2.107303653831948e-001	-7.394968e-001	-7.748948e-001
2.107881141873804e-001	-7.394169e-001	-7.747715e-001
2.109036117957516e-001	-7.392569e-001	-7.745245e-001
2.110467330611696e-001	-7.390587e-001	-7.742180e-001
2.110633576794381e-001	-7.390356e-001	-7.741823e-001
2.110966069159751e-001	-7.389896e-001	-7.741109e-001
2.111417490299531e-001	-7.389270e-001	-7.740139e-001
2.111495978960513e-001	-7.389162e-001	-7.739971e-001
2.111652956282477e-001	-7.388944e-001	-7.739633e-001
2.111785939889213e-001	-7.388760e-001	-7.739347e-001
2.111927716031729e-001	-7.388563e-001	-7.739043e-001
2.112081856091735e-001	-7.388350e-001	-7.738711e-001
2.112294364387661e-001	-7.388055e-001	-7.738254e-001
2.112518343148438e-001	-7.387745e-001	-7.737772e-001
2.112959565477246e-001	-7.387134e-001	-7.736821e-001
2.113387962003463e-001	-7.386540e-001	-7.735922e-001
2.113999744401283e-001	-7.385692e-001	-7.734816e-001
2.114693621104998e-001	-7.384731e-001	-7.734168e-001
2.115877899735781e-001	-7.383089e-001	-7.734330e-001
2.116297498712192e-001	-7.382507e-001	-7.734762e-001
2.116402398456295e-001	-7.382362e-001	-7.734935e-001
2.116612197944501e-001	-7.382072e-001	-7.735317e-001
2.116664647816552e-001	-7.381999e-001	-7.735417e-001
2.116769547560655e-001	-7.381853e-001	-7.735626e-001
2.116979347048861e-001	-7.381563e-001	-7.736059e-001
2.117139329817819e-001	-7.381341e-001	-7.736400e-001
2.117312776863198e-001	-7.381100e-001	-7.736781e-001
2.117544959631059e-001	-7.380778e-001	-7.737303e-001
2.117783248087286e-001	-7.380448e-001	-7.737842e-001
2.118259824999739e-001	-7.379787e-001	-7.738904e-001
2.118694907350785e-001	-7.379184e-001	-7.739819e-001
2.119258211729990e-001	-7.378403e-001	-7.740937e-001
2.119650286857077e-001	-7.377859e-001	-7.741746e-001
2.120147708937537e-001	-7.377169e-001	-7.742968e-001
2.121142553098457e-001	-7.375790e-001	-7.745951e-001
2.122096928641774e-001	-7.374466e-001	-7.749217e-001
2.122975502842762e-001	-7.373247e-001	-7.752388e-001
2.123076862955839e-001	-7.373106e-001	-7.752749e-001
2.123279583181994e-001	-7.372826e-001	-7.753448e-001
2.123685023634304e-001	-7.372263e-001	-7.754805e-001
2.123710510127843e-001	-7.372228e-001	-7.754887e-001
2.123761483114923e-001	-7.372157e-001	-7.755047e-001
2.123863429089083e-001	-7.372016e-001	-7.755361e-001
2.123888915582622e-001	-7.371980e-001	-7.755437e-001
2.123939888569702e-001	-7.371910e-001	-7.755584e-001
2.124041834543862e-001	-7.371768e-001	-7.755863e-001
2.124181267465750e-001	-7.371575e-001	-7.756218e-001
2.124331892636729e-001	-7.371365e-001	-7.756554e-001
2.124633142978686e-001	-7.370948e-001	-7.757090e-001
2.125055759328647e-001	-7.370361e-001	-7.757602e-001
2.125535598727427e-001	-7.369695e-001	-7.757878e-001
2.126125720367838e-001	-7.368876e-001	-7.757955e-001
2.126912226639260e-001	-7.367785e-001	-7.758042e-001
2.127740261631439e-001	-7.366636e-001	-7.758443e-001
2.128619381363823e-001	-7.365416e-001	-7.759305e-001
2.129466165180050e-001	-7.364240e-001	-7.760441e-001
2.130435930716513e-001	-7.362894e-001	-7.761887e-001
2.130532994180704e-001	-7.362759e-001	-7.762029e-001
2.130727121109086e-001	-7.362490e-001	-7.762284e-001
2.131115374965850e-001	-7.361951e-001	-7.762688e-001
2.131498194041729e-001	-7.361419e-001	-7.762934e-001
2.131903445118025e-001	-7.360857e-001	-7.762965e-001
2.132713947270618e-001	-7.359731e-001	-7.762548e-001
2.133476488470365e-001	-7.358672e-001	-7.761738e-001
2.134234510970677e-001	-7.357619e-001	-7.760574e-001
2.135125614063861e-001	-7.356381e-001	-7.758941e-001
2.135959890215808e-001	-7.355223e-001	-7.757283e-001
2.136920015828114e-001	-7.353889e-001	-7.755321e-001
2.137912652100227e-001	-7.352509e-001	-7.753279e-001
2.139159120323739e-001	-7.350777e-001	-7.750711e-001
2.140588206051951e-001	-7.348791e-001	-7.747759e-001
2.142124812620915e-001	-7.346656e-001	-7.744576e-001
2.143777194889165e-001	-7.344359e-001	-7.741143e-001
2.145333898118351e-001	-7.342194e-001	-7.737899e-001
2.146927446046334e-001	-7.339978e-001	-7.734572e-001
2.147121253918600e-001	-7.339708e-001	-7.734166e-001
2.147508869663134e-001	-7.339169e-001	-7.733355e-001
2.148117106357995e-001	-7.338323e-001	-7.732080e-001
2.148369495619570e-001	-7.337972e-001	-7.731550e-001
2.148432592934963e-001	-7.337884e-001	-7.731418e-001
2.148558787565751e-001	-7.337708e-001	-7.731153e-001
2.148590336223447e-001	-7.337664e-001	-7.731087e-001
2.148653433538841e-001	-7.337577e-001	-7.730954e-001
2.148669207867689e-001	-7.337555e-001	-7.730922e-001
2.148700756525386e-001	-7.337511e-001	-7.730855e-001
2.148763853840780e-001	-7.337423e-001	-7.730722e-001
2.148777980354172e-001	-7.337404e-001	-7.730693e-001
2.148806233380956e-001	-7.337365e-001	-7.730634e-001
2.148862739434523e-001	-7.337286e-001	-7.730515e-001
2.148975751541659e-001	-7.337129e-001	-7.730277e-001
2.149083119355655e-001	-7.336979e-001	-7.730052e-001
2.149297854983649e-001	-7.336680e-001	-7.729601e-001
2.149644498405123e-001	-7.336198e-001	-7.728872e-001
2.150104816224786e-001	-7.335558e-001	-7.727932e-001
2.150607346184544e-001	-7.334858e-001	-7.727112e-001
2.151257419382616e-001	-7.333954e-001	-7.726822e-001
2.152145651668480e-001	-7.332718e-001	-7.728102e-001
