time	V(vin)	V(vout)
4.369501413471913e-001	-3.838629e-001	-4.546257e-001
4.371109790949130e-001	-3.835773e-001	-4.542329e-001
4.372673291931217e-001	-3.832996e-001	-4.538505e-001
4.374246331201941e-001	-3.830202e-001	-4.534651e-001
4.375797650531170e-001	-3.827446e-001	-4.530845e-001
4.377370843500993e-001	-3.824651e-001	-4.526980e-001
4.378941486787852e-001	-3.821859e-001	-4.523115e-001
4.380543731904397e-001	-3.819011e-001	-4.519167e-001
4.382169050998793e-001	-3.816122e-001	-4.515157e-001
4.382372001826329e-001	-3.815761e-001	-4.514656e-001
4.382777903481400e-001	-3.815039e-001	-4.513653e-001
4.382992675814585e-001	-3.814657e-001	-4.513122e-001
4.383422220480957e-001	-3.813893e-001	-4.512060e-001
4.383633138308705e-001	-3.813519e-001	-4.511539e-001
4.383685867765642e-001	-3.813425e-001	-4.511408e-001
4.383699050129876e-001	-3.813401e-001	-4.511376e-001
4.383725414858344e-001	-3.813354e-001	-4.511310e-001
4.383732006040462e-001	-3.813343e-001	-4.511294e-001
4.383745188404696e-001	-3.813319e-001	-4.511262e-001
4.383771553133165e-001	-3.813272e-001	-4.511196e-001
4.383824282590101e-001	-3.813179e-001	-4.511066e-001
4.383920676931045e-001	-3.813007e-001	-4.510827e-001
4.384065669076241e-001	-3.812749e-001	-4.510469e-001
4.384216410456421e-001	-3.812481e-001	-4.510096e-001
4.384517893216782e-001	-3.811945e-001	-4.509349e-001
4.384945233711425e-001	-3.811185e-001	-4.508294e-001
4.385425917812652e-001	-3.810330e-001	-4.507141e-001
4.386022165474852e-001	-3.809270e-001	-4.505894e-001
4.386813776933261e-001	-3.807862e-001	-4.504773e-001
4.387852142157337e-001	-3.806014e-001	-4.504218e-001
4.389015665661996e-001	-3.803944e-001	-4.504431e-001
4.390130555199460e-001	-3.801960e-001	-4.505015e-001
4.390326551666293e-001	-3.801611e-001	-4.505126e-001
4.390375550783001e-001	-3.801524e-001	-4.505152e-001
4.390387800562178e-001	-3.801503e-001	-4.505158e-001
4.390412300120532e-001	-3.801459e-001	-4.505171e-001
4.390461299237240e-001	-3.801372e-001	-4.505194e-001
4.390559297470656e-001	-3.801197e-001	-4.505234e-001
4.390755293937489e-001	-3.800848e-001	-4.505287e-001
4.390999681923826e-001	-3.800414e-001	-4.505292e-001
4.391488457896498e-001	-3.799544e-001	-4.505103e-001
4.392220302436021e-001	-3.798241e-001	-4.504457e-001
4.392997845768517e-001	-3.796857e-001	-4.503377e-001
4.393737433782410e-001	-3.795540e-001	-4.502027e-001
4.394537952475987e-001	-3.794115e-001	-4.500315e-001
4.395401227923450e-001	-3.792578e-001	-4.498317e-001
4.395511477744688e-001	-3.792382e-001	-4.498052e-001
4.395731977387164e-001	-3.791989e-001	-4.497511e-001
4.396172976672116e-001	-3.791204e-001	-4.496424e-001
4.396386021146961e-001	-3.790825e-001	-4.495898e-001
4.396400477123108e-001	-3.790799e-001	-4.495862e-001
4.396429389075403e-001	-3.790748e-001	-4.495791e-001
4.396436617063477e-001	-3.790734e-001	-4.495773e-001
4.396451073039624e-001	-3.790709e-001	-4.495737e-001
4.396479984991919e-001	-3.790657e-001	-4.495665e-001
4.396537808896509e-001	-3.790554e-001	-4.495522e-001
4.396623995533229e-001	-3.790401e-001	-4.495309e-001
4.396785064026703e-001	-3.790114e-001	-4.494910e-001
4.397036424103336e-001	-3.789666e-001	-4.494288e-001
4.397427029640177e-001	-3.788971e-001	-4.493321e-001
4.397877883664711e-001	-3.788168e-001	-4.492232e-001
4.398425839777490e-001	-3.787192e-001	-4.491068e-001
4.399106174716719e-001	-3.785980e-001	-4.490149e-001
4.400125946847582e-001	-3.784163e-001	-4.489912e-001
4.401166382185460e-001	-3.782310e-001	-4.490753e-001
4.402318048339250e-001	-3.780258e-001	-4.492378e-001
4.402446310013613e-001	-3.780029e-001	-4.492581e-001
4.402702833362339e-001	-3.779572e-001	-4.492977e-001
4.403122353563539e-001	-3.778825e-001	-4.493547e-001
4.403542899484249e-001	-3.778075e-001	-4.493977e-001
4.403894154241494e-001	-3.777449e-001	-4.494165e-001
4.404370776167830e-001	-3.776599e-001	-4.494126e-001
4.405199266565337e-001	-3.775123e-001	-4.493543e-001
4.405940305391112e-001	-3.773802e-001	-4.492589e-001
4.406686278679248e-001	-3.772472e-001	-4.491257e-001
4.407574707428073e-001	-3.770888e-001	-4.489374e-001
4.408401291007948e-001	-3.769414e-001	-4.487451e-001
4.409351548437294e-001	-3.767720e-001	-4.485143e-001
4.410328120115919e-001	-3.765978e-001	-4.482742e-001
4.411550831667433e-001	-3.763797e-001	-4.479727e-001
4.412940919363809e-001	-3.761317e-001	-4.476295e-001
4.414465790457728e-001	-3.758597e-001	-4.472525e-001
4.416120498889249e-001	-3.755644e-001	-4.468428e-001
4.417678161990665e-001	-3.752864e-001	-4.464566e-001
4.419268546413043e-001	-3.750025e-001	-4.460617e-001
4.420828737276956e-001	-3.747239e-001	-4.456737e-001
4.422461144299467e-001	-3.744324e-001	-4.452671e-001
4.424074874773460e-001	-3.741442e-001	-4.448645e-001
4.425665053418995e-001	-3.738602e-001	-4.444673e-001
4.427226311204972e-001	-3.735812e-001	-4.440767e-001
4.428789937754149e-001	-3.733018e-001	-4.436849e-001
4.430351259130835e-001	-3.730228e-001	-4.432931e-001
4.431925115457935e-001	-3.727414e-001	-4.428976e-001
4.433509197052727e-001	-3.724582e-001	-4.424990e-001
4.435123042915165e-001	-3.721696e-001	-4.420923e-001
4.436778505788077e-001	-3.718735e-001	-4.416744e-001
4.438509502948648e-001	-3.715639e-001	-4.412368e-001
4.440352588688786e-001	-3.712341e-001	-4.407701e-001
4.442374430578904e-001	-3.708723e-001	-4.402571e-001
4.444660471319700e-001	-3.704631e-001	-4.396759e-001
4.447378639378919e-001	-3.699764e-001	-4.389832e-001
4.450793947393982e-001	-3.693646e-001	-4.381101e-001
4.455317208372881e-001	-3.685540e-001	-4.369491e-001
4.461909971076662e-001	-3.673719e-001	-4.352486e-001
4.467879519025057e-001	-3.663009e-001	-4.337007e-001
4.472536685105903e-001	-3.654649e-001	-4.324869e-001
4.475822712770016e-001	-3.648748e-001	-4.316269e-001
4.477984038031685e-001	-3.644865e-001	-4.310598e-001
4.478347048832769e-001	-3.644212e-001	-4.309644e-001
4.479073070434939e-001	-3.642908e-001	-4.307734e-001
4.480525113639277e-001	-3.640299e-001	-4.303908e-001
4.482308820806331e-001	-3.637092e-001	-4.299203e-001
4.482515418604362e-001	-3.636721e-001	-4.298658e-001
4.482928614200425e-001	-3.635978e-001	-4.297566e-001
4.483538787657782e-001	-3.634881e-001	-4.295953e-001
4.483634859270149e-001	-3.634708e-001	-4.295699e-001
4.483827002494883e-001	-3.634363e-001	-4.295191e-001
4.483974648950254e-001	-3.634098e-001	-4.294800e-001
4.484124406069394e-001	-3.633828e-001	-4.294404e-001
4.484161845349179e-001	-3.633761e-001	-4.294305e-001
4.484236723908750e-001	-3.633626e-001	-4.294107e-001
4.484370729962946e-001	-3.633385e-001	-4.293752e-001
4.484502712373308e-001	-3.633148e-001	-4.293403e-001
4.484713487989283e-001	-3.632769e-001	-4.292845e-001
4.484933932193400e-001	-3.632373e-001	-4.292261e-001
4.485374820601636e-001	-3.631580e-001	-4.291107e-001
4.485812800030276e-001	-3.630792e-001	-4.290077e-001
4.486436026691570e-001	-3.629671e-001	-4.289097e-001
4.487157421948635e-001	-3.628374e-001	-4.289046e-001
4.488214812391514e-001	-3.626472e-001	-4.290850e-001
4.489377201526426e-001	-3.624381e-001	-4.294297e-001
4.490490773595425e-001	-3.622378e-001	-4.298141e-001
4.490692882868539e-001	-3.622014e-001	-4.298827e-001
4.490743410186818e-001	-3.621923e-001	-4.298991e-001
4.490844464823375e-001	-3.621741e-001	-4.299305e-001
4.491046574096490e-001	-3.621377e-001	-4.299887e-001
4.491354348187545e-001	-3.620824e-001	-4.300645e-001
4.491704753198222e-001	-3.620193e-001	-4.301302e-001
4.492104165441077e-001	-3.619474e-001	-4.301724e-001
4.492902989926785e-001	-3.618037e-001	-4.301868e-001
4.493615302144772e-001	-3.616755e-001	-4.301412e-001
4.494340157112580e-001	-3.615450e-001	-4.300415e-001
4.495148413072024e-001	-3.613995e-001	-4.298943e-001
4.495255114035767e-001	-3.613803e-001	-4.298720e-001
4.495468515963252e-001	-3.613419e-001	-4.298238e-001
4.495895319818222e-001	-3.612650e-001	-4.297240e-001
4.496106339300774e-001	-3.612270e-001	-4.296731e-001
4.496366698905739e-001	-3.611802e-001	-4.296085e-001
4.496604706918741e-001	-3.611373e-001	-4.295484e-001
4.496978537574894e-001	-3.610700e-001	-4.294527e-001
4.497376108444122e-001	-3.609984e-001	-4.293508e-001
4.497928558912763e-001	-3.608989e-001	-4.292158e-001
4.498540152746369e-001	-3.607888e-001	-4.290940e-001
4.499507584576006e-001	-3.606146e-001	-4.289759e-001
4.500484857194630e-001	-3.604386e-001	-4.289392e-001
4.501676962863626e-001	-3.602238e-001	-4.289629e-001
4.501819770402105e-001	-3.601981e-001	-4.289690e-001
4.502105385479064e-001	-3.601466e-001	-4.289829e-001
4.502676615632983e-001	-3.600437e-001	-4.290027e-001
4.503425367724813e-001	-3.599088e-001	-4.290066e-001
4.503968173564713e-001	-3.598110e-001	-4.289846e-001
4.504467878685669e-001	-3.597209e-001	-4.289386e-001
4.505036286697324e-001	-3.596185e-001	-4.288599e-001
4.505804556429106e-001	-3.594801e-001	-4.287220e-001
4.506639768409825e-001	-3.593295e-001	-4.285434e-001
4.507526577005100e-001	-3.591697e-001	-4.283314e-001
4.508354712182058e-001	-3.590204e-001	-4.281216e-001
4.509283583429442e-001	-3.588529e-001	-4.278808e-001
4.510293392302159e-001	-3.586708e-001	-4.276175e-001
4.511531154254342e-001	-3.584476e-001	-4.272943e-001
4.512984686886895e-001	-3.581855e-001	-4.269141e-001
4.514530798679875e-001	-3.579066e-001	-4.265089e-001
4.516176780435541e-001	-3.576096e-001	-4.260767e-001
4.517725133798348e-001	-3.573302e-001	-4.256694e-001
4.519308256604175e-001	-3.570445e-001	-4.252521e-001
4.520858994419943e-001	-3.567646e-001	-4.248424e-001
4.522471097481656e-001	-3.564735e-001	-4.244158e-001
4.523730981398211e-001	-3.562460e-001	-4.240818e-001
4.523902100820161e-001	-3.562151e-001	-4.240364e-001
4.524244339664062e-001	-3.561533e-001	-4.239456e-001
4.524431629196281e-001	-3.561195e-001	-4.238958e-001
4.524806208260718e-001	-3.560518e-001	-4.237963e-001
4.524869066362395e-001	-3.560405e-001	-4.237796e-001
4.524884780887815e-001	-3.560376e-001	-4.237754e-001
4.524916209938653e-001	-3.560320e-001	-4.237671e-001
4.524979068040330e-001	-3.560206e-001	-4.237503e-001
4.525104784243684e-001	-3.559979e-001	-4.237169e-001
4.525218015081793e-001	-3.559774e-001	-4.236868e-001
4.525402359121930e-001	-3.559442e-001	-4.236378e-001
4.525594882632863e-001	-3.559094e-001	-4.235866e-001
4.525979929654729e-001	-3.558398e-001	-4.234842e-001
4.526418162960896e-001	-3.557607e-001	-4.233704e-001
4.526976202262139e-001	-3.556599e-001	-4.232417e-001
4.527640748617364e-001	-3.555398e-001	-4.231408e-001
4.528661262850816e-001	-3.553554e-001	-4.231014e-001
4.529698360118296e-001	-3.551680e-001	-4.231704e-001
4.530853475891150e-001	-3.549593e-001	-4.233178e-001
4.530982107368129e-001	-3.549360e-001	-4.233364e-001
4.531239370322087e-001	-3.548895e-001	-4.233738e-001
4.531303686060577e-001	-3.548779e-001	-4.233830e-001
4.531432317537555e-001	-3.548547e-001	-4.234003e-001
4.531689580491514e-001	-3.548082e-001	-4.234315e-001
4.532014852188785e-001	-3.547494e-001	-4.234627e-001
4.532341806382540e-001	-3.546903e-001	-4.234810e-001
4.532744568997648e-001	-3.546175e-001	-4.234817e-001
4.533440462270726e-001	-3.544917e-001	-4.234399e-001
4.534217241003837e-001	-3.543513e-001	-4.233456e-001
4.534974382394665e-001	-3.542144e-001	-4.232122e-001
4.535774951054892e-001	-3.540696e-001	-4.230385e-001
4.536634549415502e-001	-3.539142e-001	-4.228291e-001
4.537508190461057e-001	-3.537562e-001	-4.226031e-001
4.538465225667357e-001	-3.535831e-001	-4.223496e-001
4.539556937616633e-001	-3.533856e-001	-4.220587e-001
4.540646719330116e-001	-3.531885e-001	-4.217680e-001
4.540809856697132e-001	-3.531589e-001	-4.217244e-001
4.541136131431164e-001	-3.530999e-001	-4.216372e-001
4.541217700114671e-001	-3.530851e-001	-4.216154e-001
4.541380837481687e-001	-3.530556e-001	-4.215718e-001
4.541519787280930e-001	-3.530305e-001	-4.215346e-001
4.541537991736040e-001	-3.530272e-001	-4.215297e-001
4.541574400646261e-001	-3.530206e-001	-4.215200e-001
4.541647218466702e-001	-3.530074e-001	-4.215005e-001
4.541769265674936e-001	-3.529854e-001	-4.214679e-001
4.541890337596009e-001	-3.529634e-001	-4.214355e-001
4.542077648354903e-001	-3.529295e-001	-4.213853e-001
4.542275207197361e-001	-3.528938e-001	-4.213326e-001
4.542670324882277e-001	-3.528223e-001	-4.212322e-001
4.543108973524677e-001	-3.527429e-001	-4.211513e-001
4.543677736398514e-001	-3.526400e-001	-4.211510e-001
4.544351068760879e-001	-3.525181e-001	-4.213793e-001
4.545402009980841e-001	-3.523279e-001	-4.221362e-001
4.546464457086749e-001	-3.521356e-001	-4.231654e-001
4.547613249058325e-001	-3.519276e-001	-4.243683e-001
4.547776178972460e-001	-3.518981e-001	-4.245311e-001
4.548102038800729e-001	-3.518391e-001	-4.248379e-001
4.548183503757797e-001	-3.518243e-001	-4.249114e-001
4.548346433671932e-001	-3.517948e-001	-4.250485e-001
4.548672293500201e-001	-3.517358e-001	-4.252958e-001
4.549048094826845e-001	-3.516678e-001	-4.255380e-001
4.549398813356196e-001	-3.516043e-001	-4.257097e-001
4.550100250414899e-001	-3.514772e-001	-4.259360e-001
4.550865530835860e-001	-3.513386e-001	-4.260643e-001
4.551615212241387e-001	-3.512028e-001	-4.260851e-001
4.552404374576058e-001	-3.510599e-001	-4.260240e-001
4.553256274880669e-001	-3.509055e-001	-4.258953e-001
4.554119232731002e-001	-3.507492e-001	-4.257229e-001
4.555067641084175e-001	-3.505773e-001	-4.255068e-001
4.556144932479989e-001	-3.503821e-001	-4.252485e-001
4.557437246749030e-001	-3.501479e-001	-4.249347e-001
4.559024309598285e-001	-3.498602e-001	-4.245483e-001
4.560666802139309e-001	-3.495624e-001	-4.241478e-001
4.562272387351350e-001	-3.492712e-001	-4.237556e-001
4.563871157559510e-001	-3.489813e-001	-4.233645e-001
4.565517705085895e-001	-3.486826e-001	-4.229611e-001
4.567229396765161e-001	-3.483720e-001	-4.225409e-001
4.568828701825620e-001	-3.480818e-001	-4.221478e-001
4.570425183885449e-001	-3.477921e-001	-4.217547e-001
4.571972889951778e-001	-3.475111e-001	-4.213731e-001
4.573547282930716e-001	-3.472253e-001	-4.209843e-001
4.575098882432223e-001	-3.469435e-001	-4.206006e-001
4.576673430398720e-001	-3.466575e-001	-4.202106e-001
4.578239294451935e-001	-3.463731e-001	-4.198221e-001
4.579836838442385e-001	-3.460828e-001	-4.194252e-001
4.581451807317921e-001	-3.457894e-001	-4.190235e-001
4.583126688066681e-001	-3.454849e-001	-4.186061e-001
4.584869026951264e-001	-3.451682e-001	-4.181712e-001
4.586739521118158e-001	-3.448281e-001	-4.177036e-001
4.588781051719671e-001	-3.444569e-001	-4.171923e-001
4.591097482201685e-001	-3.440355e-001	-4.166109e-001
4.593798586369890e-001	-3.435440e-001	-4.159313e-001
4.597173281296326e-001	-3.429297e-001	-4.150799e-001
4.601498287210459e-001	-3.421422e-001	-4.139852e-001
4.604691326749779e-001	-3.415605e-001	-4.131747e-001
4.606548935484245e-001	-3.412221e-001	-4.127022e-001
4.606797419768019e-001	-3.411768e-001	-4.126389e-001
4.607294388335567e-001	-3.410862e-001	-4.125122e-001
4.608288325470661e-001	-3.409051e-001	-4.122587e-001
4.609404109233799e-001	-3.407017e-001	-4.119739e-001
4.609564229801907e-001	-3.406725e-001	-4.119330e-001
4.609884470938125e-001	-3.406141e-001	-4.118511e-001
4.609964531222179e-001	-3.405995e-001	-4.118307e-001
4.610124651790288e-001	-3.405704e-001	-4.117898e-001
4.610444892926505e-001	-3.405120e-001	-4.117079e-001
4.610490954522689e-001	-3.405036e-001	-4.116961e-001
4.610583077715055e-001	-3.404868e-001	-4.116726e-001
4.610598430334863e-001	-3.404840e-001	-4.116686e-001
4.610629135574478e-001	-3.404784e-001	-4.116608e-001
4.610690546053710e-001	-3.404672e-001	-4.116451e-001
4.610813367012172e-001	-3.404448e-001	-4.116137e-001
4.610926096950692e-001	-3.404242e-001	-4.115848e-001
4.611151556827732e-001	-3.403831e-001	-4.115272e-001
4.611517886459143e-001	-3.403163e-001	-4.114334e-001
4.611977564069674e-001	-3.402325e-001	-4.113168e-001
4.612499248868285e-001	-3.401374e-001	-4.111925e-001
4.613164810124489e-001	-3.400160e-001	-4.110658e-001
4.614110331317719e-001	-3.398436e-001	-4.109586e-001
4.615089400384636e-001	-3.396650e-001	-4.109278e-001
4.616265030823886e-001	-3.394505e-001	-4.109530e-001
4.616412120654986e-001	-3.394237e-001	-4.109592e-001
4.616706300317187e-001	-3.393700e-001	-4.109730e-001
4.617153828474806e-001	-3.392884e-001	-4.109925e-001
4.617167813729732e-001	-3.392858e-001	-4.109930e-001
4.617195784239583e-001	-3.392807e-001	-4.109941e-001
4.617251725259285e-001	-3.392705e-001	-4.109961e-001
4.617265710514211e-001	-3.392680e-001	-4.109966e-001
4.617293681024062e-001	-3.392629e-001	-4.109975e-001
4.617349622043765e-001	-3.392527e-001	-4.109991e-001
4.617461504083170e-001	-3.392322e-001	-4.110016e-001
4.617663484214354e-001	-3.391954e-001	-4.110025e-001
4.618039446019623e-001	-3.391268e-001	-4.109928e-001
4.618590460836252e-001	-3.390262e-001	-4.109527e-001
4.619549022418968e-001	-3.388513e-001	-4.108332e-001
4.620260047629322e-001	-3.387216e-001	-4.107113e-001
4.620972739185277e-001	-3.385915e-001	-4.105616e-001
4.621847941649621e-001	-3.384317e-001	-4.103571e-001
4.622679309341876e-001	-3.382800e-001	-4.101510e-001
4.623633509587473e-001	-3.381058e-001	-4.099081e-001
4.624617782649609e-001	-3.379261e-001	-4.096558e-001
4.625845799443731e-001	-3.377018e-001	-4.093405e-001
4.627248321088805e-001	-3.374456e-001	-4.089800e-001
4.629141142458357e-001	-3.370999e-001	-4.084926e-001
4.631021975303072e-001	-3.367562e-001	-4.080074e-001
4.632650944641119e-001	-3.364586e-001	-4.075865e-001
4.634215131851947e-001	-3.361727e-001	-4.071817e-001
4.635936982328053e-001	-3.358579e-001	-4.067353e-001
4.637544858792421e-001	-3.355639e-001	-4.063178e-001
4.639158631086043e-001	-3.352688e-001	-4.058981e-001
4.640703160500627e-001	-3.349863e-001	-4.054958e-001
4.641312671261512e-001	-3.348748e-001	-4.053369e-001
4.641465048951733e-001	-3.348469e-001	-4.052971e-001
4.641769804332175e-001	-3.347912e-001	-4.052176e-001
4.642207885277497e-001	-3.347110e-001	-4.051032e-001
4.642426466431807e-001	-3.346711e-001	-4.050462e-001
4.642615050537808e-001	-3.346365e-001	-4.049969e-001
4.642835273916508e-001	-3.345962e-001	-4.049394e-001
4.643087806814999e-001	-3.345501e-001	-4.048734e-001
4.643392683542935e-001	-3.344943e-001	-4.047939e-001
4.643830512000995e-001	-3.344142e-001	-4.046837e-001
4.644320804047102e-001	-3.343244e-001	-4.045821e-001
4.644958619389080e-001	-3.342077e-001	-4.045215e-001
4.645810782151954e-001	-3.340518e-001	-4.045849e-001
4.646759987457196e-001	-3.338780e-001	-4.048189e-001
4.647963003994116e-001	-3.336578e-001	-4.052308e-001
4.649066286212745e-001	-3.334558e-001	-4.055719e-001
4.650208040032009e-001	-3.332468e-001	-4.057964e-001
4.650743379023192e-001	-3.331487e-001	-4.058300e-001
4.651442680794117e-001	-3.330207e-001	-4.057981e-001
4.652157129547331e-001	-3.328898e-001	-4.057152e-001
4.652959210569123e-001	-3.327429e-001	-4.055756e-001
4.653868077053479e-001	-3.325764e-001	-4.053803e-001
4.654734515458278e-001	-3.324177e-001	-4.051723e-001
4.655726795126316e-001	-3.322359e-001	-4.049220e-001
4.656664513584454e-001	-3.320641e-001	-4.046822e-001
4.657068309781414e-001	-3.319901e-001	-4.045787e-001
4.657132387107570e-001	-3.319784e-001	-4.045622e-001
4.657260541759883e-001	-3.319549e-001	-4.045294e-001
4.657276621887458e-001	-3.319519e-001	-4.045252e-001
4.657308782142608e-001	-3.319460e-001	-4.045170e-001
4.657373102652908e-001	-3.319342e-001	-4.045005e-001
4.657458574861650e-001	-3.319186e-001	-4.044785e-001
4.657600907488091e-001	-3.318925e-001	-4.044420e-001
4.657749729468447e-001	-3.318652e-001	-4.044038e-001
4.658047373429160e-001	-3.318107e-001	-4.043274e-001
4.658450486586698e-001	-3.317368e-001	-4.042245e-001
4.658934336051340e-001	-3.316481e-001	-4.041066e-001
4.659501959947586e-001	-3.315441e-001	-4.039938e-001
4.660272754387099e-001	-3.314028e-001	-4.039160e-001
4.661426227362712e-001	-3.311913e-001	-4.039375e-001
4.662538137032236e-001	-3.309875e-001	-4.040594e-001
4.663698394969446e-001	-3.307747e-001	-4.042330e-001
4.663724823839678e-001	-3.307698e-001	-4.042370e-001
4.663777681580142e-001	-3.307602e-001	-4.042447e-001
4.663883397061070e-001	-3.307407e-001	-4.042599e-001
4.663909825931302e-001	-3.307359e-001	-4.042636e-001
4.663962683671766e-001	-3.307262e-001	-4.042708e-001
4.664068399152694e-001	-3.307068e-001	-4.042843e-001
4.664279830114550e-001	-3.306681e-001	-4.043074e-001
4.664551898664049e-001	-3.306181e-001	-4.043292e-001
4.664889126146030e-001	-3.305563e-001	-4.043401e-001
4.665563581109992e-001	-3.304326e-001	-4.043197e-001
4.666426003818265e-001	-3.302744e-001	-4.042377e-001
4.667185253751017e-001	-3.301351e-001	-4.041206e-001
4.667949455344129e-001	-3.299949e-001	-4.039682e-001
4.668806349431151e-001	-3.298377e-001	-4.037725e-001
4.669654900577996e-001	-3.296820e-001	-4.035641e-001
4.670620378941655e-001	-3.295048e-001	-4.033192e-001
4.671658187023075e-001	-3.293144e-001	-4.030536e-001
4.672938172413726e-001	-3.290794e-001	-4.027254e-001
4.674450362487876e-001	-3.288018e-001	-4.023370e-001
4.676135307221642e-001	-3.284924e-001	-4.019035e-001
4.677699617224969e-001	-3.282051e-001	-4.015004e-001
4.679299567426093e-001	-3.279112e-001	-4.010873e-001
4.680868890910268e-001	-3.276229e-001	-4.006814e-001
4.682530931891984e-001	-3.273175e-001	-4.002508e-001
4.684163896084591e-001	-3.270174e-001	-3.998269e-001
4.685765708198953e-001	-3.267230e-001	-3.994103e-001
4.687328930623658e-001	-3.264356e-001	-3.990031e-001
4.688894011971093e-001	-3.261478e-001	-3.985946e-001
4.690452569462018e-001	-3.258612e-001	-3.981871e-001
4.692021829288366e-001	-3.255726e-001	-3.977760e-001
4.693594356135956e-001	-3.252833e-001	-3.973634e-001
4.695189277406172e-001	-3.249898e-001	-3.969441e-001
4.696811684020673e-001	-3.246912e-001	-3.965168e-001
4.698490202411985e-001	-3.243822e-001	-3.960738e-001
4.700249509658082e-001	-3.240583e-001	-3.956085e-001
4.702142701230289e-001	-3.237097e-001	-3.951068e-001
4.704232516987353e-001	-3.233248e-001	-3.945515e-001
4.706624808992633e-001	-3.228841e-001	-3.939141e-001
4.709513564371601e-001	-3.223517e-001	-3.931417e-001
4.713176082768116e-001	-3.216765e-001	-3.921584e-001
4.717370782849851e-001	-3.209029e-001	-3.910272e-001
4.720608591189011e-001	-3.203056e-001	-3.901502e-001
4.722693243937616e-001	-3.199209e-001	-3.895836e-001
4.722985275149028e-001	-3.198670e-001	-3.895041e-001
4.723569337571851e-001	-3.197592e-001	-3.893449e-001
4.724737462417499e-001	-3.195435e-001	-3.890259e-001
4.726138884394349e-001	-3.192848e-001	-3.886428e-001
4.726651114264076e-001	-3.191902e-001	-3.885026e-001
4.726998201041939e-001	-3.191261e-001	-3.884075e-001
4.727084972736405e-001	-3.191101e-001	-3.883837e-001
4.727258516125336e-001	-3.190780e-001	-3.883362e-001
4.727301901972569e-001	-3.190700e-001	-3.883243e-001
4.727388673667035e-001	-3.190540e-001	-3.883005e-001
4.727531704022950e-001	-3.190276e-001	-3.882613e-001
4.727705173528058e-001	-3.189956e-001	-3.882137e-001
4.727897197039877e-001	-3.189601e-001	-3.881610e-001
4.728281244063514e-001	-3.188892e-001	-3.880556e-001
4.728713612770734e-001	-3.188093e-001	-3.879381e-001
4.729265245010629e-001	-3.187074e-001	-3.877969e-001
4.729910832485641e-001	-3.185882e-001	-3.876637e-001
4.730901880075436e-001	-3.184051e-001	-3.875371e-001
4.731911491018641e-001	-3.182186e-001	-3.874888e-001
4.733078790710778e-001	-3.180029e-001	-3.874926e-001
4.733228856146499e-001	-3.179751e-001	-3.874958e-001
4.733528987017940e-001	-3.179197e-001	-3.875035e-001
4.733585156272578e-001	-3.179093e-001	-3.875048e-001
4.733697494781856e-001	-3.178886e-001	-3.875072e-001
4.733922171800409e-001	-3.178470e-001	-3.875112e-001
4.733978341055048e-001	-3.178366e-001	-3.875121e-001
4.733992383368708e-001	-3.178340e-001	-3.875122e-001
4.734020467996027e-001	-3.178289e-001	-3.875126e-001
4.734076637250665e-001	-3.178185e-001	-3.875130e-001
4.734188975759943e-001	-3.177977e-001	-3.875130e-001
4.734413652778496e-001	-3.177562e-001	-3.875098e-001
4.734669923720547e-001	-3.177088e-001	-3.874994e-001
4.735182465604649e-001	-3.176141e-001	-3.874572e-001
4.735986377414737e-001	-3.174655e-001	-3.873526e-001
4.736716164885611e-001	-3.173306e-001	-3.872231e-001
4.737440029208478e-001	-3.171968e-001	-3.870654e-001
4.738248315995423e-001	-3.170474e-001	-3.868667e-001
4.739105431206053e-001	-3.168889e-001	-3.866407e-001
4.739995802929516e-001	-3.167242e-001	-3.863975e-001
4.740962043672729e-001	-3.165455e-001	-3.861302e-001
4.742078414745366e-001	-3.163390e-001	-3.858202e-001
4.743407619162455e-001	-3.160931e-001	-3.854505e-001
4.745074631651364e-001	-3.157847e-001	-3.849856e-001
4.747241191216956e-001	-3.153838e-001	-3.843797e-001
4.749000018064601e-001	-3.150583e-001	-3.838863e-001
4.750545858456454e-001	-3.147721e-001	-3.834514e-001
4.752287833352390e-001	-3.144495e-001	-3.829598e-001
4.753884793182789e-001	-3.141538e-001	-3.825080e-001
4.755513475482003e-001	-3.138521e-001	-3.820458e-001
4.757052671479110e-001	-3.135670e-001	-3.816077e-001
4.758641036190733e-001	-3.132727e-001	-3.811544e-001
4.760183515561023e-001	-3.129868e-001	-3.807130e-001
4.761374808738191e-001	-3.127660e-001	-3.803713e-001
4.761933181297642e-001	-3.126625e-001	-3.802109e-001
4.762033869503095e-001	-3.126439e-001	-3.801820e-001
4.762235245913999e-001	-3.126065e-001	-3.801241e-001
4.762385487520767e-001	-3.125787e-001	-3.800808e-001
4.762537524817473e-001	-3.125505e-001	-3.800371e-001
4.762705164860205e-001	-3.125194e-001	-3.799888e-001
4.762872324921607e-001	-3.124884e-001	-3.799407e-001
4.763102580418229e-001	-3.124457e-001	-3.798743e-001
4.763350001341262e-001	-3.123999e-001	-3.798065e-001
4.763844843187327e-001	-3.123081e-001	-3.796998e-001
4.764290269376084e-001	-3.122255e-001	-3.796920e-001
4.764985103940562e-001	-3.120967e-001	-3.799377e-001
4.765771973098234e-001	-3.119508e-001	-3.805800e-001
4.766684468427824e-001	-3.117815e-001	-3.816805e-001
4.767773703377196e-001	-3.115795e-001	-3.831456e-001
4.768915540510467e-001	-3.113677e-001	-3.846324e-001
