time VIN VOUT
0.0 0.0 3.805741292115055e-09
9.999999717180685e-10 1.256637025895794e-08 3.805741301685285e-09
1.999999943436137e-09 2.513274051791588e-08 3.805741355199651e-09
3.999999886872274e-09 5.026548103583174e-08 3.805741355193115e-09
7.999999773744548e-09 1.005309620716634e-07 3.805741297484997e-09
1.59999995474891e-08 2.010619241433257e-07 3.805741301704629e-09
3.199999909497819e-08 4.021238482866432e-07 3.805741325697792e-09
6.399999818995639e-08 8.042476965732215e-07 3.805741321896472e-09
1.279999963799128e-07 1.608495393145923e-06 3.805741321931462e-09
2.559999927598256e-07 3.216990786287684e-06 3.805741316082053e-09
5.119999855196511e-07 6.433981572542075e-06 3.80574126562099e-09
1.023999971039302e-06 1.286796314481781e-05 3.805741378958404e-09
2.047999942078604e-06 2.573592628750488e-05 3.805741786971134e-09
4.095999884157209e-06 5.147185255796389e-05 3.805752059240617e-09
8.191999768314417e-06 0.0001029437049795607 3.805798843205701e-09
1.638399953662884e-05 0.0002058874088681852 3.805890730815095e-09
3.276799907325767e-05 0.0004117748090088802 3.806068752280951e-09
6.553599814651534e-05 0.0008235495481978412 3.806430656791996e-09
0.0001310719962930307 0.0016470985378364 3.807149751638251e-09
0.0002621439925860614 0.003294192607200815 3.808604054115655e-09
0.0004217805394797102 0.005300225760708393 3.810367065675385e-09
0.0005841658800512502 0.007340779018583918 3.812171556203436e-09
0.0007441957795660509 0.009351703662425718 3.81394378731147e-09
0.0009255758597831729 0.01163086703817629 3.815968661545852e-09
0.001170007351134894 0.01470221628436464 3.818694201272257e-09
0.001642151276736005 0.02063441698354251 3.824001530586367e-09
0.002109581671725174 0.02650668019602378 3.82929696745238e-09
0.002610743149073058 0.03280168097736983 3.835059166483164e-09
0.003173373081133973 0.0398672138846106 3.841642745488726e-09
0.003958819566044337 0.04972747649066717 3.85116776464451e-09
0.004935382066044337 0.06198008833300277 3.863760024082608e-09
0.005911944566044337 0.07422336620201608 3.877512291797226e-09
0.006888507066044337 0.08645546630509439 3.892739732568195e-09
0.007865069566044337 0.09867454653295533 3.909758677178727e-09
0.008841632066044337 0.1108787667370619 3.928826000121096e-09
0.009818194566044337 0.1230662890067421 3.950227675540726e-09
0.01079475706604434 0.1352352779459712 3.974226046824414e-09
0.01177131956604434 0.1473839009497761 4.001160545390687e-09
0.01274788206604434 0.1595103284802185 4.031404388927107e-09
0.01372444456604434 0.171612734341917 4.06547853400101e-09
0.01470100706604434 0.1836892959570648 4.104032166183247e-09
0.01567756956604434 0.1957381946399038 4.148004791168744e-09
0.01665413206604434 0.2077576158706117 4.198716160304817e-09
0.01763069456604434 0.219745749568562 4.25819058385593e-09
0.01860725706604434 0.2317007903649157 4.329575640233116e-09
0.01958381956604434 0.243620937874503 4.41810568034018e-09
0.02056038206604434 0.2555043969669545 4.532945645669542e-09
0.02153694456604434 0.2673493780370419 4.691776143357072e-09
0.02234369178509417 0.2771043343067482 4.880540972257776e-09
0.02298020890293701 0.2847808671220889 5.095484625445875e-09
0.02348605667720472 0.2908685301825503 5.340912665667766e-09
0.02389287870670351 0.2957559449692663 5.624517470706515e-09
0.02422000466798421 0.2996803190173203 5.954014489467734e-09
0.0244793474804963 0.3027879353564771 6.334861570066151e-09
0.02467914263192074 0.3051798210458514 6.763064698163374e-09
0.02482005895101288 0.3068656715822253 7.201983429499456e-09
0.02484453041824102 0.3071583377458504 7.300517671990681e-09
0.02489347335269732 0.307743582904273 7.513304331918797e-09
0.02499135922160991 0.3089137237710369 8.078415584786504e-09
0.02509027181594057 0.3100956634570269 9.044874384497134e-09
0.02510565123096048 0.3102793942423396 9.267415248720769e-09
0.0251364100610003 0.3106468210385962 9.798276518188393e-09
0.02515438948193715 0.3108615710803108 1.020612931812062e-08
0.02515888433717136 0.3109152561117014 1.032808458203939e-08
0.02516787404763978 0.3110226231984381 1.059267731057966e-08
0.02518585346857663 0.3112373454629378 1.136023032223213e-08
0.02518863103040463 0.3112705155466269 1.156371458120519e-08
0.02519418615406064 0.3113368545763205 1.209969119967214e-08
0.02520529640137266 0.3114695280838382 1.382283588112191e-08
0.0252275168959967 0.3117348568823432 1.969051614122431e-08
0.02524836191275684 0.3119837393837236 2.879844231074898e-08
0.02527359687133775 0.3122850076707242 4.547722136307422e-08
0.0252998897046107 0.3125988720194157 6.928843170186714e-08
0.02533143492117727 0.3129753903901396 1.047816638533732e-07
0.02536890482575588 0.3134225609265025 1.533779769579699e-07
0.02541380989567059 0.3139583721090581 2.2607638823784e-07
0.02545928228088511 0.314500850670691 3.591628646356101e-07
0.02551218570082941 0.3151318510855376 7.100595946383848e-07
0.02556821984311069 0.3158000409975518 1.520617425848828e-06
0.0256217458899869 0.3164381764235054 2.674180203343283e-06
0.02568906673966351 0.3172405696452557 4.489374514955852e-06
0.02575744569595875 0.3180553419505264 7.959456753668079e-06
0.02582115223320052 0.3188142285484618 1.490178136470509e-05
0.02582792412683637 0.3188948848626623 1.594106611585731e-05
0.02584146791410806 0.3190561905624647 1.813243931932402e-05
0.02584485386092598 0.3190965155435314 1.872681703139357e-05
0.02585162575456182 0.3191771637724929 1.993349602029407e-05
0.02586516954183351 0.3193384532956851 2.247126896101848e-05
0.02589225711637689 0.319661004586793 2.806910671888327e-05
0.02591687156249314 0.3199540744344805 3.372013810304112e-05
0.02596610045472565 0.3205401222667069 4.641406666992651e-05
0.02605054481277685 0.3215451085797341 7.187221915866839e-05
0.02613473823646683 0.3225467480161339 0.0001010500027909254
0.0262102833353214 0.3234451920383081 0.0001297414901157612
0.02629855915392765 0.3244946708019617 0.0001653351058386737
0.02637857679478223 0.3254456261354766 0.0001988029244574695
0.0264731225861494 0.3265688145035113 0.000239048310649727
0.02656819442833341 0.3276977874343678 0.0002796533814265068
0.02668938920982279 0.3291362904611697 0.0003310524626084024
0.02682440955949336 0.3307379947973272 0.0003875608569327739
0.02700814834492408 0.3329161004092164 0.0004633824074747245
0.02720631806611237 0.3352632857858352 0.0005440157171426134
0.02737337632137682 0.3372403624995763 0.000611058192234275
0.02752906826620254 0.339081585017938 0.0006727531012088322
0.02770148029594657 0.3411190254825326 0.0007401678037237837
0.02786189952571291 0.3430133058673452 0.0008020222074603629
0.02802366626901641 0.3449220865406827 0.0008635296662661323
0.02817792810727268 0.3467409848653985 0.0009213579206613534
0.02833603642547494 0.3486038847693719 0.0009797773533782516
0.02849061415317245 0.3504238554125086 0.001036044239817037
0.02864854268661734 0.3522819122604722 0.00109265196465208
0.02880464370303375 0.3541171045750712 0.00114771537995345
0.02896457298678386 0.3559958904609283 0.001203199989587293
0.02912549582885422 0.3578848969606143 0.001258062106936588
0.02929290675686628 0.3598485110824611 0.001314093442041767
0.029466521405766 0.3618832082167862 0.001371056347136384
0.0296534977883548 0.3640725730118363 0.001431082342960713
0.02985741957773805 0.3664580650251846 0.001494955408962757
0.03008997759887902 0.369175607842793 0.001565737064469283
0.03036412276611269 0.3723750639057385 0.001646292531304374
0.03070957685954442 0.3764004445909889 0.001743258692885598
0.03116060170036372 0.3816452935933788 0.001862007483343371
0.03180415498870009 0.3891077371779494 0.002015497427824353
0.03238751233732199 0.3958501915340384 0.002137781684671419
0.03285399007506771 0.4012264603780564 0.002223650292044599
0.03321039847616121 0.4053248721782129 0.002281902273016037
0.03347904142326962 0.4084086820230625 0.002321516205590282
0.03367929988835718 0.4107044657055066 0.002348610304679454
0.03381716344032798 0.4122834369331843 0.002366042631949051
0.03392936812478524 0.4135676202644909 0.002379490370418125
0.03395369215551992 0.4138459005981565 0.00238231420580104
0.03400234021698928 0.4144023452414319 0.002387877862130999
0.03409963633992801 0.415514769703987 0.002398621613211405
0.03411104303685742 0.4156451462643901 0.00239984814790461
0.03413385643071625 0.4159058737622595 0.002402282315545425
0.03417948321843389 0.4164272261912561 0.002407064306357158
0.03420120096008934 0.4166753349068468 0.00240930299572869
0.03422058998368555 0.4168968135651109 0.002411280048874734
0.03424191972823661 0.4171404322733303 0.002413435379050492
0.03426516387639275 0.4174058823097551 0.002415759706150272
0.03429092468076056 0.4177000311558237 0.002418308142998633
0.03431721806768654 0.4180002161375642 0.002420879145356519
0.03434753039101106 0.4183462276728319 0.002423804296623536
0.03438334175712059 0.4187549319006249 0.002427203207483749
0.03442876317982922 0.4192731907754867 0.002431427224655586
0.03447382287514175 0.4197871873689966 0.002435555779735427
0.03452672250591519 0.4203904424489079 0.002440432865959894
0.03458190214059999 0.4210195002050408 0.002445771014368035
0.03463622152563456 0.421638553239118 0.002451297660174106
0.03469852701425109 0.4223483782967122 0.002457814436611183
0.03477793119183228 0.4232526275591922 0.002468005672193555
0.03485167570542605 0.4240920475537206 0.002483042112745836
0.03485407366491212 0.4241193369676909 0.0024836800064501
0.03485886958388425 0.4241739146402589 0.002484971123273534
0.03486846142182853 0.4242830653632108 0.002487619606365317
0.03488764509771709 0.4245013483148281 0.002493295854214313
0.03491794213366664 0.4248460352488927 0.002503226720118432
0.03495176746621206 0.4252307905697355 0.002515644524259466
0.03499195170220498 0.4256877770860758 0.002532078044884879
0.03507232017419083 0.4266014243578766 0.002569868098055855
0.03515252631757762 0.4275127924344924 0.002613303288809142
0.03522775037341842 0.4283671552907712 0.002658163315110953
0.03531659366845674 0.4293757066118585 0.002714704209303651
0.0353965598119949 0.430283026675122 0.002767577390961392
0.03549044932744822 0.4313477709000059 0.002830686441279125
0.03558484793813499 0.4324176831144851 0.002894097297484347
0.03570494317726305 0.433777960776399 0.002973668261126799
0.03583890180230744 0.4352940985132733 0.003060339320655672
0.0360206833506462 0.4373495204844459 0.003174593520775926
0.03622204563251243 0.4396236791529223 0.003296999147152714
0.03639040046704217 0.4415228961808432 0.003396016827958776
0.03654588014060031 0.4432751129883548 0.003484751979566145
0.03671857597842275 0.4452193677611519 0.003580270751389837
0.03687892404477429 0.4470227310192491 0.003666077820445485
0.03704088752635246 0.4488424195879028 0.003749944788767737
0.03719511175710535 0.4505734282577513 0.003827172658323932
0.03735334485089733 0.452347673333055 0.003903755267965814
0.03750788945895939 0.4540788335569814 0.003975950125588169
0.03766591576604128 0.4558472237111126 0.004047130774456887
0.03782201598984369 0.4575922952099494 0.004114816558351963
0.03798205135727581 0.4593795303819783 0.004181520262804405
0.0381430183139261 0.4611752951387943 0.004245864567434843
0.03831056258433276 0.4630424328382172 0.004309938729885998
0.03848425782757967 0.4649759507726095 0.004373247043777888
0.03867135699436884 0.4670561981931478 0.004437927471809146
0.03887527461083553 0.4693204994198343 0.004504291074839103
0.03910769636531219 0.4718975517233688 0.004574744450127742
0.03938066970199306 0.4749190910424899 0.004650509214315739
0.03953790596524691 0.4766570035126029 0.004690780740114572
0.03955760250950544 0.4768745758991089 0.004695645345081005
0.03959699559802251 0.4773096330141816 0.004705278240874086
0.03967578177505664 0.4781793962394657 0.004724077601877819
0.03968607469649717 0.4782929907676879 0.004726488406856729
0.03970666053937823 0.4785201558166458 0.004731282453159555
0.03974783222514036 0.4789743898314119 0.004740741380961805
0.0397685674625097 0.4792031065222822 0.004745444759682638
0.03978804609126901 0.4794179327572405 0.004749823128619126
0.03980841911941883 0.4796425924262548 0.004754483143300689
0.03983355934493977 0.4799197781177916 0.004761477629311454
0.03986081203639914 0.4802202008756924 0.004773807991802147
0.03990684578982586 0.4807275306043057 0.004821116053908846
0.03995489833513943 0.4812569374674561 0.004927672893838295
0.04002022587191242 0.4819763857291378 0.00520199811615305
0.04009484259907196 0.4827977378810741 0.005699283687976802
0.04020269263218813 0.4839841590883259 0.006605249691498098
0.04031153313480838 0.4851805748414807 0.007474644270374921
0.04041843875255849 0.4863548380639886 0.008153136139878255
0.04042051673200527 0.4863776541322161 0.008164782545284542
0.04042467269089882 0.486423285273715 0.008187923977696262
0.04043298460868593 0.4865145435764533 0.008233345687868357
0.04044960844426014 0.4866970442574066 0.008321130411623925
0.04047803425406767 0.4870090607889199 0.008461155403805983
0.04050839321955219 0.4873422280211742 0.008597620067708246
0.04055066369751644 0.487805997164441 0.008769213607329565
0.04063520465344495 0.4887331224034782 0.009066550243202178
0.04070996583817398 0.4895525374453044 0.009296127847619651
0.04078255741471057 0.4903477591860962 0.009500697372552365
0.04086312818070356 0.4912299130577594 0.00971211000769166
0.04094843459374704 0.4921633677655731 0.009923646654295622
0.04103818309782682 0.4931448189555464 0.01013631832057489
0.04113568690155946 0.4942103678320379 0.01035926049551107
0.04124926286375382 0.4954506221668885 0.01061207401793167
0.04138452055321606 0.4969263250535011 0.0109081141263447
0.04155604236301692 0.4987956155115887 0.01127955235436006
0.04177911707965627 0.5012232753099783 0.0117568034046982
0.0419550723755167 0.5031353699506997 0.01212850909723325
0.04210833748746853 0.5047988876880553 0.01244880252323894
0.04227991247537121 0.5066589165001207 0.012803460710419
0.0424395672212925 0.5083876037181515 0.01312971150029153
0.04260183418525676 0.5101424782665253 0.0134575372083507
0.04275615880935778 0.5118094906507202 0.013765733281565
0.04291463184142951 0.5135193108548212 0.01407854451780087
0.04306919400247448 0.5151849736304169 0.01437999049406444
0.04322751407047355 0.5168891190375556 0.01468500774490465
0.04338394772650418 0.5185709497730215 0.01498259208834731
0.04354476260832371 0.5202977944250061 0.01528455480633355
0.04370690360281034 0.5220367277902007 0.01558488051119414
0.04387661564629614 0.5238545377955394 0.01589477184900019
0.04405377377053178 0.5257495619859316 0.01621331973005305
0.04424672302553893 0.5278105359353924 0.01655449459642523
0.04445984940375991 0.5300834232084952 0.0169242567863045
0.04470719949540648 0.5327165212548731 0.01734400568183749
0.04501014794017019 0.5359344616637675 0.01784417783362262
0.04540049338481605 0.5400692811294977 0.0184658358037372
0.04594061037212962 0.5457691373374819 0.01928315407397339
0.04681340920058735 0.55492653180735 0.02049799432958467
0.04760754977783831 0.563200672137854 0.02148988714228606
0.04820830085278515 0.5694226704359665 0.02216926642154504
0.04863228085748249 0.5737943325139225 0.02261260294941972
0.04892513491656855 0.5768044503521773 0.02290169912997279
0.04912386878383776 0.5788427014001175 0.02309000061279819
0.04928578899531563 0.5805007164521079 0.02323878521573962
0.04931645740088799 0.5808144813427434 0.02326646703000398
0.04937779421203271 0.5814417522794886 0.02332145785262678
0.04950046783432215 0.5826952574708212 0.02342964652131671
0.04961992563465228 0.5839145719826917 0.02353275940164553
0.04966970465508273 0.5844222818446211 0.02357506522776434
0.04970254158890737 0.5847570695554833 0.02360277275514732
0.04971075082236353 0.5848407509279032 0.02360966775255905
0.04972716928927585 0.5850080950001543 0.0236234365098721
0.04973127390600393 0.5850499271274451 0.023626871018075
0.04973948313946009 0.5851335867123213 0.02363373465689808
0.04975366513240412 0.5852780994986684 0.02364557022164664
0.04977097081299168 0.5854544171009373 0.02366017716826977
0.04979021186679498 0.5856504205989821 0.02367755926552671
0.04982823605646673 0.5860376622075263 0.02372421341939905
0.04987138028011513 0.5864768846353554 0.02381746965284913
0.04992607020433047 0.587033398322632 0.02404361487222136
0.04998998044258796 0.5876833847311406 0.02451244078343983
0.05008732838134927 0.58867271408383 0.02564107646326836
0.05020170110396819 0.5898339375908213 0.02724140477340843
0.050310620960394 0.5909386656505391 0.02858754133917567
0.05039978383827291 0.5918421830543902 0.02944139246168578
0.05049682914178026 0.592824731247812 0.03014396502570093
0.0505487802029952 0.593350354514163 0.03044841159378748
0.05061178923787528 0.5939875192443245 0.03077817247391254
0.05068697319836633 0.5947473128651949 0.03112687652002394
0.05076904431647375 0.5955761005966945 0.03147386839786355
0.05085944909194138 0.5964883117345813 0.03182583364032412
0.05094351452746749 0.5973358663020304 0.03213533493656014
0.05103952094064734 0.5983029953546463 0.03247199299486022
0.05114321481978604 0.5993465864961579 0.03282416028683573
0.05127198967194219 0.6006411795549014 0.03324944555233292
0.05142344353006727 0.602161755048658 0.03374291088266777
0.05162620399228735 0.6041940259822361 0.03439314735118698
0.05180289465556729 0.6059618009996977 0.03495204646291994
0.05196014140931567 0.6075325292707632 0.03544165034148629
0.05198277097394771 0.6077583795029409 0.03551181784983745
0.05202803010321178 0.6082099325059775 0.03565143324748663
0.05209563276677925 0.6088840418255717 0.0358588529898277
0.0521060269272957 0.608987649673033 0.03589065168822975
0.0521268152483286 0.609194834196798 0.03595415143011756
0.05216165674672185 0.6095419849368832 0.03606029987392311
0.05216689936364013 0.6095942107625344 0.03607624462881566
0.0521773845974767 0.609698654476214 0.03610811461223296
0.05218000590593584 0.6097247637507971 0.03611607573480496
0.05218524852285413 0.609776980315161 0.03613199475997095
0.0521957337566907 0.609881405503886 0.03616381091340105
0.05221026457028516 0.6100261041758738 0.03620785367866392
0.05222591310508032 0.6101819104324282 0.03625522092636598
0.05225721017467064 0.6104934521534645 0.03635080957999574
0.05230019912194156 0.610921224874798 0.03649802401668694
0.0523490493163636 0.6114071050503981 0.03672598441567069
0.05240926878733628 0.6120057507134977 0.03715459668982325
0.05249059905298094 0.6128137037941499 0.03801816611871295
0.05259564964084363 0.6138563523824827 0.03944951415614054
0.05271056608163133 0.6149956963460322 0.04109380813847156
0.05282384384644537 0.6161175384031806 0.04258954132805001
0.05283154018827559 0.6161937135659701 0.04268525336537971
0.05284693287193604 0.6163460465995643 0.0428743117742273
0.05287771823925692 0.6166506434788673 0.04323688134946276
0.05291161977184065 0.6169859655751226 0.04361159665539408
0.05294695998225268 0.6173353985122225 0.04397635210225807
0.05301764040307673 0.6180338990589569 0.0446412306425423
0.0530962145869837 0.6188098375577502 0.04530329829024452
0.05317164383686383 0.6195541515377962 0.04588551649623541
0.05325133141532015 0.6203398807864655 0.04645820326207389
0.05333754543218826 0.6211892609261142 0.04704390246702404
0.05342483894842206 0.6220485334129021 0.04761198553654519
0.05352068721577592 0.6229911522762939 0.04821717872448686
0.05362988100779194 0.6240639161790319 0.04889381611335916
0.05376117099111839 0.6253522060701635 0.04970012360148886
0.05392363315713789 0.6269440178731215 0.0506929604904643
0.05412687671305649 0.6289317275221568 0.05192710123550306
0.05432817017994028 0.6308963217406621 0.05314067513159853
0.05449066890833493 0.6324793409187616 0.05411378932517794
0.05464638945709655 0.6339938543496503 0.05504080896352764
0.05481121335429987 0.6355942606443079 0.05601591756289716
