time	V(output2)	V(vin2)
5.063121090477150e-002	-9.589910e-001	-8.987375e-001
5.065291770529533e-002	-9.590217e-001	-8.986942e-001
5.065834440542628e-002	-9.590294e-001	-8.986833e-001
5.066919780568820e-002	-9.590449e-001	-8.986616e-001
5.069090460621203e-002	-9.590758e-001	-8.986182e-001
5.071908363406616e-002	-9.591160e-001	-8.985618e-001
5.075032612304700e-002	-9.591608e-001	-8.984994e-001
5.081073750815779e-002	-9.592472e-001	-8.983786e-001
5.088379396255245e-002	-9.593511e-001	-8.982324e-001
5.093244950142884e-002	-9.594195e-001	-8.981351e-001
5.094091574901332e-002	-9.594314e-001	-8.981182e-001
5.095784824418227e-002	-9.594548e-001	-8.980843e-001
5.099171323452018e-002	-9.595013e-001	-8.980166e-001
5.100856011279412e-002	-9.595242e-001	-8.979829e-001
5.101079674304938e-002	-9.595272e-001	-8.979784e-001
5.101527000355988e-002	-9.595333e-001	-8.979695e-001
5.102421652458089e-002	-9.595453e-001	-8.979515e-001
5.103588608081318e-002	-9.595609e-001	-8.979282e-001
5.104869573459437e-002	-9.595780e-001	-8.979026e-001
5.107431504215675e-002	-9.596117e-001	-8.978513e-001
5.111015600314128e-002	-9.596581e-001	-8.977797e-001
5.115593143890752e-002	-9.597162e-001	-8.976882e-001
5.120760000313599e-002	-9.597802e-001	-8.975848e-001
5.127710347259532e-002	-9.598682e-001	-8.974458e-001
5.137564218075742e-002	-9.600081e-001	-8.972487e-001
5.147923252373817e-002	-9.601821e-001	-8.970416e-001
5.159266298336768e-002	-9.603980e-001	-8.968146e-001
5.166523921423559e-002	-9.605437e-001	-8.966695e-001
5.167468030352741e-002	-9.605628e-001	-8.966506e-001
5.169356248211105e-002	-9.606009e-001	-8.966129e-001
5.173132683927834e-002	-9.606763e-001	-8.965374e-001
5.173617172539190e-002	-9.606858e-001	-8.965276e-001
5.173738294692030e-002	-9.606882e-001	-8.965253e-001
5.173980538997708e-002	-9.606929e-001	-8.965204e-001
5.174465027609065e-002	-9.607022e-001	-8.965107e-001
5.175434004831778e-002	-9.607209e-001	-8.964913e-001
5.175676249137456e-002	-9.607255e-001	-8.964865e-001
5.176160737748813e-002	-9.607345e-001	-8.964768e-001
5.177129714971527e-002	-9.607522e-001	-8.964574e-001
5.178018853572744e-002	-9.607681e-001	-8.964396e-001
5.179491592584757e-002	-9.607934e-001	-8.964102e-001
5.181021570141008e-002	-9.608181e-001	-8.963796e-001
5.184081525253510e-002	-9.608634e-001	-8.963184e-001
5.188264846216702e-002	-9.609178e-001	-8.962347e-001
5.193055337164592e-002	-9.609702e-001	-8.961389e-001
5.199020250418796e-002	-9.610242e-001	-8.960196e-001
5.207171207359106e-002	-9.610937e-001	-8.958566e-001
5.216797650120638e-002	-9.611885e-001	-8.956640e-001
5.225932114742838e-002	-9.612998e-001	-8.954813e-001
5.235936545326142e-002	-9.614395e-001	-8.952813e-001
5.239801660874779e-002	-9.614965e-001	-8.952039e-001
5.240127742491211e-002	-9.615013e-001	-8.951975e-001
5.240779905724075e-002	-9.615111e-001	-8.951844e-001
5.241804765152687e-002	-9.615263e-001	-8.951639e-001
5.242844568696582e-002	-9.615418e-001	-8.951431e-001
5.244509144707017e-002	-9.615663e-001	-8.951098e-001
5.246259689365211e-002	-9.615917e-001	-8.950748e-001
5.249760778681600e-002	-9.616407e-001	-8.950048e-001
5.253681619831135e-002	-9.616932e-001	-8.949264e-001
5.254357528684420e-002	-9.617020e-001	-8.949128e-001
5.255709346390988e-002	-9.617190e-001	-8.948858e-001
5.258412981804124e-002	-9.617531e-001	-8.948317e-001
5.258757728691022e-002	-9.617575e-001	-8.948249e-001
5.259447222464819e-002	-9.617663e-001	-8.948110e-001
5.260440203970920e-002	-9.617792e-001	-8.947912e-001
5.261419425077570e-002	-9.617921e-001	-8.947716e-001
5.262924432391949e-002	-9.618124e-001	-8.947415e-001
5.264510445490948e-002	-9.618345e-001	-8.947098e-001
5.267682471688946e-002	-9.618813e-001	-8.946463e-001
5.271891577000178e-002	-9.619470e-001	-8.945622e-001
5.276777151883636e-002	-9.620268e-001	-8.944644e-001
5.282819671978389e-002	-9.621280e-001	-8.943436e-001
5.291226818070575e-002	-9.622742e-001	-8.941755e-001
5.301012345242861e-002	-9.624524e-001	-8.939797e-001
5.302086282155847e-002	-9.624729e-001	-8.939583e-001
5.304234155981820e-002	-9.625149e-001	-8.939153e-001
5.304771124438313e-002	-9.625255e-001	-8.939046e-001
5.305845061351299e-002	-9.625466e-001	-8.938831e-001
5.307992935177272e-002	-9.625886e-001	-8.938401e-001
5.311103708397957e-002	-9.626485e-001	-8.937779e-001
5.314330065995656e-002	-9.627085e-001	-8.937134e-001
5.318236593952105e-002	-9.627774e-001	-8.936353e-001
5.324574800886267e-002	-9.628812e-001	-8.935085e-001
5.329911244150259e-002	-9.629626e-001	-8.934018e-001
5.330867836932585e-002	-9.629763e-001	-8.933827e-001
5.331106985128167e-002	-9.629796e-001	-8.933778e-001
5.331585281519330e-002	-9.629860e-001	-8.933683e-001
5.332541874301656e-002	-9.629986e-001	-8.933492e-001
5.334455059866310e-002	-9.630219e-001	-8.933109e-001
5.337249915006200e-002	-9.630528e-001	-8.932550e-001
5.338871089890796e-002	-9.630684e-001	-8.932226e-001
5.340791568750903e-002	-9.630842e-001	-8.931842e-001
5.342786142540199e-002	-9.630979e-001	-8.931442e-001
5.345431481047899e-002	-9.631118e-001	-8.930914e-001
5.349140670125972e-002	-9.631245e-001	-8.930172e-001
5.353790920366949e-002	-9.631310e-001	-8.929242e-001
5.359271512206516e-002	-9.631282e-001	-8.928146e-001
5.366755420552526e-002	-9.631183e-001	-8.926649e-001
5.375690309910541e-002	-9.631162e-001	-8.924862e-001
5.385188745696963e-002	-9.631373e-001	-8.922963e-001
5.395156154519792e-002	-9.631817e-001	-8.920969e-001
5.406660434893328e-002	-9.632448e-001	-8.918668e-001
5.408397850673488e-002	-9.632545e-001	-8.918321e-001
5.408832204618528e-002	-9.632568e-001	-8.918234e-001
5.409700912508608e-002	-9.632612e-001	-8.918060e-001
5.411438328288768e-002	-9.632693e-001	-8.917713e-001
5.414505878522851e-002	-9.632804e-001	-8.917099e-001
5.417763086071121e-002	-9.632869e-001	-8.916447e-001
5.421793850199893e-002	-9.632851e-001	-8.915641e-001
5.429855378457438e-002	-9.632595e-001	-8.914029e-001
5.437383557699846e-002	-9.632158e-001	-8.912523e-001
5.445106823920300e-002	-9.631538e-001	-8.910978e-001
5.454535448258119e-002	-9.630672e-001	-8.909093e-001
5.455644228936794e-002	-9.630563e-001	-8.908871e-001
5.457861790294143e-002	-9.630340e-001	-8.908427e-001
5.462296913008843e-002	-9.629886e-001	-8.907540e-001
5.464390499406707e-002	-9.629668e-001	-8.907122e-001
5.464913896006172e-002	-9.629613e-001	-8.907017e-001
5.465960689205104e-002	-9.629502e-001	-8.906808e-001
5.467420630616918e-002	-9.629346e-001	-8.906516e-001
5.469242279479855e-002	-9.629149e-001	-8.906152e-001
5.471252783027036e-002	-9.628929e-001	-8.905749e-001
5.475273790121396e-002	-9.628485e-001	-8.904945e-001
5.475809302175973e-002	-9.628426e-001	-8.904838e-001
5.476880326285126e-002	-9.628308e-001	-8.904624e-001
5.479022374503433e-002	-9.628075e-001	-8.904195e-001
5.479357886290164e-002	-9.628040e-001	-8.904129e-001
5.480028909863628e-002	-9.627971e-001	-8.903994e-001
5.480147340938286e-002	-9.627959e-001	-8.903971e-001
5.480384203087602e-002	-9.627935e-001	-8.903923e-001
5.480857927386235e-002	-9.627889e-001	-8.903828e-001
5.481805375983499e-002	-9.627799e-001	-8.903639e-001
5.482673251774721e-002	-9.627721e-001	-8.903465e-001
5.484409003357166e-002	-9.627584e-001	-8.903118e-001
5.487288238721118e-002	-9.627407e-001	-8.902543e-001
5.491505925507739e-002	-9.627256e-001	-8.901699e-001
5.496024722790108e-002	-9.627237e-001	-8.900795e-001
5.501875812321241e-002	-9.627407e-001	-8.899625e-001
5.509371687609330e-002	-9.627866e-001	-8.898126e-001
5.519752730942727e-002	-9.628755e-001	-8.896049e-001
5.521173542759810e-002	-9.628902e-001	-8.895766e-001
5.524015166393976e-002	-9.629223e-001	-8.895197e-001
5.529698413662307e-002	-9.629871e-001	-8.894060e-001
5.530580543696165e-002	-9.629972e-001	-8.893884e-001
5.532344803763882e-002	-9.630167e-001	-8.893531e-001
5.535873323899315e-002	-9.630534e-001	-8.892825e-001
5.539505195140855e-002	-9.630862e-001	-8.892099e-001
5.544218816949122e-002	-9.631203e-001	-8.891156e-001
5.548577037821801e-002	-9.631448e-001	-8.890284e-001
5.549666593039971e-002	-9.631493e-001	-8.890067e-001
5.551845703476310e-002	-9.631563e-001	-8.889631e-001
5.552390481085395e-002	-9.631578e-001	-8.889522e-001
5.552526675487667e-002	-9.631581e-001	-8.889495e-001
5.552799064292209e-002	-9.631587e-001	-8.889440e-001
5.553343841901294e-002	-9.631597e-001	-8.889331e-001
5.554433397119464e-002	-9.631610e-001	-8.889113e-001
5.556612507555803e-002	-9.631610e-001	-8.888677e-001
5.559235500873330e-002	-9.631576e-001	-8.888153e-001
5.559874402840283e-002	-9.631559e-001	-8.888025e-001
5.561152206774189e-002	-9.631512e-001	-8.887770e-001
5.562295893087513e-002	-9.631461e-001	-8.887541e-001
5.563502764512844e-002	-9.631395e-001	-8.887299e-001
5.565183921382418e-002	-9.631286e-001	-8.886963e-001
5.566957941800776e-002	-9.631148e-001	-8.886608e-001
5.570505982637493e-002	-9.630812e-001	-8.885899e-001
5.574612677822469e-002	-9.630345e-001	-8.885077e-001
5.579830165086069e-002	-9.629646e-001	-8.884034e-001
5.585916573571193e-002	-9.628747e-001	-8.882816e-001
5.595090142873502e-002	-9.627408e-001	-8.880982e-001
5.604331554053184e-002	-9.626246e-001	-8.879133e-001
5.614638674218487e-002	-9.625208e-001	-8.877072e-001
5.625490347380249e-002	-9.624284e-001	-8.874902e-001
5.627215617296336e-002	-9.624147e-001	-8.874557e-001
5.630666157128510e-002	-9.623876e-001	-8.873867e-001
5.631528792086554e-002	-9.623806e-001	-8.873695e-001
5.633254062002641e-002	-9.623666e-001	-8.873349e-001
5.633685379481662e-002	-9.623630e-001	-8.873263e-001
5.633793208851418e-002	-9.623621e-001	-8.873242e-001
5.634008867590928e-002	-9.623603e-001	-8.873198e-001
5.634440185069950e-002	-9.623566e-001	-8.873112e-001
5.635302820027993e-002	-9.623490e-001	-8.872939e-001
5.637028089944080e-002	-9.623325e-001	-8.872594e-001
5.640217272994900e-002	-9.622978e-001	-8.871956e-001
5.645230711217635e-002	-9.622352e-001	-8.870954e-001
5.647602695863291e-002	-9.622014e-001	-8.870479e-001
5.650913143940153e-002	-9.621497e-001	-8.869817e-001
5.651550420956344e-002	-9.621392e-001	-8.869690e-001
5.652824974988727e-002	-9.621175e-001	-8.869435e-001
5.653143613496823e-002	-9.621119e-001	-8.869371e-001
5.653780890513015e-002	-9.621007e-001	-8.869244e-001
5.655033371342037e-002	-9.620782e-001	-8.868994e-001
5.656487822822148e-002	-9.620514e-001	-8.868703e-001
5.658078180731150e-002	-9.620212e-001	-8.868384e-001
5.661258896549155e-002	-9.619586e-001	-8.867748e-001
5.665442725387015e-002	-9.618729e-001	-8.866912e-001
5.670326027989658e-002	-9.617694e-001	-8.865935e-001
5.676316685374593e-002	-9.616407e-001	-8.864737e-001
5.684667408753760e-002	-9.614702e-001	-8.863066e-001
5.695478137071963e-002	-9.612765e-001	-8.860905e-001
5.706529433099954e-002	-9.611102e-001	-8.858694e-001
5.718137629438787e-002	-9.609562e-001	-8.856372e-001
5.719954228094669e-002	-9.609331e-001	-8.856009e-001
5.723587425406433e-002	-9.608871e-001	-8.855283e-001
5.724495724734374e-002	-9.608754e-001	-8.855101e-001
5.724722799566360e-002	-9.608724e-001	-8.855056e-001
5.725176949230330e-002	-9.608665e-001	-8.854964e-001
5.726085248558271e-002	-9.608543e-001	-8.854783e-001
5.727901847214154e-002	-9.608289e-001	-8.854420e-001
5.730192134325629e-002	-9.607942e-001	-8.853962e-001
5.734772708548580e-002	-9.607192e-001	-8.853046e-001
5.735530423263983e-002	-9.607059e-001	-8.852894e-001
5.737045852694788e-002	-9.606777e-001	-8.852591e-001
5.737424710052490e-002	-9.606706e-001	-8.852515e-001
5.738182424767892e-002	-9.606559e-001	-8.852363e-001
5.739697854198698e-002	-9.606259e-001	-8.852060e-001
5.739936555647761e-002	-9.606211e-001	-8.852013e-001
5.740413958545888e-002	-9.606113e-001	-8.851917e-001
5.741368764342141e-002	-9.605915e-001	-8.851726e-001
5.742612503722384e-002	-9.605651e-001	-8.851478e-001
5.743963983567271e-002	-9.605355e-001	-8.851207e-001
5.746666943257046e-002	-9.604743e-001	-8.850667e-001
5.750597917672343e-002	-9.603817e-001	-8.849881e-001
5.755172113456970e-002	-9.602726e-001	-8.848966e-001
5.760709523143090e-002	-9.601490e-001	-8.847858e-001
5.767865510704725e-002	-9.600245e-001	-8.846427e-001
5.777409481247824e-002	-9.599302e-001	-8.844518e-001
5.787469887277672e-002	-9.599058e-001	-8.842506e-001
5.798965983186397e-002	-9.599285e-001	-8.840207e-001
5.800552389178461e-002	-9.599336e-001	-8.839890e-001
5.803725201162588e-002	-9.599444e-001	-8.839255e-001
5.804308342003699e-002	-9.599462e-001	-8.839138e-001
5.805474623685920e-002	-9.599492e-001	-8.838905e-001
5.807807187050364e-002	-9.599535e-001	-8.838438e-001
5.810997678859673e-002	-9.599565e-001	-8.837801e-001
5.811403438028917e-002	-9.599565e-001	-8.837720e-001
5.811504877821228e-002	-9.599563e-001	-8.837699e-001
5.811707757405850e-002	-9.599562e-001	-8.837658e-001
5.812113516575094e-002	-9.599557e-001	-8.837577e-001
5.812925034913581e-002	-9.599541e-001	-8.837415e-001
5.814548071590556e-002	-9.599485e-001	-8.837090e-001
5.817139276461120e-002	-9.599325e-001	-8.836572e-001
5.822214096841490e-002	-9.598799e-001	-8.835557e-001
5.829080881066273e-002	-9.597740e-001	-8.834184e-001
5.836575217918246e-002	-9.596199e-001	-8.832685e-001
5.844504559308638e-002	-9.594232e-001	-8.831099e-001
5.853415701429771e-002	-9.591770e-001	-8.829317e-001
5.860027630903027e-002	-9.589840e-001	-8.827994e-001
5.863170897962148e-002	-9.588899e-001	-8.827366e-001
5.863598796933885e-002	-9.588770e-001	-8.827280e-001
5.864454594877358e-002	-9.588510e-001	-8.827109e-001
5.865413723951500e-002	-9.588218e-001	-8.826917e-001
5.866467338742086e-002	-9.587895e-001	-8.826706e-001
5.868064215518404e-002	-9.587406e-001	-8.826387e-001
5.869743561514066e-002	-9.586889e-001	-8.826051e-001
5.872802496232492e-002	-9.585942e-001	-8.825439e-001
5.876842753432256e-002	-9.584684e-001	-8.824632e-001
5.881650261720738e-002	-9.583179e-001	-8.823670e-001
5.887459188642723e-002	-9.581358e-001	-8.822508e-001
5.895527511316803e-002	-9.578900e-001	-8.820894e-001
5.905702745894172e-002	-9.576030e-001	-8.818859e-001
5.917194622156354e-002	-9.573111e-001	-8.816561e-001
5.928280193465929e-002	-9.570507e-001	-8.814344e-001
5.930187334891681e-002	-9.570073e-001	-8.813962e-001
5.934001617743186e-002	-9.569214e-001	-8.813199e-001
5.934955188456062e-002	-9.568998e-001	-8.813009e-001
5.936862329881814e-002	-9.568560e-001	-8.812628e-001
5.940676612733319e-002	-9.567653e-001	-8.811865e-001
5.945315685138736e-002	-9.566480e-001	-8.810937e-001
5.950106591450834e-002	-9.565185e-001	-8.809979e-001
5.952251795763551e-002	-9.564574e-001	-8.809550e-001
5.952788096841730e-002	-9.564416e-001	-8.809443e-001
5.953860698998089e-002	-9.564096e-001	-8.809228e-001
5.954128849537178e-002	-9.564015e-001	-8.809174e-001
5.954665150615358e-002	-9.563852e-001	-8.809067e-001
5.955737752771716e-002	-9.563523e-001	-8.808852e-001
5.957041195857878e-002	-9.563117e-001	-8.808592e-001
5.958494738653421e-002	-9.562657e-001	-8.808301e-001
5.961289713314167e-002	-9.561752e-001	-8.807742e-001
5.965184786572432e-002	-9.560459e-001	-8.806963e-001
5.969816168205581e-002	-9.558883e-001	-8.806037e-001
5.975344692128711e-002	-9.556970e-001	-8.804931e-001
5.982753700538212e-002	-9.554445e-001	-8.803449e-001
5.993436144490835e-002	-9.551018e-001	-8.801313e-001
6.003387857827341e-002	-9.548115e-001	-8.799322e-001
6.015252786598106e-002	-9.544916e-001	-8.796949e-001
6.016860847296476e-002	-9.544499e-001	-8.796628e-001
6.020076968693217e-002	-9.543677e-001	-8.795984e-001
6.024765406838927e-002	-9.542475e-001	-8.795047e-001
6.025937516375355e-002	-9.542172e-001	-8.794813e-001
6.028281735448210e-002	-9.541549e-001	-8.794343e-001
6.032262802908336e-002	-9.540445e-001	-8.793547e-001
6.036679011014921e-002	-9.539143e-001	-8.792664e-001
6.040724304723281e-002	-9.537866e-001	-8.791855e-001
6.046906614621294e-002	-9.535809e-001	-8.790619e-001
6.047867654752340e-002	-9.535477e-001	-8.790426e-001
6.049789735014431e-002	-9.534795e-001	-8.790042e-001
6.052325444911250e-002	-9.533883e-001	-8.789535e-001
6.053872131241913e-002	-9.533321e-001	-8.789226e-001
6.054164940742120e-002	-9.533213e-001	-8.789167e-001
6.054238143117172e-002	-9.533187e-001	-8.789153e-001
6.054384547867275e-002	-9.533133e-001	-8.789123e-001
6.054677357367482e-002	-9.533025e-001	-8.789064e-001
6.055262976367896e-002	-9.532809e-001	-8.788947e-001
6.056210608363855e-002	-9.532457e-001	-8.788758e-001
6.057253242586413e-002	-9.532069e-001	-8.788549e-001
6.059338511031531e-002	-9.531286e-001	-8.788132e-001
6.062529402900990e-002	-9.530079e-001	-8.787494e-001
6.066986018161103e-002	-9.528381e-001	-8.786603e-001
6.071743566611334e-002	-9.526558e-001	-8.785651e-001
6.078027930673401e-002	-9.524159e-001	-8.784394e-001
6.086375329346877e-002	-9.521076e-001	-8.782725e-001
6.096276707814121e-002	-9.517601e-001	-8.780745e-001
6.097720314229914e-002	-9.517124e-001	-8.780456e-001
6.100607527061500e-002	-9.516217e-001	-8.779879e-001
6.106381952724671e-002	-9.514444e-001	-8.778723e-001
6.107063607772447e-002	-9.514239e-001	-8.778587e-001
6.108426917867999e-002	-9.513836e-001	-8.778315e-001
6.109699973931077e-002	-9.513461e-001	-8.778060e-001
6.110018237946847e-002	-9.513367e-001	-8.777996e-001
6.110654765978386e-002	-9.513181e-001	-8.777869e-001
6.111927822041464e-002	-9.512812e-001	-8.777614e-001
6.113513939244763e-002	-9.512352e-001	-8.777297e-001
6.115285054098221e-002	-9.511842e-001	-8.776943e-001
6.118554512821688e-002	-9.510901e-001	-8.776289e-001
6.122884220215041e-002	-9.509636e-001	-8.775423e-001
6.127874799800460e-002	-9.508100e-001	-8.774425e-001
6.133426024176363e-002	-9.506245e-001	-8.773315e-001
6.137417644250886e-002	-9.504772e-001	-8.772516e-001
6.142546510371054e-002	-9.502730e-001	-8.771490e-001
6.143641554355408e-002	-9.502273e-001	-8.771272e-001
6.145831642324115e-002	-9.501327e-001	-8.770834e-001
6.146379164316292e-002	-9.501087e-001	-8.770724e-001
6.147474208300646e-002	-9.500601e-001	-8.770505e-001
6.149664296269353e-002	-9.499619e-001	-8.770067e-001
6.150004132266117e-002	-9.499465e-001	-8.769999e-001
6.150683804259644e-002	-9.499155e-001	-8.769863e-001
6.151688341822538e-002	-9.498695e-001	-8.769662e-001
6.152678450117277e-002	-9.498239e-001	-8.769464e-001
6.154210320328000e-002	-9.497527e-001	-8.769158e-001
6.155822552677455e-002	-9.496773e-001	-8.768836e-001
6.159047017376365e-002	-9.495254e-001	-8.768191e-001
6.163289521782756e-002	-9.493244e-001	-8.767342e-001
6.168226106102298e-002	-9.490904e-001	-8.766355e-001
6.174324665064855e-002	-9.488021e-001	-8.765135e-001
6.175184418874678e-002	-9.487616e-001	-8.764963e-001
6.176903926494323e-002	-9.486817e-001	-8.764619e-001
6.180342941733612e-002	-9.485251e-001	-8.763931e-001
6.184567194453046e-002	-9.483396e-001	-8.763087e-001
6.189054260922208e-002	-9.481519e-001	-8.762189e-001
6.193446756616630e-002	-9.479793e-001	-8.761311e-001
6.202231748005474e-002	-9.476517e-001	-8.759553e-001
6.203329141772889e-002	-9.476123e-001	-8.759334e-001
6.205523929307719e-002	-9.475361e-001	-8.758895e-001
6.209913504377378e-002	-9.473854e-001	-8.758017e-001
6.210638320876299e-002	-9.473608e-001	-8.757873e-001
6.212087953874142e-002	-9.473119e-001	-8.757582e-001
6.213394744008911e-002	-9.472680e-001	-8.757321e-001
6.214762254001226e-002	-9.472221e-001	-8.757048e-001
6.214786221512268e-002	-9.472213e-001	-8.757043e-001
6.214834156534350e-002	-9.472197e-001	-8.757033e-001
6.214930026578514e-002	-9.472165e-001	-8.757014e-001
6.215121766666841e-002	-9.472101e-001	-8.756976e-001
6.215505246843496e-002	-9.471973e-001	-8.756899e-001
6.216272207196807e-002	-9.471716e-001	-8.756745e-001
6.217188858921701e-002	-9.471411e-001	-8.756562e-001
6.219022162371490e-002	-9.470798e-001	-8.756195e-001
6.221918734753960e-002	-9.469823e-001	-8.755617e-001
6.226255049992224e-002	-9.468331e-001	-8.754749e-001
6.230850041410980e-002	-9.466692e-001	-8.753830e-001
6.235400773324185e-002	-9.464998e-001	-8.752920e-001
6.240257600329233e-002	-9.463122e-001	-8.751948e-001
6.247504248797389e-002	-9.460256e-001	-8.750499e-001
6.248634337071954e-002	-9.459801e-001	-8.750273e-001
6.250894513621084e-002	-9.458880e-001	-8.749821e-001
6.254750154956597e-002	-9.457302e-001	-8.749050e-001
6.255287360102663e-002	-9.457081e-001	-8.748943e-001
6.256361770394796e-002	-9.456638e-001	-8.748727e-001
6.256630372967829e-002	-9.456526e-001	-8.748674e-001
6.257167578113895e-002	-9.456304e-001	-8.748567e-001
6.257301879400412e-002	-9.456248e-001	-8.748540e-001
6.257570481973446e-002	-9.456137e-001	-8.748486e-001
6.258107687119512e-002	-9.455914e-001	-8.748379e-001
6.258224525519812e-002	-9.455865e-001	-8.748355e-001
6.258253735119887e-002	-9.455853e-001	-8.748350e-001
6.258428992720339e-002	-9.455780e-001	-8.748314e-001
6.258662669520940e-002	-9.455683e-001	-8.748267e-001
6.259130023122143e-002	-9.455489e-001	-8.748174e-001
6.259844605856471e-002	-9.455191e-001	-8.748031e-001
6.261273771325127e-002	-9.454595e-001	-8.747745e-001
6.263443960183621e-002	-9.453686e-001	-8.747311e-001
6.266835943345522e-002	-9.452261e-001	-8.746633e-001
6.271118874424010e-002	-9.450448e-001	-8.745776e-001
6.276104228661451e-002	-9.448324e-001	-8.744779e-001
6.276883088979833e-002	-9.447991e-001	-8.744624e-001
6.278440809616596e-002	-9.447319e-001	-8.744312e-001
6.281556250890122e-002	-9.445972e-001	-8.743688e-001
6.287787133437173e-002	-9.443285e-001	-8.742443e-001
6.292749209206332e-002	-9.441178e-001	-8.741450e-001
6.297496607661886e-002	-9.439218e-001	-8.740501e-001
6.302714478348516e-002	-9.437135e-001	-8.739457e-001
6.310905650224881e-002	-9.433971e-001	-8.737819e-001
6.320235490320532e-002	-9.430445e-001	-8.735953e-001
6.328723474313816e-002	-9.427263e-001	-8.734255e-001
6.328856030795017e-002	-9.427214e-001	-8.734229e-001
6.329121143757419e-002	-9.427114e-001	-8.734176e-001
6.329651369682222e-002	-9.426913e-001	-8.734069e-001
6.330711821531830e-002	-9.426508e-001	-8.733858e-001
6.332832725231044e-002	-9.425687e-001	-8.733433e-001
6.335216372977226e-002	-9.424736e-001	-8.732957e-001
6.339983668469588e-002	-9.422771e-001	-8.732003e-001
6.342157127308423e-002	-9.421851e-001	-8.731568e-001
6.342440261306789e-002	-9.421729e-001	-8.731512e-001
6.343006529303522e-002	-9.421481e-001	-8.731399e-001
6.344139065296986e-002	-9.420983e-001	-8.731172e-001
6.345596656144409e-002	-9.420335e-001	-8.730881e-001
6.347205799525779e-002	-9.419609e-001	-8.730559e-001
6.350391326892185e-002	-9.418146e-001	-8.729922e-001
6.353825019251552e-002	-9.416546e-001	-8.729235e-001
6.354384436368972e-002	-9.416282e-001	-8.729123e-001
6.355503270603813e-002	-9.415751e-001	-8.728899e-001
6.357009928153114e-002	-9.415034e-001	-8.728598e-001
6.358989681512213e-002	-9.414091e-001	-8.728202e-001
6.361042779249125e-002	-9.413117e-001	-8.727791e-001
6.364475596843389e-002	-9.411507e-001	-8.727105e-001
6.368823940429508e-002	-9.409514e-001	-8.726235e-001
6.373984424353453e-002	-9.407228e-001	-8.725203e-001
6.380518399712983e-002	-9.404475e-001	-8.723896e-001
6.389930938724894e-002	-9.400789e-001	-8.722014e-001
6.401533802042971e-002	-9.396562e-001	-8.719693e-001
6.402864738592135e-002	-9.396105e-001	-8.719427e-001
6.405526611690461e-002	-9.395219e-001	-8.718895e-001
6.406192079965042e-002	-9.394999e-001	-8.718762e-001
6.407523016514206e-002	-9.394560e-001	-8.718495e-001
6.407855750651498e-002	-9.394450e-001	-8.718429e-001
6.408521218926079e-002	-9.394231e-001	-8.718296e-001
6.409852155475243e-002	-9.393794e-001	-8.718030e-001
6.412514028573570e-002	-9.392915e-001	-8.717497e-001
6.416063829211668e-002	-9.391727e-001	-8.716787e-001
6.420167080417696e-002	-9.390324e-001	-8.715966e-001
6.424226932776835e-002	-9.388905e-001	-8.715155e-001
6.425241895866619e-002	-9.388544e-001	-8.714952e-001
6.425495636639066e-002	-9.388453e-001	-8.714901e-001
6.426003118183958e-002	-9.388269e-001	-8.714799e-001
6.427018081273743e-002	-9.387899e-001	-8.714597e-001
6.429048007453311e-002	-9.387143e-001	-8.714190e-001
6.432243577651445e-002	-9.385909e-001	-8.713551e-001
6.435846566496933e-002	-9.384448e-001	-8.712831e-001
6.439828778204641e-002	-9.382729e-001	-8.712034e-001
6.447793201620057e-002	-9.379059e-001	-8.710442e-001
6.456632630664870e-002	-9.374793e-001	-8.708674e-001
6.457664777422285e-002	-9.374279e-001	-8.708467e-001
6.459729070937116e-002	-9.373233e-001	-8.708054e-001
6.460245144315824e-002	-9.372970e-001	-8.707951e-001
6.461277291073239e-002	-9.372444e-001	-8.707744e-001
6.463341584588070e-002	-9.371387e-001	-8.707331e-001
6.463625305950398e-002	-9.371241e-001	-8.707275e-001
6.464192748675052e-002	-9.370950e-001	-8.707162e-001
6.465327634124360e-002	-9.370366e-001	-8.706934e-001
6.466670550610168e-002	-9.369674e-001	-8.706666e-001
6.468162352391853e-002	-9.368904e-001	-8.706368e-001
6.471145955955221e-002	-9.367361e-001	-8.705771e-001
6.475158350749198e-002	-9.365283e-001	-8.704968e-001
6.479903476165107e-002	-9.362820e-001	-8.704019e-001
6.485591551228712e-002	-9.359872e-001	-8.702882e-001
6.493360676866769e-002	-9.355925e-001	-8.701328e-001
6.503964354968850e-002	-9.350795e-001	-8.699207e-001
6.515302387039912e-002	-9.345659e-001	-8.696939e-001
6.526488920145220e-002	-9.340838e-001	-8.694702e-001
6.528185163864365e-002	-9.340124e-001	-8.694363e-001
6.531577651302657e-002	-9.338706e-001	-8.693684e-001
6.532425773162230e-002	-9.338350e-001	-8.693515e-001
6.534122016881376e-002	-9.337640e-001	-8.693175e-001
6.534546077811163e-002	-9.337462e-001	-8.693091e-001
6.534652093043609e-002	-9.337417e-001	-8.693070e-001
6.534864123508502e-002	-9.337328e-001	-8.693027e-001
6.535288184438289e-002	-9.337150e-001	-8.692942e-001
6.536136306297861e-002	-9.336791e-001	-8.692773e-001
6.537832550017007e-002	-9.336070e-001	-8.692433e-001
6.538006998442543e-002	-9.335995e-001	-8.692399e-001
6.538355895293614e-002	-9.335845e-001	-8.692329e-001
6.539053688995755e-002	-9.335543e-001	-8.692189e-001
6.540201554022231e-002	-9.335041e-001	-8.691960e-001
