time	V(output)	V(vin)
9.409635071648549e-002	7.755831e-001	7.750772e-001
9.410471077154306e-002	7.756426e-001	7.751269e-001
9.412143088165820e-002	7.757596e-001	7.752265e-001
9.415487110188847e-002	7.759882e-001	7.754256e-001
9.418580324304211e-002	7.761928e-001	7.756096e-001
9.422609486504081e-002	7.764509e-001	7.758492e-001
9.423616777054049e-002	7.765137e-001	7.759091e-001
9.425631358153984e-002	7.766362e-001	7.760289e-001
9.429660520353854e-002	7.768776e-001	7.762684e-001
9.429906573423720e-002	7.768922e-001	7.762830e-001
9.430398679563451e-002	7.769209e-001	7.763122e-001
9.431382891842914e-002	7.769782e-001	7.763706e-001
9.432642086826280e-002	7.770510e-001	7.764454e-001
9.433894296650679e-002	7.771228e-001	7.765198e-001
9.435710612179529e-002	7.772260e-001	7.766277e-001
9.437644138123318e-002	7.773346e-001	7.767425e-001
9.441511190010894e-002	7.775489e-001	7.769719e-001
9.445829342523385e-002	7.777846e-001	7.772281e-001
9.451430629688119e-002	7.780865e-001	7.775602e-001
9.452262928602120e-002	7.781309e-001	7.776095e-001
9.453927526430121e-002	7.782193e-001	7.777081e-001
9.454343675887121e-002	7.782413e-001	7.777328e-001
9.455175974801122e-002	7.782854e-001	7.777821e-001
9.455384049529622e-002	7.782964e-001	7.777944e-001
9.455800198986622e-002	7.783184e-001	7.778190e-001
9.456632497900623e-002	7.783624e-001	7.778683e-001
9.456782152015449e-002	7.783703e-001	7.778772e-001
9.456828918926331e-002	7.783728e-001	7.778800e-001
9.456847625690684e-002	7.783738e-001	7.778811e-001
9.456885039219390e-002	7.783757e-001	7.778833e-001
9.456959866276803e-002	7.783797e-001	7.778878e-001
9.457109520391628e-002	7.783876e-001	7.778966e-001
9.457408828621279e-002	7.784034e-001	7.779143e-001
9.458007445080580e-002	7.784351e-001	7.779498e-001
9.459204677999182e-002	7.784986e-001	7.780207e-001
9.461227148423300e-002	7.786062e-001	7.781404e-001
9.464207158614633e-002	7.787663e-001	7.783168e-001
9.468519490488037e-002	7.790012e-001	7.785719e-001
9.473198217389532e-002	7.792630e-001	7.788485e-001
9.479205541299783e-002	7.796157e-001	7.792035e-001
9.486981153547580e-002	7.800964e-001	7.796627e-001
9.488558440587255e-002	7.801989e-001	7.797557e-001
9.491713014666604e-002	7.804130e-001	7.799419e-001
9.498022162825302e-002	7.808508e-001	7.803138e-001
9.499599449864978e-002	7.809623e-001	7.804068e-001
9.499993771624896e-002	7.809906e-001	7.804300e-001
9.500782415144733e-002	7.810471e-001	7.804765e-001
9.502359702184408e-002	7.811602e-001	7.805694e-001
9.504918126535610e-002	7.813435e-001	7.807201e-001
9.507646349975950e-002	7.815379e-001	7.808808e-001
9.513102796856629e-002	7.819214e-001	7.812020e-001
9.522110340556025e-002	7.825451e-001	7.817316e-001
9.522352197476627e-002	7.825617e-001	7.817459e-001
9.522835911317831e-002	7.825943e-001	7.817743e-001
9.523803339000239e-002	7.826595e-001	7.818311e-001
9.524045195920841e-002	7.826757e-001	7.818453e-001
9.524528909762045e-002	7.827081e-001	7.818738e-001
9.525496337444453e-002	7.827725e-001	7.819306e-001
9.527431192809269e-002	7.828997e-001	7.820442e-001
9.530050568714117e-002	7.830687e-001	7.821981e-001
9.533434726634213e-002	7.832804e-001	7.823967e-001
9.540203042474404e-002	7.836865e-001	7.827939e-001
9.550330559946738e-002	7.842674e-001	7.833875e-001
9.559465867952756e-002	7.847697e-001	7.839223e-001
9.568376268389942e-002	7.852440e-001	7.844434e-001
9.576433368773175e-002	7.856652e-001	7.849141e-001
9.579895201287665e-002	7.858445e-001	7.851163e-001
9.580760659416288e-002	7.858891e-001	7.851668e-001
9.582491575673532e-002	7.859783e-001	7.852678e-001
9.585479935066574e-002	7.861321e-001	7.854422e-001
9.585916596022794e-002	7.861546e-001	7.854676e-001
9.586789917935232e-002	7.861995e-001	7.855186e-001
9.587989783298426e-002	7.862611e-001	7.855886e-001
9.589170025488589e-002	7.863218e-001	7.856573e-001
9.590971809835132e-002	7.864143e-001	7.857624e-001
9.592873148667537e-002	7.865119e-001	7.858732e-001
9.596675826332347e-002	7.867070e-001	7.860948e-001
9.601023574608651e-002	7.869298e-001	7.863480e-001
9.606555692194554e-002	7.872133e-001	7.866700e-001
9.613167947096886e-002	7.875555e-001	7.870546e-001
9.623309800266960e-002	7.880947e-001	7.876439e-001
9.633670715402114e-002	7.886676e-001	7.882452e-001
9.645189200554497e-002	7.893239e-001	7.889128e-001
9.646473345432428e-002	7.893982e-001	7.889871e-001
9.649041635188292e-002	7.895478e-001	7.891358e-001
9.654178214700021e-002	7.898470e-001	7.894331e-001
9.654299243280748e-002	7.898540e-001	7.894401e-001
9.654541300442202e-002	7.898682e-001	7.894541e-001
9.655025414765107e-002	7.898963e-001	7.894821e-001
9.655993643410921e-002	7.899524e-001	7.895381e-001
9.657930100702546e-002	7.900640e-001	7.896501e-001
9.660687499822640e-002	7.902210e-001	7.898095e-001
9.663806982331537e-002	7.903966e-001	7.899898e-001
9.664586852958761e-002	7.904400e-001	7.900348e-001
9.666146594213210e-002	7.905257e-001	7.901250e-001
9.669266076722106e-002	7.906957e-001	7.903051e-001
9.669652275430792e-002	7.907166e-001	7.903274e-001
9.670424672848162e-002	7.907580e-001	7.903721e-001
9.671969467682903e-002	7.908404e-001	7.904612e-001
9.673749259999256e-002	7.909348e-001	7.905639e-001
9.675760712752382e-002	7.910404e-001	7.906801e-001
9.679002300997658e-002	7.912089e-001	7.908670e-001
9.683522313572023e-002	7.914410e-001	7.911277e-001
9.688495321482588e-002	7.916936e-001	7.914143e-001
9.695032060907113e-002	7.920253e-001	7.917907e-001
9.703896318482505e-002	7.924826e-001	7.923007e-001
9.713057596940422e-002	7.929716e-001	7.928272e-001
9.723218970757087e-002	7.935328e-001	7.934105e-001
9.734383358145569e-002	7.941619e-001	7.940506e-001
9.736120103391893e-002	7.942604e-001	7.941501e-001
9.739593593884541e-002	7.944567e-001	7.943490e-001
9.744260795364648e-002	7.947168e-001	7.946161e-001
9.748209833949702e-002	7.949324e-001	7.948420e-001
9.752685136088790e-002	7.951701e-001	7.950979e-001
9.761635740366965e-002	7.956325e-001	7.956092e-001
9.769871372519848e-002	7.960479e-001	7.960792e-001
9.777721677022401e-002	7.964372e-001	7.965267e-001
9.786558685357255e-002	7.968723e-001	7.970300e-001
9.795275793701558e-002	7.973003e-001	7.975259e-001
9.805437655981643e-002	7.977979e-001	7.981033e-001
9.816363142143871e-002	7.983316e-001	7.987233e-001
9.830218720439199e-002	7.990062e-001	7.995084e-001
9.847023075294058e-002	7.998216e-001	8.004587e-001
9.863941034215511e-002	8.006393e-001	8.014134e-001
9.880018071104797e-002	8.014134e-001	8.023187e-001
9.895680656432380e-002	8.021653e-001	8.031989e-001
9.897636389216040e-002	8.022590e-001	8.033087e-001
9.901547854783359e-002	8.024461e-001	8.035282e-001
9.906744797589023e-002	8.026944e-001	8.038197e-001
9.907634800086440e-002	8.027369e-001	8.038696e-001
9.909414805081274e-002	8.028219e-001	8.039694e-001
9.910785495274113e-002	8.028873e-001	8.040462e-001
9.911128167822324e-002	8.029037e-001	8.040654e-001
9.911813512918744e-002	8.029363e-001	8.041038e-001
9.913184203111583e-002	8.030017e-001	8.041806e-001
9.913436551392577e-002	8.030137e-001	8.041947e-001
9.913941247954564e-002	8.030378e-001	8.042230e-001
9.914950641078536e-002	8.030859e-001	8.042796e-001
9.916289726579662e-002	8.031497e-001	8.043545e-001
9.917760663161306e-002	8.032198e-001	8.044369e-001
9.920663633277878e-002	8.033580e-001	8.045994e-001
9.924618170645508e-002	8.035461e-001	8.048207e-001
9.929374107335993e-002	8.037734e-001	8.050866e-001
9.934960492152371e-002	8.040496e-001	8.053988e-001
9.942518159945868e-002	8.044567e-001	8.058208e-001
9.951241009184240e-002	8.049720e-001	8.063073e-001
9.952611550089756e-002	8.050597e-001	8.063837e-001
9.955352631900787e-002	8.052441e-001	8.065365e-001
9.956975265856106e-002	8.053556e-001	8.066269e-001
9.960220533766745e-002	8.055829e-001	8.068076e-001
9.960704493855371e-002	8.056173e-001	8.068346e-001
9.961672414032625e-002	8.056868e-001	8.068885e-001
9.963245314343257e-002	8.058004e-001	8.069760e-001
9.965052509186008e-002	8.059321e-001	8.070766e-001
9.967079420771069e-002	8.060811e-001	8.071894e-001
9.970934204747702e-002	8.063666e-001	8.074038e-001
9.975258779575401e-002	8.066880e-001	8.076442e-001
9.980790613329879e-002	8.070990e-001	8.079515e-001
9.981610270227305e-002	8.071596e-001	8.079970e-001
9.983249584022158e-002	8.072791e-001	8.080881e-001
9.986528211611864e-002	8.075129e-001	8.082700e-001
9.990274886855889e-002	8.077723e-001	8.084779e-001
9.993842867386459e-002	8.080095e-001	8.086758e-001
1.000097882844760e-001	8.084687e-001	8.090712e-001
1.000178815187778e-001	8.085195e-001	8.091161e-001
1.000340679873815e-001	8.086192e-001	8.092057e-001
1.000470773359282e-001	8.086988e-001	8.092777e-001
1.000607496090231e-001	8.087817e-001	8.093534e-001
1.000756679192184e-001	8.088714e-001	8.094360e-001
1.000961454146284e-001	8.089935e-001	8.095493e-001
1.001176385240762e-001	8.091201e-001	8.096682e-001
1.001598345417059e-001	8.093655e-001	8.099015e-001
1.002023292554500e-001	8.096098e-001	8.101364e-001
1.002097153494338e-001	8.096519e-001	8.101772e-001
1.002244875374015e-001	8.097356e-001	8.102588e-001
1.002281805843935e-001	8.097565e-001	8.102792e-001
1.002355666783773e-001	8.097984e-001	8.103200e-001
1.002503388663450e-001	8.098821e-001	8.104016e-001
1.002638251161544e-001	8.099588e-001	8.104760e-001
1.002779884599434e-001	8.100398e-001	8.105542e-001
1.002971819997865e-001	8.101501e-001	8.106601e-001
1.003176585204813e-001	8.102687e-001	8.107731e-001
1.003476695603708e-001	8.104439e-001	8.109387e-001
1.003810963852763e-001	8.106412e-001	8.111230e-001
1.004376003427191e-001	8.109790e-001	8.114343e-001
1.004964892155676e-001	8.113369e-001	8.117586e-001
1.005833959070020e-001	8.118782e-001	8.122366e-001
1.006758231044505e-001	8.124687e-001	8.127444e-001
1.007620411960750e-001	8.130252e-001	8.132176e-001
1.008451084325895e-001	8.135541e-001	8.136730e-001
1.008929348119569e-001	8.138515e-001	8.139349e-001
1.009005021818619e-001	8.138976e-001	8.139763e-001
1.009156369216717e-001	8.139887e-001	8.140592e-001
1.009194206066242e-001	8.140114e-001	8.140799e-001
1.009269879765292e-001	8.140565e-001	8.141213e-001
1.009421227163390e-001	8.141458e-001	8.142042e-001
1.009723921959588e-001	8.143215e-001	8.143697e-001
1.010049599623398e-001	8.145055e-001	8.145478e-001
1.010480802993700e-001	8.147409e-001	8.147835e-001
1.010919765193431e-001	8.149706e-001	8.150233e-001
1.011797689592895e-001	8.154101e-001	8.155025e-001
1.012687160084060e-001	8.158402e-001	8.159873e-001
1.013497990682331e-001	8.162236e-001	8.164289e-001
1.014104250412253e-001	8.165081e-001	8.167587e-001
1.014191208016323e-001	8.165488e-001	8.168060e-001
1.014365123224463e-001	8.166302e-001	8.169005e-001
1.014499539307502e-001	8.166931e-001	8.169736e-001
1.014533143328262e-001	8.167088e-001	8.169919e-001
1.014541544333452e-001	8.167127e-001	8.169964e-001
1.014558346343832e-001	8.167205e-001	8.170055e-001
1.014591950364591e-001	8.167363e-001	8.170238e-001
1.014659158406111e-001	8.167677e-001	8.170604e-001
1.014752194011804e-001	8.168112e-001	8.171109e-001
1.014893883771783e-001	8.168774e-001	8.171878e-001
1.015043778487110e-001	8.169475e-001	8.172693e-001
1.015343567917764e-001	8.170874e-001	8.174320e-001
1.015766097444989e-001	8.172846e-001	8.176614e-001
1.016244054339765e-001	8.175089e-001	8.179206e-001
1.016835222865219e-001	8.177935e-001	8.182411e-001
1.017622721956238e-001	8.181944e-001	8.186675e-001
1.018664374097906e-001	8.187621e-001	8.192309e-001
1.019822652447121e-001	8.194279e-001	8.198564e-001
1.020935774841895e-001	8.200837e-001	8.204566e-001
1.021140835402211e-001	8.202047e-001	8.205671e-001
1.021550956522841e-001	8.204436e-001	8.207880e-001
1.022064108085961e-001	8.207359e-001	8.210642e-001
1.022477237352899e-001	8.209640e-001	8.212864e-001
1.022943362440834e-001	8.212115e-001	8.215369e-001
1.023875612616704e-001	8.216868e-001	8.220375e-001
1.024745247195860e-001	8.221142e-001	8.225040e-001
1.025539915290261e-001	8.224925e-001	8.229297e-001
1.026407982025208e-001	8.228978e-001	8.233943e-001
1.027287921701813e-001	8.233043e-001	8.238646e-001
1.028325690855787e-001	8.237814e-001	8.244185e-001
1.028460542764753e-001	8.238434e-001	8.244905e-001
1.028730246582685e-001	8.239671e-001	8.246343e-001
1.028797672537168e-001	8.239980e-001	8.246703e-001
1.028932524446135e-001	8.240598e-001	8.247421e-001
1.029170167991891e-001	8.241687e-001	8.248688e-001
1.029206040600357e-001	8.241851e-001	8.248879e-001
1.029277785817290e-001	8.242180e-001	8.249261e-001
1.029421276251155e-001	8.242837e-001	8.250026e-001
1.029584887382629e-001	8.243586e-001	8.250897e-001
1.029767935522798e-001	8.244423e-001	8.251871e-001
1.030134031803136e-001	8.246097e-001	8.253820e-001
1.030562526390134e-001	8.248054e-001	8.256099e-001
1.031095325766171e-001	8.250486e-001	8.258932e-001
1.031173823615768e-001	8.250844e-001	8.259349e-001
1.031330819314962e-001	8.251560e-001	8.260183e-001
1.031370068239760e-001	8.251739e-001	8.260391e-001
1.031448566089357e-001	8.252097e-001	8.260808e-001
1.031468190551756e-001	8.252186e-001	8.260912e-001
1.031507439476555e-001	8.252366e-001	8.261121e-001
1.031585937326152e-001	8.252724e-001	8.261538e-001
1.031600448038542e-001	8.252791e-001	8.261614e-001
1.031629469463323e-001	8.252923e-001	8.261769e-001
1.031687512312885e-001	8.253189e-001	8.262077e-001
1.031791293701904e-001	8.253667e-001	8.262628e-001
1.031897690436196e-001	8.254158e-001	8.263193e-001
1.032110483904780e-001	8.255152e-001	8.264322e-001
1.032443974534550e-001	8.256737e-001	8.266091e-001
1.032900647173184e-001	8.258961e-001	8.268513e-001
1.033390612427472e-001	8.261419e-001	8.271109e-001
1.034032339874110e-001	8.264762e-001	8.274507e-001
1.034893042665138e-001	8.269452e-001	8.279060e-001
1.035743708755001e-001	8.274280e-001	8.283553e-001
1.035902973165302e-001	8.275211e-001	8.284394e-001
1.036221501985904e-001	8.277095e-001	8.286075e-001
1.036630095337050e-001	8.279501e-001	8.288230e-001
1.037021955195737e-001	8.281783e-001	8.290296e-001
1.037458692925290e-001	8.284297e-001	8.292598e-001
1.037567877357678e-001	8.284918e-001	8.293172e-001
1.037786246222454e-001	8.286146e-001	8.294322e-001
1.038222983952007e-001	8.288578e-001	8.296621e-001
1.038330415960895e-001	8.289171e-001	8.297186e-001
1.038357273963117e-001	8.289319e-001	8.297327e-001
1.038410989967562e-001	8.289612e-001	8.297610e-001
1.038518421976450e-001	8.290195e-001	8.298175e-001
1.038733285994227e-001	8.291348e-001	8.299305e-001
1.039018200453411e-001	8.292847e-001	8.300803e-001
1.039341054629345e-001	8.294495e-001	8.302499e-001
1.039986762981213e-001	8.297669e-001	8.305889e-001
1.040877661516352e-001	8.301887e-001	8.310562e-001
1.041824423533068e-001	8.306230e-001	8.315522e-001
1.042695410117856e-001	8.310153e-001	8.320079e-001
1.043533286164437e-001	8.313900e-001	8.324457e-001
1.044426932329364e-001	8.317884e-001	8.329121e-001
1.045446132933510e-001	8.322419e-001	8.334433e-001
1.046606259881064e-001	8.327568e-001	8.340470e-001
1.048038930804537e-001	8.333911e-001	8.347912e-001
1.048918359653647e-001	8.337797e-001	8.352472e-001
1.049036079222800e-001	8.338316e-001	8.353083e-001
1.049271518361105e-001	8.339354e-001	8.354302e-001
1.049742396637716e-001	8.341428e-001	8.356740e-001
1.049950290732544e-001	8.342344e-001	8.357816e-001
1.050002264256251e-001	8.342572e-001	8.358085e-001
1.050106211303665e-001	8.343030e-001	8.358623e-001
1.050244232676356e-001	8.343637e-001	8.359337e-001
1.050420009555837e-001	8.344410e-001	8.360246e-001
1.050614280681103e-001	8.345264e-001	8.361251e-001
1.050982087378497e-001	8.346879e-001	8.363152e-001
1.051409739400033e-001	8.348757e-001	8.365361e-001
1.051944449954943e-001	8.351107e-001	8.368121e-001
1.052179870496940e-001	8.352144e-001	8.369336e-001
1.052224980741724e-001	8.352344e-001	8.369568e-001
1.052315201231293e-001	8.352748e-001	8.370034e-001
1.052461090369770e-001	8.353404e-001	8.370786e-001
1.052637229666080e-001	8.354208e-001	8.371694e-001
1.052835569228571e-001	8.355131e-001	8.372716e-001
1.053176053260131e-001	8.356758e-001	8.374470e-001
1.053617535624656e-001	8.358945e-001	8.376744e-001
1.054128264627362e-001	8.361592e-001	8.379372e-001
1.054772279863204e-001	8.365149e-001	8.382683e-001
1.055681080509105e-001	8.370476e-001	8.387350e-001
1.055862251410258e-001	8.371596e-001	8.388280e-001
1.056224593212564e-001	8.373922e-001	8.390138e-001
1.056718817728911e-001	8.377144e-001	8.392672e-001
1.056842373857998e-001	8.377960e-001	8.393305e-001
1.056873262890270e-001	8.378166e-001	8.393463e-001
1.056935040954813e-001	8.378577e-001	8.393779e-001
1.057058597083900e-001	8.379397e-001	8.394412e-001
1.057305709342073e-001	8.381033e-001	8.395678e-001
1.057594818964678e-001	8.382928e-001	8.397158e-001
1.057948967472061e-001	8.385203e-001	8.398970e-001
1.058657264486825e-001	8.389667e-001	8.402591e-001
1.058740216488819e-001	8.390179e-001	8.403015e-001
1.058906120492807e-001	8.391190e-001	8.403863e-001
1.058947596493804e-001	8.391441e-001	8.404074e-001
1.059030548495798e-001	8.391940e-001	8.404498e-001
1.059051286496297e-001	8.392065e-001	8.404604e-001
1.059092762497294e-001	8.392313e-001	8.404816e-001
1.059175714499288e-001	8.392805e-001	8.405240e-001
1.059341618503276e-001	8.393779e-001	8.406087e-001
1.059607577596489e-001	8.395306e-001	8.407444e-001
1.059895245554565e-001	8.396904e-001	8.408912e-001
1.060388055239476e-001	8.399506e-001	8.411424e-001
1.061270739196872e-001	8.403904e-001	8.415921e-001
1.062183557113282e-001	8.408214e-001	8.420564e-001
1.062839892478244e-001	8.411194e-001	8.423899e-001
1.063176685691871e-001	8.412693e-001	8.425609e-001
1.063240772705700e-001	8.412976e-001	8.425934e-001
1.063368946733360e-001	8.413539e-001	8.426585e-001
1.063400990240275e-001	8.413680e-001	8.426747e-001
1.063465077254105e-001	8.413960e-001	8.427073e-001
1.063593251281765e-001	8.414521e-001	8.427723e-001
1.063748649171221e-001	8.415200e-001	8.428511e-001
1.063923505394697e-001	8.415961e-001	8.429398e-001
1.064231832858354e-001	8.417301e-001	8.430961e-001
1.064663624799276e-001	8.419174e-001	8.433149e-001
1.065146289034514e-001	8.421276e-001	8.435593e-001
1.065755933360317e-001	8.423997e-001	8.438677e-001
1.066573356711672e-001	8.427776e-001	8.442808e-001
1.066734260615782e-001	8.428553e-001	8.443621e-001
1.067056068424002e-001	8.430167e-001	8.445245e-001
1.067512002072560e-001	8.432499e-001	8.447546e-001
1.067587193918225e-001	8.432890e-001	8.447925e-001
1.067737577609554e-001	8.433684e-001	8.448683e-001
1.067866115930270e-001	8.434367e-001	8.449331e-001
1.067898250510449e-001	8.434538e-001	8.449493e-001
1.067962519670807e-001	8.434882e-001	8.449817e-001
1.068067556186378e-001	8.435447e-001	8.450347e-001
1.068172139229281e-001	8.436010e-001	8.450873e-001
1.068302424831440e-001	8.436717e-001	8.451530e-001
1.068488318334700e-001	8.437729e-001	8.452466e-001
1.068671744629710e-001	8.438734e-001	8.453390e-001
1.069038597219731e-001	8.440754e-001	8.455237e-001
1.069471332395842e-001	8.443144e-001	8.457413e-001
1.070010599232547e-001	8.446123e-001	8.460124e-001
1.070091289776320e-001	8.446568e-001	8.460530e-001
1.070252670863865e-001	8.447456e-001	8.461341e-001
1.070575433038956e-001	8.449233e-001	8.462961e-001
1.070994492978285e-001	8.451551e-001	8.465065e-001
1.071438921332490e-001	8.454039e-001	8.467294e-001
1.071865416925547e-001	8.456483e-001	8.469432e-001
1.072718408111660e-001	8.461505e-001	8.473703e-001
1.073561055588845e-001	8.466572e-001	8.477918e-001
1.074361478967782e-001	8.471441e-001	8.481916e-001
1.074471598749209e-001	8.472111e-001	8.482466e-001
1.074691838312063e-001	8.473450e-001	8.483565e-001
1.074698720798402e-001	8.473492e-001	8.483599e-001
1.074712485771080e-001	8.473575e-001	8.483668e-001
1.074740015716437e-001	8.473741e-001	8.483805e-001
1.074795075607151e-001	8.474073e-001	8.484080e-001
1.074905195388577e-001	8.474733e-001	8.484629e-001
1.075108747601695e-001	8.475933e-001	8.485644e-001
1.075454820386126e-001	8.477915e-001	8.487370e-001
1.075799294808045e-001	8.479810e-001	8.489086e-001
1.076216601660860e-001	8.481975e-001	8.491164e-001
1.077051215366490e-001	8.486035e-001	8.495317e-001
1.077891890983814e-001	8.489887e-001	8.499494e-001
1.078684316726552e-001	8.493357e-001	8.503426e-001
1.079257429498735e-001	8.495817e-001	8.506267e-001
1.079342204809271e-001	8.496179e-001	8.506687e-001
1.079511755430343e-001	8.496902e-001	8.507527e-001
1.079643927320899e-001	8.497466e-001	8.508182e-001
1.079779708950524e-001	8.498044e-001	8.508855e-001
1.079942337903928e-001	8.498737e-001	8.509659e-001
1.080148574035541e-001	8.499615e-001	8.510680e-001
1.080401323087828e-001	8.500691e-001	8.511931e-001
1.080751117133213e-001	8.502178e-001	8.513660e-001
1.081221290866158e-001	8.504180e-001	8.515984e-001
1.081745960739750e-001	8.506445e-001	8.518575e-001
1.082466473760858e-001	8.509689e-001	8.522130e-001
1.083467648516916e-001	8.514494e-001	8.527063e-001
1.084502323773890e-001	8.519775e-001	8.532153e-001
1.085646971733586e-001	8.525832e-001	8.537775e-001
1.085773852866691e-001	8.526512e-001	8.538398e-001
1.086027615132900e-001	8.527875e-001	8.539642e-001
1.086535139665319e-001	8.530575e-001	8.542130e-001
1.087253169824280e-001	8.534318e-001	8.545647e-001
1.087780625263606e-001	8.536979e-001	8.548227e-001
1.088278482522934e-001	8.539395e-001	8.550661e-001
1.088840192147771e-001	8.542019e-001	8.553405e-001
1.089631804514258e-001	8.545585e-001	8.557268e-001
1.090579683233901e-001	8.549725e-001	8.561887e-001
1.091435040023200e-001	8.553375e-001	8.566049e-001
1.092311550273860e-001	8.557066e-001	8.570309e-001
1.093238197503774e-001	8.560946e-001	8.574805e-001
1.094379570215303e-001	8.565711e-001	8.580335e-001
1.095674513861559e-001	8.571101e-001	8.586597e-001
1.097393370337463e-001	8.578235e-001	8.594888e-001
1.098977376770589e-001	8.584786e-001	8.602510e-001
1.100618002743713e-001	8.591548e-001	8.610384e-001
1.102141584309857e-001	8.597810e-001	8.617677e-001
1.102342225141262e-001	8.598633e-001	8.618636e-001
1.102743506804072e-001	8.600277e-001	8.620554e-001
1.103181606040861e-001	8.602071e-001	8.622646e-001
1.103275472428793e-001	8.602455e-001	8.623093e-001
1.103463205204659e-001	8.603222e-001	8.623989e-001
1.103510138398625e-001	8.603414e-001	8.624213e-001
1.103604004786558e-001	8.603798e-001	8.624661e-001
1.103627471383541e-001	8.603894e-001	8.624773e-001
1.103674404577508e-001	8.604086e-001	8.624997e-001
1.103768270965441e-001	8.604469e-001	8.625445e-001
1.103791737562424e-001	8.604565e-001	8.625556e-001
1.103838670756390e-001	8.604757e-001	8.625780e-001
1.103932537144323e-001	8.605140e-001	8.626228e-001
1.104065733042369e-001	8.605685e-001	8.626863e-001
1.104208571336651e-001	8.606268e-001	8.627543e-001
1.104494247925215e-001	8.607433e-001	8.628905e-001
1.104907456046799e-001	8.609118e-001	8.630872e-001
1.105377758139065e-001	8.611034e-001	8.633110e-001
1.105953711102698e-001	8.613379e-001	8.635848e-001
1.106048059925264e-001	8.613764e-001	8.636296e-001
1.106236757570396e-001	8.614537e-001	8.637193e-001
1.106498605792713e-001	8.615615e-001	8.638436e-001
1.106547394439001e-001	8.615818e-001	8.638668e-001
1.106644971731577e-001	8.616226e-001	8.639131e-001
1.106669366054721e-001	8.616329e-001	8.639247e-001
1.106675464635507e-001	8.616354e-001	8.639276e-001
1.106687661797079e-001	8.616406e-001	8.639334e-001
1.106712056120223e-001	8.616508e-001	8.639449e-001
1.106760844766511e-001	8.616714e-001	8.639681e-001
1.106835625715676e-001	8.617033e-001	8.640036e-001
1.106976785228460e-001	8.617638e-001	8.640706e-001
1.107197439230833e-001	8.618600e-001	8.641753e-001
1.107541963217325e-001	8.620135e-001	8.643386e-001
1.107980374024266e-001	8.622142e-001	8.645463e-001
1.108484231480213e-001	8.624525e-001	8.647848e-001
1.109115994763795e-001	8.627657e-001	8.650837e-001
1.110004385110027e-001	8.632267e-001	8.655034e-001
1.110117494637412e-001	8.632879e-001	8.655568e-001
1.110343713692182e-001	8.634138e-001	8.656635e-001
1.110400268455875e-001	8.634456e-001	8.656902e-001
1.110513377983260e-001	8.635095e-001	8.657436e-001
1.110541655365106e-001	8.635256e-001	8.657569e-001
1.110598210128799e-001	8.635578e-001	8.657836e-001
1.110711319656184e-001	8.636222e-001	8.658369e-001
1.110827543862216e-001	8.636886e-001	8.658918e-001
1.110967317321637e-001	8.637683e-001	8.659576e-001
1.111106157909063e-001	8.638474e-001	8.660231e-001
1.111244199969743e-001	8.639260e-001	8.660881e-001
1.111401248659330e-001	8.640150e-001	8.661621e-001
1.111559510649001e-001	8.641044e-001	8.662366e-001
1.111779581088249e-001	8.642280e-001	8.663402e-001
1.112015155583939e-001	8.643590e-001	8.664511e-001
1.112486304575320e-001	8.646184e-001	8.666727e-001
1.112926335676552e-001	8.648586e-001	8.668795e-001
1.113009314025446e-001	8.649036e-001	8.669185e-001
1.113175270723234e-001	8.649940e-001	8.669965e-001
1.113507184118809e-001	8.651769e-001	8.671523e-001
1.114171010909961e-001	8.655521e-001	8.674638e-001
1.114819656010715e-001	8.659309e-001	8.677677e-001
1.115338908525651e-001	8.662446e-001	8.680108e-001
1.115882426223960e-001	8.665814e-001	8.682651e-001
1.116676543473656e-001	8.670805e-001	8.686361e-001
1.116793603667345e-001	8.671545e-001	8.686908e-001
1.117027724054723e-001	8.673025e-001	8.688000e-001
1.117495964829478e-001	8.675977e-001	8.690185e-001
1.117613025023167e-001	8.676712e-001	8.690731e-001
1.117642290071589e-001	8.676895e-001	8.690867e-001
1.117700820168434e-001	8.677261e-001	8.691140e-001
1.117715452692645e-001	8.677352e-001	8.691208e-001
1.117744717741067e-001	8.677534e-001	8.691345e-001
1.117803247837911e-001	8.677899e-001	8.691617e-001
1.117920308031600e-001	8.678623e-001	8.692163e-001
1.117946033704339e-001	8.678781e-001	8.692283e-001
1.117997485049818e-001	8.679096e-001	8.692523e-001
1.118100387740774e-001	8.679719e-001	8.693002e-001
1.118306193122687e-001	8.680942e-001	8.693961e-001
1.118544101372479e-001	8.682308e-001	8.695068e-001
1.118984138023691e-001	8.684702e-001	8.697116e-001
1.119661610211142e-001	8.688135e-001	8.700266e-001
1.120429455642399e-001	8.691730e-001	8.703831e-001
1.121219854265284e-001	8.695175e-001	8.707497e-001
1.122032175856411e-001	8.698545e-001	8.711259e-001
1.122898879907947e-001	8.702052e-001	8.715267e-001
1.123241792104891e-001	8.703429e-001	8.716851e-001
1.123327520154128e-001	8.703772e-001	8.717247e-001
1.123498976252600e-001	8.704459e-001	8.718039e-001
1.123541840277218e-001	8.704631e-001	8.718237e-001
1.123627568326454e-001	8.704974e-001	8.718632e-001
1.123799024424927e-001	8.705660e-001	8.719424e-001
1.123963769518772e-001	8.706319e-001	8.720184e-001
1.124128384475321e-001	8.706977e-001	8.720943e-001
1.124354067992373e-001	8.707880e-001	8.721984e-001
1.124595925497255e-001	8.708845e-001	8.723099e-001
1.125079640507019e-001	8.710776e-001	8.725327e-001
