time	V(output)	V(vin)
4.196289731893809e-001	-7.151461e-001	-7.265704e-001
4.197098072367227e-001	-7.156567e-001	-7.270936e-001
4.198061583507037e-001	-7.162671e-001	-7.277168e-001
4.198702489468693e-001	-7.166747e-001	-7.281310e-001
4.198789639523308e-001	-7.167303e-001	-7.281873e-001
4.198963939632538e-001	-7.168418e-001	-7.282999e-001
4.199312539850998e-001	-7.170647e-001	-7.285249e-001
4.199360653979165e-001	-7.170956e-001	-7.285560e-001
4.199456882235498e-001	-7.171572e-001	-7.286181e-001
4.199480939299581e-001	-7.171726e-001	-7.286336e-001
4.199529053427747e-001	-7.172034e-001	-7.286647e-001
4.199625281684081e-001	-7.172651e-001	-7.287268e-001
4.199639189534297e-001	-7.172741e-001	-7.287358e-001
4.199667005234728e-001	-7.172919e-001	-7.287537e-001
4.199722636635591e-001	-7.173276e-001	-7.287896e-001
4.199814798936991e-001	-7.173867e-001	-7.288491e-001
4.199910734755419e-001	-7.174482e-001	-7.289110e-001
4.200102606392275e-001	-7.175714e-001	-7.290348e-001
4.200402526471626e-001	-7.177639e-001	-7.292283e-001
4.200831708936009e-001	-7.180395e-001	-7.295050e-001
4.201289586560371e-001	-7.183335e-001	-7.298001e-001
4.201365088995043e-001	-7.183819e-001	-7.298487e-001
4.201383964603711e-001	-7.183941e-001	-7.298609e-001
4.201421715821047e-001	-7.184183e-001	-7.298852e-001
4.201497218255719e-001	-7.184668e-001	-7.299339e-001
4.201648223125064e-001	-7.185635e-001	-7.300311e-001
4.201911124663797e-001	-7.187317e-001	-7.302005e-001
4.202186770779866e-001	-7.189077e-001	-7.303779e-001
4.202251058123494e-001	-7.189486e-001	-7.304193e-001
4.202379632810750e-001	-7.190304e-001	-7.305021e-001
4.202636782185262e-001	-7.191938e-001	-7.306675e-001
4.202674459168759e-001	-7.192177e-001	-7.306918e-001
4.202749813135752e-001	-7.192655e-001	-7.307402e-001
4.202900521069739e-001	-7.193611e-001	-7.308372e-001
4.203074071489132e-001	-7.194711e-001	-7.309489e-001
4.203272181456325e-001	-7.195966e-001	-7.310763e-001
4.203597604818536e-001	-7.198029e-001	-7.312855e-001
4.204047965953623e-001	-7.200885e-001	-7.315750e-001
4.204102794281771e-001	-7.201234e-001	-7.316102e-001
4.204212450938066e-001	-7.201930e-001	-7.316806e-001
4.204387838492519e-001	-7.203044e-001	-7.317933e-001
4.204583135013565e-001	-7.204285e-001	-7.319187e-001
4.204802458817744e-001	-7.205681e-001	-7.320595e-001
4.205225559628805e-001	-7.208384e-001	-7.323312e-001
4.205658210470930e-001	-7.211177e-001	-7.326087e-001
4.206252162598868e-001	-7.215092e-001	-7.329897e-001
4.206942526584487e-001	-7.219736e-001	-7.334321e-001
4.206960299025107e-001	-7.219858e-001	-7.334435e-001
4.206995843906347e-001	-7.220105e-001	-7.334663e-001
4.207066933668827e-001	-7.220602e-001	-7.335118e-001
4.207209113193787e-001	-7.221605e-001	-7.336029e-001
4.207493472243707e-001	-7.223641e-001	-7.337850e-001
4.207787580799661e-001	-7.225786e-001	-7.339733e-001
4.208194129372304e-001	-7.228827e-001	-7.342334e-001
4.209007226517590e-001	-7.235027e-001	-7.347535e-001
4.209124657140903e-001	-7.235935e-001	-7.348285e-001
4.209359518387530e-001	-7.237771e-001	-7.349787e-001
4.209418233699186e-001	-7.238230e-001	-7.350162e-001
4.209535664322500e-001	-7.239151e-001	-7.350912e-001
4.209770525569127e-001	-7.240991e-001	-7.352413e-001
4.210086049570435e-001	-7.243456e-001	-7.354428e-001
4.210250973241669e-001	-7.244739e-001	-7.355481e-001
4.210292204159478e-001	-7.245058e-001	-7.355744e-001
4.210374665995095e-001	-7.245695e-001	-7.356271e-001
4.210482552595442e-001	-7.246526e-001	-7.356960e-001
4.210587416908874e-001	-7.247331e-001	-7.357629e-001
4.210744767226829e-001	-7.248533e-001	-7.358633e-001
4.210911104575053e-001	-7.249792e-001	-7.359695e-001
4.211243779271498e-001	-7.252271e-001	-7.361817e-001
4.211661188052595e-001	-7.255306e-001	-7.364479e-001
4.212072593085375e-001	-7.258205e-001	-7.367101e-001
4.212556133863631e-001	-7.261485e-001	-7.370182e-001
4.213449487353975e-001	-7.267342e-001	-7.375870e-001
4.214305100308514e-001	-7.272817e-001	-7.381313e-001
4.215097288885186e-001	-7.277829e-001	-7.386348e-001
4.215956253450264e-001	-7.283255e-001	-7.391803e-001
4.216293557377986e-001	-7.285389e-001	-7.393944e-001
4.216377883359916e-001	-7.285923e-001	-7.394479e-001
4.216546535323777e-001	-7.286991e-001	-7.395549e-001
4.216667084831857e-001	-7.287756e-001	-7.396314e-001
4.216697222208877e-001	-7.287946e-001	-7.396505e-001
4.216757496962917e-001	-7.288328e-001	-7.396887e-001
4.216845275229476e-001	-7.288885e-001	-7.397444e-001
4.216858886789830e-001	-7.288971e-001	-7.397530e-001
4.216886109910538e-001	-7.289144e-001	-7.397703e-001
4.216940556151953e-001	-7.289489e-001	-7.398048e-001
4.217031114495179e-001	-7.290063e-001	-7.398622e-001
4.217125501144913e-001	-7.290661e-001	-7.399220e-001
4.217314274444381e-001	-7.291858e-001	-7.400417e-001
4.217604320177052e-001	-7.293695e-001	-7.402256e-001
4.218033697959929e-001	-7.296412e-001	-7.404976e-001
4.218245312086812e-001	-7.297749e-001	-7.406316e-001
4.218251925028277e-001	-7.297791e-001	-7.406358e-001
4.218265150911207e-001	-7.297874e-001	-7.406442e-001
4.218291602677067e-001	-7.298040e-001	-7.406609e-001
4.218344506208788e-001	-7.298374e-001	-7.406944e-001
4.218448178841846e-001	-7.299026e-001	-7.407601e-001
4.218577180192505e-001	-7.299837e-001	-7.408417e-001
4.218740217255641e-001	-7.300859e-001	-7.409449e-001
4.219066291381912e-001	-7.302898e-001	-7.411513e-001
4.219486737590056e-001	-7.305517e-001	-7.414172e-001
4.219981886787268e-001	-7.308595e-001	-7.417303e-001
4.220574111994504e-001	-7.312297e-001	-7.421046e-001
4.221397585206262e-001	-7.317564e-001	-7.426246e-001
4.222383544334868e-001	-7.324122e-001	-7.432466e-001
4.223338261618666e-001	-7.330697e-001	-7.438482e-001
4.223472351729143e-001	-7.331641e-001	-7.439327e-001
4.223740531950097e-001	-7.333552e-001	-7.441016e-001
4.223807577005336e-001	-7.334030e-001	-7.441438e-001
4.223941667115813e-001	-7.334991e-001	-7.442282e-001
4.224209847336767e-001	-7.336915e-001	-7.443970e-001
4.224746207778675e-001	-7.340764e-001	-7.447345e-001
4.224837987032298e-001	-7.341423e-001	-7.447922e-001
4.225021545539544e-001	-7.342734e-001	-7.449076e-001
4.225388662554037e-001	-7.345328e-001	-7.451384e-001
4.225866151796758e-001	-7.348640e-001	-7.454385e-001
4.226308140155256e-001	-7.351630e-001	-7.457160e-001
4.226773781595543e-001	-7.354702e-001	-7.460084e-001
4.227157643762025e-001	-7.357188e-001	-7.462493e-001
4.227253609303646e-001	-7.357801e-001	-7.463095e-001
4.227445540386887e-001	-7.359016e-001	-7.464299e-001
4.227700891924510e-001	-7.360623e-001	-7.465900e-001
4.227851781707301e-001	-7.361568e-001	-7.466846e-001
4.227885371037796e-001	-7.361778e-001	-7.467057e-001
4.227952549698786e-001	-7.362196e-001	-7.467477e-001
4.228067714406798e-001	-7.362911e-001	-7.468199e-001
4.228203697411486e-001	-7.363753e-001	-7.469051e-001
4.228354531480999e-001	-7.364684e-001	-7.469997e-001
4.228656199620025e-001	-7.366539e-001	-7.471887e-001
4.229053814018350e-001	-7.368976e-001	-7.474377e-001
4.229527552407367e-001	-7.371871e-001	-7.477342e-001
4.230097301731821e-001	-7.375349e-001	-7.480907e-001
4.230887805987528e-001	-7.380175e-001	-7.485849e-001
4.231621065052407e-001	-7.384661e-001	-7.490429e-001
4.231965303781601e-001	-7.386774e-001	-7.492578e-001
4.232051363463900e-001	-7.387303e-001	-7.493115e-001
4.232223482828497e-001	-7.388364e-001	-7.494189e-001
4.232512676036027e-001	-7.390149e-001	-7.495993e-001
4.232669427671077e-001	-7.391117e-001	-7.496971e-001
4.232818295777346e-001	-7.392038e-001	-7.497900e-001
4.232972096512864e-001	-7.392991e-001	-7.498859e-001
4.233161373710664e-001	-7.394164e-001	-7.500039e-001
4.233366819180206e-001	-7.395439e-001	-7.501320e-001
4.233777710119290e-001	-7.397990e-001	-7.503880e-001
4.234193839647100e-001	-7.400576e-001	-7.506471e-001
4.234784034339902e-001	-7.404245e-001	-7.510145e-001
4.235471741003172e-001	-7.408513e-001	-7.514424e-001
4.236098548038791e-001	-7.412394e-001	-7.518320e-001
4.236512150519353e-001	-7.414950e-001	-7.520890e-001
4.237088548567277e-001	-7.418507e-001	-7.524469e-001
4.237970526509872e-001	-7.423952e-001	-7.529941e-001
4.238873727409601e-001	-7.429531e-001	-7.535540e-001
4.238994619633149e-001	-7.430278e-001	-7.536289e-001
4.239236404080244e-001	-7.431774e-001	-7.537786e-001
4.239719972974436e-001	-7.434764e-001	-7.540781e-001
4.239777146731629e-001	-7.435117e-001	-7.541134e-001
4.239891494246016e-001	-7.435824e-001	-7.541842e-001
4.239906197380966e-001	-7.435915e-001	-7.541933e-001
4.239935603650866e-001	-7.436097e-001	-7.542115e-001
4.239994416190666e-001	-7.436460e-001	-7.542479e-001
4.240112041270265e-001	-7.437187e-001	-7.543207e-001
4.240219818599209e-001	-7.437853e-001	-7.543874e-001
4.240394192627316e-001	-7.438928e-001	-7.544953e-001
4.240576477737768e-001	-7.440050e-001	-7.546080e-001
4.240917292329869e-001	-7.442141e-001	-7.548187e-001
4.241367154064309e-001	-7.444887e-001	-7.550968e-001
4.241882643172262e-001	-7.448019e-001	-7.554152e-001
4.242539528151266e-001	-7.452011e-001	-7.558208e-001
4.243111732855664e-001	-7.455508e-001	-7.561737e-001
4.243202973496452e-001	-7.456072e-001	-7.562300e-001
4.243385454778029e-001	-7.457213e-001	-7.563425e-001
4.243647459250092e-001	-7.458864e-001	-7.565041e-001
4.243799146796137e-001	-7.459828e-001	-7.565975e-001
4.243823924914371e-001	-7.459986e-001	-7.566128e-001
4.243873481150840e-001	-7.460304e-001	-7.566434e-001
4.243972593623778e-001	-7.460941e-001	-7.567044e-001
4.244093639841678e-001	-7.461724e-001	-7.567790e-001
4.244227406727962e-001	-7.462593e-001	-7.568614e-001
4.244494940500528e-001	-7.464347e-001	-7.570261e-001
4.244870199594783e-001	-7.466832e-001	-7.572572e-001
4.245323837137163e-001	-7.469868e-001	-7.575364e-001
4.245860037125223e-001	-7.473487e-001	-7.578661e-001
4.246578122330123e-001	-7.478356e-001	-7.583075e-001
4.246710614802157e-001	-7.479255e-001	-7.583889e-001
4.246975599746226e-001	-7.481045e-001	-7.585517e-001
4.247382016930676e-001	-7.483763e-001	-7.588012e-001
4.247790715647059e-001	-7.486458e-001	-7.590520e-001
4.248221368456006e-001	-7.489243e-001	-7.593162e-001
4.249082674073900e-001	-7.494702e-001	-7.598442e-001
4.249908628175265e-001	-7.499850e-001	-7.603500e-001
4.250488759841538e-001	-7.503426e-001	-7.607051e-001
4.250569310404949e-001	-7.503920e-001	-7.607543e-001
4.250730411531771e-001	-7.504905e-001	-7.608529e-001
4.251016118960758e-001	-7.506652e-001	-7.610276e-001
4.251055495534128e-001	-7.506893e-001	-7.610517e-001
4.251134248680868e-001	-7.507374e-001	-7.610998e-001
4.251153936967553e-001	-7.507494e-001	-7.611119e-001
4.251193313540924e-001	-7.507734e-001	-7.611359e-001
4.251272066687664e-001	-7.508215e-001	-7.611840e-001
4.251285948252240e-001	-7.508300e-001	-7.611925e-001
4.251289418643384e-001	-7.508321e-001	-7.611946e-001
4.251296359425672e-001	-7.508364e-001	-7.611989e-001
4.251310240990248e-001	-7.508448e-001	-7.612073e-001
4.251338004119401e-001	-7.508618e-001	-7.612243e-001
4.251393530377707e-001	-7.508957e-001	-7.612583e-001
4.251504582894318e-001	-7.509633e-001	-7.613261e-001
4.251726687927541e-001	-7.510984e-001	-7.614619e-001
4.252099730471013e-001	-7.513244e-001	-7.616897e-001
4.252525003714155e-001	-7.515808e-001	-7.619494e-001
4.253047775846681e-001	-7.518941e-001	-7.622684e-001
4.253683378607254e-001	-7.522733e-001	-7.626559e-001
4.254640067333087e-001	-7.528433e-001	-7.632388e-001
4.255543770935106e-001	-7.533838e-001	-7.637889e-001
4.256523822225584e-001	-7.539734e-001	-7.643847e-001
4.257492943176610e-001	-7.545588e-001	-7.649733e-001
4.257644384274737e-001	-7.546505e-001	-7.650653e-001
4.257947266470991e-001	-7.548339e-001	-7.652490e-001
4.258406597280683e-001	-7.551119e-001	-7.655277e-001
4.258521429983107e-001	-7.551813e-001	-7.655973e-001
4.258751095387953e-001	-7.553200e-001	-7.657365e-001
4.259150272151385e-001	-7.555603e-001	-7.659784e-001
4.259586876396965e-001	-7.558219e-001	-7.662429e-001
4.259993084168299e-001	-7.560638e-001	-7.664889e-001
4.260689672870963e-001	-7.564768e-001	-7.669103e-001
4.260787578962993e-001	-7.565346e-001	-7.669695e-001
4.260983391147055e-001	-7.566499e-001	-7.670879e-001
4.261315272209065e-001	-7.568451e-001	-7.672886e-001
4.261362033802703e-001	-7.568725e-001	-7.673168e-001
4.261455556989980e-001	-7.569274e-001	-7.673733e-001
4.261551883157603e-001	-7.569840e-001	-7.674316e-001
4.261665631335302e-001	-7.570507e-001	-7.675003e-001
4.261780638453497e-001	-7.571181e-001	-7.675698e-001
4.261938562765028e-001	-7.572107e-001	-7.676651e-001
4.262108540945376e-001	-7.573102e-001	-7.677678e-001
4.262448497306071e-001	-7.575092e-001	-7.679731e-001
4.262863152099131e-001	-7.577518e-001	-7.682233e-001
4.263371983853832e-001	-7.580494e-001	-7.685302e-001
4.263986343744186e-001	-7.584084e-001	-7.689006e-001
4.264889103898783e-001	-7.589363e-001	-7.694443e-001
4.264990816408713e-001	-7.589959e-001	-7.695055e-001
4.265194241428573e-001	-7.591153e-001	-7.696279e-001
4.265516243785063e-001	-7.593047e-001	-7.698216e-001
4.265564127666279e-001	-7.593329e-001	-7.698505e-001
4.265659895428710e-001	-7.593894e-001	-7.699081e-001
4.265756803974649e-001	-7.594466e-001	-7.699664e-001
4.265870439587643e-001	-7.595137e-001	-7.700347e-001
4.265985616386798e-001	-7.595818e-001	-7.701039e-001
4.266143118738350e-001	-7.596750e-001	-7.701986e-001
4.266312815643046e-001	-7.597756e-001	-7.703006e-001
4.266652209452437e-001	-7.599772e-001	-7.705045e-001
4.267065008529552e-001	-7.602228e-001	-7.707525e-001
4.267573153648370e-001	-7.605257e-001	-7.710575e-001
4.268185973707637e-001	-7.608914e-001	-7.714252e-001
4.268834423058932e-001	-7.612787e-001	-7.718139e-001
4.268952783255084e-001	-7.613494e-001	-7.718849e-001
4.269189503647387e-001	-7.614911e-001	-7.720267e-001
4.269604777698422e-001	-7.617393e-001	-7.722754e-001
4.270054851603123e-001	-7.620081e-001	-7.725448e-001
4.270486076827279e-001	-7.622652e-001	-7.728028e-001
4.271348527275591e-001	-7.627786e-001	-7.733184e-001
4.272209327344134e-001	-7.632904e-001	-7.738325e-001
4.273010693412241e-001	-7.637663e-001	-7.743106e-001
4.273132320431902e-001	-7.638385e-001	-7.743832e-001
4.273162727186817e-001	-7.638565e-001	-7.744014e-001
4.273223540696647e-001	-7.638926e-001	-7.744376e-001
4.273345167716308e-001	-7.639647e-001	-7.745101e-001
4.273588421755630e-001	-7.641085e-001	-7.746551e-001
4.273838077355940e-001	-7.642556e-001	-7.748039e-001
4.274337388556560e-001	-7.645481e-001	-7.751013e-001
4.275078888495451e-001	-7.649795e-001	-7.755427e-001
4.275781562881055e-001	-7.653862e-001	-7.759606e-001
4.275891351835723e-001	-7.654495e-001	-7.760258e-001
4.276110929745060e-001	-7.655758e-001	-7.761564e-001
4.276550085563731e-001	-7.658281e-001	-7.764173e-001
4.277006952867830e-001	-7.660903e-001	-7.766886e-001
4.277214307432867e-001	-7.662092e-001	-7.768117e-001
4.277247674973482e-001	-7.662283e-001	-7.768314e-001
4.277314410054714e-001	-7.662666e-001	-7.768710e-001
4.277447880217177e-001	-7.663431e-001	-7.769502e-001
4.277608376097070e-001	-7.664350e-001	-7.770455e-001
4.277781897098681e-001	-7.665344e-001	-7.771484e-001
4.278056663486681e-001	-7.666918e-001	-7.773113e-001
4.278481199582425e-001	-7.669349e-001	-7.775630e-001
4.278689225252404e-001	-7.670539e-001	-7.776863e-001
4.278741231669899e-001	-7.670836e-001	-7.777171e-001
4.278845244504888e-001	-7.671431e-001	-7.777787e-001
4.278860958502252e-001	-7.671521e-001	-7.777880e-001
4.278892386496980e-001	-7.671701e-001	-7.778066e-001
4.278955242486436e-001	-7.672061e-001	-7.778438e-001
4.279066483778796e-001	-7.672697e-001	-7.779098e-001
4.279180709616411e-001	-7.673349e-001	-7.779774e-001
4.279409161291642e-001	-7.674655e-001	-7.781126e-001
4.279765815663152e-001	-7.676693e-001	-7.783238e-001
4.280226784815587e-001	-7.679328e-001	-7.785965e-001
4.280738771166456e-001	-7.682266e-001	-7.788991e-001
4.281402086435798e-001	-7.686127e-001	-7.792911e-001
4.282327168237877e-001	-7.691683e-001	-7.798371e-001
4.283348001880769e-001	-7.698067e-001	-7.804391e-001
4.284269678390861e-001	-7.704014e-001	-7.809819e-001
4.284391920357674e-001	-7.704816e-001	-7.810538e-001
4.284636404291300e-001	-7.706432e-001	-7.811977e-001
4.284697525274706e-001	-7.706837e-001	-7.812337e-001
4.284819767241519e-001	-7.707646e-001	-7.813056e-001
4.285064251175145e-001	-7.709266e-001	-7.814494e-001
4.285110705748060e-001	-7.709574e-001	-7.814767e-001
4.285203614893892e-001	-7.710187e-001	-7.815313e-001
4.285389433185554e-001	-7.711415e-001	-7.816405e-001
4.285411724286843e-001	-7.711562e-001	-7.816536e-001
4.285456306489420e-001	-7.711856e-001	-7.816799e-001
4.285545470894575e-001	-7.712442e-001	-7.817323e-001
4.285700516151824e-001	-7.713459e-001	-7.818234e-001
4.285860286684574e-001	-7.714499e-001	-7.819173e-001
4.286143105435317e-001	-7.716319e-001	-7.820834e-001
4.286437140015092e-001	-7.718177e-001	-7.822561e-001
4.286971004038535e-001	-7.721473e-001	-7.825694e-001
4.287463074880715e-001	-7.724432e-001	-7.828581e-001
4.288307321265495e-001	-7.729384e-001	-7.833529e-001
4.289248958482558e-001	-7.734827e-001	-7.839042e-001
4.290108030644771e-001	-7.739773e-001	-7.844067e-001
4.290954646754954e-001	-7.744662e-001	-7.849013e-001
4.291846643461519e-001	-7.749828e-001	-7.854219e-001
4.292650501464065e-001	-7.754483e-001	-7.858906e-001
4.293654222213719e-001	-7.760267e-001	-7.864752e-001
4.294408289282257e-001	-7.764585e-001	-7.869140e-001
4.294518531509069e-001	-7.765212e-001	-7.869781e-001
4.294739015962693e-001	-7.766460e-001	-7.871063e-001
4.295076515638120e-001	-7.768368e-001	-7.873024e-001
4.295127727451897e-001	-7.768657e-001	-7.873322e-001
4.295230151079452e-001	-7.769234e-001	-7.873917e-001
4.295329874808200e-001	-7.769796e-001	-7.874497e-001
4.295440890089805e-001	-7.770420e-001	-7.875142e-001
4.295557728891135e-001	-7.771077e-001	-7.875820e-001
4.295715780549070e-001	-7.771964e-001	-7.876738e-001
4.295887413871422e-001	-7.772926e-001	-7.877734e-001
4.296230680516124e-001	-7.774850e-001	-7.879727e-001
4.296634977596612e-001	-7.777112e-001	-7.882072e-001
4.297144684601219e-001	-7.779961e-001	-7.885028e-001
4.297742659408546e-001	-7.783302e-001	-7.888493e-001
4.297854128982400e-001	-7.783924e-001	-7.889138e-001
4.298077068130108e-001	-7.785169e-001	-7.890429e-001
4.298447786815454e-001	-7.787241e-001	-7.892575e-001
4.298621417740543e-001	-7.788212e-001	-7.893580e-001
4.298769373246262e-001	-7.789041e-001	-7.894436e-001
4.298907511034249e-001	-7.789816e-001	-7.895235e-001
4.299047828111755e-001	-7.790605e-001	-7.896047e-001
4.299226081616673e-001	-7.791608e-001	-7.897077e-001
4.299419817571721e-001	-7.792701e-001	-7.898198e-001
4.299807289481817e-001	-7.794892e-001	-7.900437e-001
4.300221768187777e-001	-7.797244e-001	-7.902831e-001
4.300783150786154e-001	-7.800441e-001	-7.906072e-001
4.301443584492431e-001	-7.804217e-001	-7.909881e-001
4.302504895887050e-001	-7.810314e-001	-7.915998e-001
4.303440287930418e-001	-7.815710e-001	-7.921382e-001
4.303552830089791e-001	-7.816361e-001	-7.922029e-001
4.303777914408538e-001	-7.817660e-001	-7.923323e-001
4.304228083046032e-001	-7.820256e-001	-7.925911e-001
4.304278865707789e-001	-7.820548e-001	-7.926203e-001
4.304380431031303e-001	-7.821133e-001	-7.926787e-001
4.304505347233692e-001	-7.821850e-001	-7.927504e-001
4.304630998796126e-001	-7.822571e-001	-7.928226e-001
4.304817666482876e-001	-7.823642e-001	-7.929298e-001
4.305016170600161e-001	-7.824780e-001	-7.930438e-001
4.305413178834731e-001	-7.827049e-001	-7.932717e-001
4.305849403935177e-001	-7.829540e-001	-7.935219e-001
4.305920602816745e-001	-7.829946e-001	-7.935627e-001
4.306063000579880e-001	-7.830757e-001	-7.936444e-001
4.306347796106149e-001	-7.832378e-001	-7.938077e-001
4.306687465578665e-001	-7.834315e-001	-7.940023e-001
4.307031629764201e-001	-7.836296e-001	-7.941995e-001
4.307447236855995e-001	-7.838752e-001	-7.944374e-001
4.308260878047409e-001	-7.843758e-001	-7.949029e-001
4.309150898744717e-001	-7.849470e-001	-7.954116e-001
4.309847480216197e-001	-7.854082e-001	-7.958093e-001
4.309943709989014e-001	-7.854730e-001	-7.958642e-001
4.310136169534649e-001	-7.856037e-001	-7.959740e-001
4.310459803082595e-001	-7.858239e-001	-7.961586e-001
4.310623821078314e-001	-7.859358e-001	-7.962522e-001
4.310664825577243e-001	-7.859638e-001	-7.962756e-001
4.310746834575103e-001	-7.860197e-001	-7.963223e-001
4.310863949924760e-001	-7.860996e-001	-7.963890e-001
4.311008157404939e-001	-7.861978e-001	-7.964712e-001
4.311167627768769e-001	-7.863059e-001	-7.965621e-001
4.311486568496431e-001	-7.865192e-001	-7.967438e-001
4.311830192713809e-001	-7.867442e-001	-7.969395e-001
4.312190930467345e-001	-7.869732e-001	-7.971448e-001
4.312797979148884e-001	-7.873448e-001	-7.974901e-001
4.313505990276537e-001	-7.877652e-001	-7.978926e-001
4.313629278840356e-001	-7.878366e-001	-7.979626e-001
4.313875855967995e-001	-7.879774e-001	-7.981026e-001
4.314036690236542e-001	-7.880687e-001	-7.981939e-001
4.314191902646334e-001	-7.881565e-001	-7.982821e-001
4.314196753034140e-001	-7.881593e-001	-7.982848e-001
4.314206453809752e-001	-7.881647e-001	-7.982903e-001
4.314225855360976e-001	-7.881756e-001	-7.983013e-001
4.314264658463424e-001	-7.881975e-001	-7.983233e-001
4.314342264668319e-001	-7.882411e-001	-7.983674e-001
4.314470493753681e-001	-7.883132e-001	-7.984402e-001
4.314599633157776e-001	-7.883855e-001	-7.985135e-001
4.314857911965967e-001	-7.885300e-001	-7.986600e-001
4.315254077263737e-001	-7.887514e-001	-7.988846e-001
4.315716886171407e-001	-7.890103e-001	-7.991469e-001
4.316270581044788e-001	-7.893219e-001	-7.994605e-001
4.316979210589151e-001	-7.897252e-001	-7.998615e-001
4.317111572888591e-001	-7.898020e-001	-7.999364e-001
4.317376297487470e-001	-7.899593e-001	-8.000860e-001
4.317905746685229e-001	-7.902796e-001	-8.003853e-001
4.317986997872239e-001	-7.903296e-001	-8.004312e-001
4.318007310668991e-001	-7.903422e-001	-8.004427e-001
4.318047936262496e-001	-7.903675e-001	-8.004656e-001
4.318129187449505e-001	-7.904184e-001	-8.005115e-001
4.318291689823524e-001	-7.905211e-001	-8.006033e-001
4.318616694571561e-001	-7.907286e-001	-8.007868e-001
4.318927624516301e-001	-7.909294e-001	-8.009623e-001
4.319339734144982e-001	-7.911978e-001	-8.011948e-001
4.319416698108098e-001	-7.912482e-001	-8.012382e-001
4.319570626034330e-001	-7.913495e-001	-8.013250e-001
4.319686174127466e-001	-7.914255e-001	-8.013901e-001
4.319715061150750e-001	-7.914445e-001	-8.014064e-001
4.319772835197319e-001	-7.914826e-001	-8.014389e-001
4.319863798234795e-001	-7.915427e-001	-8.014902e-001
4.319953692991757e-001	-7.916021e-001	-8.015409e-001
4.320094289439770e-001	-7.916950e-001	-8.016201e-001
4.320242006974567e-001	-7.917927e-001	-8.017033e-001
4.320537442044162e-001	-7.919880e-001	-8.018698e-001
4.320588595031683e-001	-7.920218e-001	-8.018985e-001
4.320690901006724e-001	-7.920893e-001	-8.019561e-001
4.320895512956807e-001	-7.922238e-001	-8.020713e-001
4.321304736856974e-001	-7.924897e-001	-8.023016e-001
4.321697079989860e-001	-7.927391e-001	-8.025223e-001
4.322189579757609e-001	-7.930431e-001	-8.027991e-001
4.322652075759849e-001	-7.933190e-001	-8.030590e-001
4.323577067764329e-001	-7.938536e-001	-8.035781e-001
4.324507771268414e-001	-7.943799e-001	-8.040999e-001
4.325381471174714e-001	-7.948682e-001	-8.045892e-001
4.326188919627810e-001	-7.953182e-001	-8.050408e-001
4.326299971093642e-001	-7.953802e-001	-8.051029e-001
4.326522074025307e-001	-7.955041e-001	-8.052271e-001
4.326966279888636e-001	-7.957518e-001	-8.054752e-001
4.327077331354469e-001	-7.958137e-001	-8.055373e-001
4.327105094220927e-001	-7.958291e-001	-8.055528e-001
4.327160619953843e-001	-7.958601e-001	-8.055838e-001
4.327271671419675e-001	-7.959218e-001	-8.056458e-001
4.327493774351340e-001	-7.960452e-001	-8.057698e-001
4.327779875537434e-001	-7.962036e-001	-8.059295e-001
4.328123776306934e-001	-7.963929e-001	-8.061213e-001
4.328649534965342e-001	-7.966809e-001	-8.064144e-001
4.328732160266336e-001	-7.967260e-001	-8.064604e-001
4.328897410868325e-001	-7.968159e-001	-8.065525e-001
4.328938723518823e-001	-7.968383e-001	-8.065755e-001
4.329021348819817e-001	-7.968832e-001	-8.066216e-001
4.329186599421806e-001	-7.969728e-001	-8.067136e-001
4.329212694412637e-001	-7.969869e-001	-8.067282e-001
4.329264884394299e-001	-7.970151e-001	-8.067572e-001
4.329369264357623e-001	-7.970716e-001	-8.068154e-001
4.329494175083948e-001	-7.971390e-001	-8.068849e-001
4.329632996051550e-001	-7.972139e-001	-8.069622e-001
4.329910637986754e-001	-7.973634e-001	-8.071167e-001
4.330289776038895e-001	-7.975672e-001	-8.073276e-001
4.330749368905008e-001	-7.978138e-001	-8.075832e-001
4.331291484123220e-001	-7.981045e-001	-8.078843e-001
4.331378860191468e-001	-7.981513e-001	-8.079329e-001
4.331553612327964e-001	-7.982448e-001	-8.080299e-001
4.331674871131509e-001	-7.983098e-001	-8.080972e-001
4.331705185832395e-001	-7.983260e-001	-8.081141e-001
4.331765815234168e-001	-7.983584e-001	-8.081477e-001
4.331780972584611e-001	-7.983665e-001	-8.081561e-001
4.331811287285497e-001	-7.983828e-001	-8.081730e-001
4.331818865960718e-001	-7.983869e-001	-8.081772e-001
4.331834023311161e-001	-7.983950e-001	-8.081856e-001
4.331864338012048e-001	-7.984112e-001	-8.082024e-001
4.331923273695835e-001	-7.984427e-001	-8.082352e-001
4.332018740352216e-001	-7.984939e-001	-8.082881e-001
4.332119266140254e-001	-7.985477e-001	-8.083439e-001
4.332320317716330e-001	-7.986555e-001	-8.084555e-001
4.332610128625559e-001	-7.988113e-001	-8.086162e-001
4.333049198942304e-001	-7.990481e-001	-8.088596e-001
4.333498896083496e-001	-7.992917e-001	-8.091087e-001
4.334114217881254e-001	-7.996265e-001	-8.094494e-001
4.334211930243652e-001	-7.996798e-001	-8.095034e-001
4.334407354968450e-001	-7.997867e-001	-8.096116e-001
4.334798204418044e-001	-8.000010e-001	-8.098277e-001
4.334846942000704e-001	-8.000277e-001	-8.098547e-001
