time	V(vin)	V(n024)
3.417867046111827e-002	4.164179e-001	1.046138e-008
3.418116576653885e-002	4.164464e-001	1.060394e-008
3.418615637738000e-002	4.165035e-001	1.106896e-008
3.419613759906229e-002	4.166175e-001	1.255111e-008
3.421024024888906e-002	4.167786e-001	1.571783e-008
3.422539828020418e-002	4.169517e-001	2.087887e-008
3.424751372191086e-002	4.172043e-001	3.211554e-008
3.427277225474144e-002	4.174928e-001	5.033287e-008
3.430050608579947e-002	4.178094e-001	7.680790e-008
3.433262838801606e-002	4.181761e-001	1.142988e-007
3.437265556648295e-002	4.186330e-001	1.711987e-007
3.441855938962440e-002	4.191568e-001	2.690805e-007
3.446672858322328e-002	4.197063e-001	4.789231e-007
3.452101316217988e-002	4.203253e-001	9.803314e-007
3.457926986319595e-002	4.209895e-001	1.885788e-006
3.463287450635278e-002	4.216004e-001	3.008603e-006
3.470969124553573e-002	4.224755e-001	5.334049e-006
3.478806445448332e-002	4.233680e-001	9.804223e-006
3.486541910210808e-002	4.242485e-001	1.771037e-005
3.492708236230190e-002	4.249500e-001	2.699327e-005
3.497603022000932e-002	4.255067e-001	3.639668e-005
3.502921721974679e-002	4.261115e-001	4.860727e-005
3.511311979629308e-002	4.270651e-001	7.082424e-005
3.519761360603776e-002	4.280249e-001	9.589056e-005
3.527799664781094e-002	4.289376e-001	1.218371e-004
3.536341798133042e-002	4.299071e-001	1.508261e-004
3.545181754821581e-002	4.309098e-001	1.815816e-004
3.555408369098478e-002	4.320691e-001	2.174096e-004
3.566774198656555e-002	4.333567e-001	2.569539e-004
3.580867738126951e-002	4.349521e-001	3.052358e-004
3.598180215583621e-002	4.369101e-001	3.634254e-004
3.617663226281259e-002	4.391110e-001	4.276388e-004
3.634545618064137e-002	4.410161e-001	4.821895e-004
3.650201484138656e-002	4.427809e-001	5.317624e-004
3.667577579023612e-002	4.447377e-001	5.857087e-004
3.683582309076521e-002	4.465382e-001	6.344152e-004
3.699797227263016e-002	4.483604e-001	6.827672e-004
3.715196022594447e-002	4.500893e-001	7.277607e-004
3.731041244085679e-002	4.518664e-001	7.731126e-004
3.746482604763227e-002	4.535966e-001	8.163896e-004
3.762298801303837e-002	4.553670e-001	8.597700e-004
3.777896264207795e-002	4.571112e-001	9.016113e-004
3.793906573114701e-002	4.588996e-001	9.435831e-004
3.809989739291651e-002	4.606944e-001	9.847472e-004
3.826742404657917e-002	4.625619e-001	1.026553e-003
3.844090155579311e-002	4.644935e-001	1.068685e-003
3.862781909022718e-002	4.665723e-001	1.112750e-003
3.883130074034847e-002	4.688325e-001	1.159139e-003
3.906320641066767e-002	4.714046e-001	1.209975e-003
3.933507174584504e-002	4.744148e-001	1.266761e-003
3.967695329469549e-002	4.781923e-001	1.333807e-003
4.011972496921244e-002	4.830715e-001	1.413218e-003
4.074394847243675e-002	4.899248e-001	1.510189e-003
4.172051097243675e-002	5.005859e-001	1.631943e-003
4.269707347243675e-002	5.111715e-001	1.718175e-003
4.367363597243675e-002	5.216801e-001	1.765468e-003
4.465019847243675e-002	5.321102e-001	1.774670e-003
4.562676097243675e-002	5.424601e-001	1.747690e-003
4.660332347243675e-002	5.527284e-001	1.687715e-003
4.757988597243675e-002	5.629134e-001	1.601062e-003
4.822498540196488e-002	5.695950e-001	1.531219e-003
4.863160604253749e-002	5.737874e-001	1.482141e-003
4.888872683820655e-002	5.764307e-001	1.449395e-003
4.907111798004153e-002	5.783020e-001	1.425472e-003
4.923877883757792e-002	5.800196e-001	1.403122e-003
4.926934215697618e-002	5.803324e-001	1.399008e-003
4.933046879577271e-002	5.809578e-001	1.390715e-003
4.945272207336576e-002	5.822076e-001	1.374025e-003
4.956463125931129e-002	5.833504e-001	1.358655e-003
4.961228270943335e-002	5.838366e-001	1.352078e-003
4.962202922736158e-002	5.839360e-001	1.350729e-003
4.964152226321802e-002	5.841349e-001	1.348027e-003
4.965626645769240e-002	5.842853e-001	1.345982e-003
4.965995250631099e-002	5.843228e-001	1.345470e-003
4.966087401846563e-002	5.843322e-001	1.345342e-003
4.966271704277493e-002	5.843510e-001	1.345086e-003
4.966640309139352e-002	5.843886e-001	1.344574e-003
4.967377518863071e-002	5.844638e-001	1.343552e-003
4.968625702037077e-002	5.845910e-001	1.341842e-003
4.969931064030377e-002	5.847241e-001	1.340286e-003
4.972528697489891e-002	5.849889e-001	1.339216e-003
4.976166584997580e-002	5.853596e-001	1.346900e-003
4.980941368380210e-002	5.858460e-001	1.384468e-003
4.986165405154486e-002	5.863779e-001	1.483782e-003
4.993219945907099e-002	5.870957e-001	1.738754e-003
5.003016868023459e-002	5.880919e-001	2.258814e-003
5.013665499475894e-002	5.891737e-001	2.899000e-003
5.024926683894892e-002	5.903165e-001	3.544729e-003
5.026094103567388e-002	5.904349e-001	3.603291e-003
5.028428942912382e-002	5.906717e-001	3.706053e-003
5.032491511633669e-002	5.910836e-001	3.866202e-003
5.039539758596689e-002	5.917978e-001	4.105552e-003
5.044504685482931e-002	5.923006e-001	4.247298e-003
5.049375959831013e-002	5.927936e-001	4.363582e-003
5.054837978433988e-002	5.933463e-001	4.475808e-003
5.062660406692707e-002	5.941373e-001	4.616331e-003
5.070892712778263e-002	5.949691e-001	4.747753e-003
5.079672931945108e-002	5.958555e-001	4.874275e-003
5.087825447045676e-002	5.966780e-001	4.982745e-003
5.097087826650924e-002	5.976116e-001	5.098754e-003
5.106848860128871e-002	5.985946e-001	5.215625e-003
5.118997381467430e-002	5.998169e-001	5.356513e-003
5.132996242335717e-002	6.012235e-001	5.515844e-003
5.151758377825074e-002	6.031058e-001	5.726926e-003
5.170785306965030e-002	6.050113e-001	5.938936e-003
5.187219112470799e-002	6.066543e-001	6.120250e-003
5.202864374193753e-002	6.082160e-001	6.291170e-003
5.220121642965642e-002	6.099360e-001	6.477898e-003
5.236192014055406e-002	6.115351e-001	6.650097e-003
5.252350981770319e-002	6.131405e-001	6.821544e-003
5.267788018641881e-002	6.146718e-001	6.983731e-003
5.283598772816749e-002	6.162378e-001	7.148206e-003
5.299084278965984e-002	6.177691e-001	7.307692e-003
5.314904741783275e-002	6.193312e-001	7.468971e-003
5.330577502210639e-002	6.208764e-001	7.627083e-003
5.346663899243192e-002	6.224597e-001	7.787630e-003
5.362922223706386e-002	6.240575e-001	7.948094e-003
5.379929037065914e-002	6.257259e-001	8.113988e-003
5.397721334109012e-002	6.274684e-001	8.285381e-003
5.417095203419448e-002	6.293622e-001	8.469464e-003
5.438529116584560e-002	6.314531e-001	8.669989e-003
5.463383928778105e-002	6.338719e-001	8.898303e-003
5.493753126823415e-002	6.368189e-001	9.171011e-003
5.532710753330702e-002	6.405858e-001	9.510473e-003
5.585995687584243e-002	6.457132e-001	9.954770e-003
5.668203158549586e-002	6.535668e-001	1.059844e-002
5.765859408549586e-002	6.628055e-001	1.130136e-002
5.863515658549586e-002	6.719444e-001	1.193255e-002
5.961171908549586e-002	6.809821e-001	1.248703e-002
6.058828158549586e-002	6.899173e-001	1.296869e-002
6.127032569882342e-002	6.960962e-001	1.326043e-002
6.172830494128197e-002	7.002165e-001	1.343233e-002
6.203702289597113e-002	7.029809e-001	1.353692e-002
6.224870253695908e-002	7.048703e-001	1.360328e-002
6.240582005183640e-002	7.062694e-001	1.364966e-002
6.254057311170046e-002	7.074672e-001	1.368783e-002
6.256612087305538e-002	7.076941e-001	1.369485e-002
6.261721639576524e-002	7.081476e-001	1.370852e-002
6.271940744118495e-002	7.090537e-001	1.373525e-002
6.280863913372728e-002	7.098439e-001	1.375801e-002
6.284887879568490e-002	7.102000e-001	1.376804e-002
6.287572936733415e-002	7.104375e-001	1.377463e-002
6.287696103375544e-002	7.104484e-001	1.377493e-002
6.287942436659801e-002	7.104702e-001	1.377553e-002
6.288435103228315e-002	7.105138e-001	1.377672e-002
6.289233237113161e-002	7.105843e-001	1.377865e-002
6.290541051293724e-002	7.107000e-001	1.378181e-002
6.291913016008195e-002	7.108213e-001	1.378512e-002
6.294656945437137e-002	7.110637e-001	1.379297e-002
6.298540386155727e-002	7.114068e-001	1.381352e-002
6.303280988149229e-002	7.118253e-001	1.387198e-002
6.308760211360324e-002	7.123088e-001	1.401757e-002
6.316047660057349e-002	7.129512e-001	1.435641e-002
6.325464235943389e-002	7.137805e-001	1.496302e-002
6.335595389431581e-002	7.146716e-001	1.569848e-002
6.347053038218402e-002	7.156779e-001	1.652467e-002
6.348688839314073e-002	7.158214e-001	1.663515e-002
6.351960441505417e-002	7.161084e-001	1.684387e-002
6.352778342053252e-002	7.161802e-001	1.689449e-002
6.354414143148923e-002	7.163236e-001	1.699167e-002
6.357685745340266e-002	7.166104e-001	1.717518e-002
6.362153880982731e-002	7.170020e-001	1.740463e-002
6.366365887012990e-002	7.173708e-001	1.759795e-002
6.370860546823236e-002	7.177642e-001	1.777732e-002
6.379849866443729e-002	7.185503e-001	1.808691e-002
6.388388079973276e-002	7.192961e-001	1.834229e-002
6.396125479438970e-002	7.199712e-001	1.854458e-002
6.404623775685937e-002	7.207119e-001	1.874500e-002
6.413044287627898e-002	7.214451e-001	1.892872e-002
6.422936619581836e-002	7.223054e-001	1.913270e-002
6.433533916233018e-002	7.232257e-001	1.934384e-002
6.446871666698013e-002	7.243822e-001	1.960513e-002
6.462696611821733e-002	7.257517e-001	1.991290e-002
6.484244850147725e-002	7.276119e-001	2.032964e-002
6.502044392093775e-002	7.291445e-001	2.067188e-002
6.517597084132769e-002	7.304806e-001	2.096911e-002
6.535308129623943e-002	7.319987e-001	2.130565e-002
6.551270939024587e-002	7.333639e-001	2.160725e-002
6.567642671692170e-002	7.347610e-001	2.191479e-002
6.582998096991220e-002	7.360685e-001	2.220158e-002
6.598943034601698e-002	7.374234e-001	2.249766e-002
6.614350826088369e-002	7.387298e-001	2.278211e-002
6.630242226582482e-002	7.400743e-001	2.307373e-002
6.645831827122364e-002	7.413903e-001	2.335808e-002
6.661932936140960e-002	7.427467e-001	2.364993e-002
6.678076516774639e-002	7.441035e-001	2.394066e-002
6.695019175831171e-002	7.455241e-001	2.424372e-002
6.712615652637255e-002	7.469960e-001	2.455620e-002
6.731798833642844e-002	7.485965e-001	2.489418e-002
6.752884113643980e-002	7.503507e-001	2.526238e-002
6.777350913732962e-002	7.523796e-001	2.568520e-002
6.807133554869471e-002	7.548397e-001	2.619329e-002
6.845489939038718e-002	7.579924e-001	2.683654e-002
6.898211965748902e-002	7.622971e-001	2.769857e-002
6.982751310000004e-002	7.691298e-001	2.903208e-002
7.080407560000004e-002	7.769145e-001	3.050144e-002
7.178063810000004e-002	7.845823e-001	3.189009e-002
7.262806502580968e-002	7.911404e-001	3.302654e-002
7.327326320542052e-002	7.960733e-001	3.384578e-002
7.374554297108700e-002	7.996510e-001	3.441839e-002
7.408627892553571e-002	8.022147e-001	3.481681e-002
7.432848115844973e-002	8.040282e-001	3.509241e-002
7.449263291855364e-002	8.052530e-001	3.527543e-002
7.462851577943773e-002	8.062643e-001	3.542490e-002
7.465457588669953e-002	8.064579e-001	3.545331e-002
7.470669610122314e-002	8.068451e-001	3.550968e-002
7.481093653027035e-002	8.076182e-001	3.562168e-002
7.490481312401116e-002	8.083133e-001	3.572181e-002
7.494618103574914e-002	8.086193e-001	3.576566e-002
7.495429063993496e-002	8.086792e-001	3.577422e-002
7.497050984830660e-002	8.087991e-001	3.579132e-002
7.497456465039951e-002	8.088291e-001	3.579559e-002
7.498267425458532e-002	8.088890e-001	3.580412e-002
7.498413873574296e-002	8.088998e-001	3.580566e-002
7.498706769805823e-002	8.089215e-001	3.580874e-002
7.499292562268876e-002	8.089647e-001	3.581490e-002
7.500464147194984e-002	8.090513e-001	3.582719e-002
7.501562726930808e-002	8.091324e-001	3.583871e-002
7.503759886402454e-002	8.092946e-001	3.586178e-002
7.507323867336724e-002	8.095576e-001	3.590160e-002
7.511923811669827e-002	8.098968e-001	3.596821e-002
7.517041420806576e-002	8.102739e-001	3.608947e-002
7.523611699749358e-002	8.107575e-001	3.635700e-002
7.532764374664552e-002	8.114302e-001	3.691408e-002
7.542288240228902e-002	8.121291e-001	3.764311e-002
7.554207301946803e-002	8.130021e-001	3.863986e-002
7.555635597249834e-002	8.131066e-001	3.875950e-002
7.558492187855896e-002	8.133155e-001	3.899185e-002
7.564205369068021e-002	8.137330e-001	3.942984e-002
7.572857811249036e-002	8.143646e-001	4.003132e-002
7.579153344722571e-002	8.148234e-001	4.041355e-002
7.584296448493960e-002	8.151979e-001	4.068134e-002
7.590162295433005e-002	8.156246e-001	4.094690e-002
7.597544653781606e-002	8.161610e-001	4.124027e-002
7.605671737808346e-002	8.167507e-001	4.152501e-002
7.614416314279489e-002	8.173842e-001	4.179905e-002
7.622855331145144e-002	8.179947e-001	4.204157e-002
7.632229134183223e-002	8.186718e-001	4.229555e-002
7.642629345196413e-002	8.194215e-001	4.256863e-002
7.655313644770584e-002	8.203341e-001	4.289747e-002
7.670610533963927e-002	8.214319e-001	4.329217e-002
7.690825619544280e-002	8.228781e-001	4.381190e-002
7.708461461965585e-002	8.241353e-001	4.426358e-002
7.724282283663611e-002	8.252597e-001	4.466717e-002
7.740300491942818e-002	8.263949e-001	4.507422e-002
7.757465272214367e-002	8.276075e-001	4.550875e-002
7.773324205071291e-002	8.287245e-001	4.590865e-002
7.789427590454441e-002	8.298553e-001	4.631313e-002
7.804837854586920e-002	8.309343e-001	4.669868e-002
7.820684699031068e-002	8.320406e-001	4.709359e-002
7.836185916266707e-002	8.331196e-001	4.747833e-002
7.852080052652156e-002	8.342226e-001	4.787121e-002
7.867854838125954e-002	8.353140e-001	4.825951e-002
7.884154600267536e-002	8.364384e-001	4.865899e-002
7.900742083791809e-002	8.375790e-001	4.906369e-002
7.918318866520598e-002	8.387836e-001	4.949046e-002
7.936993342165041e-002	8.400590e-001	4.994151e-002
7.957787280757267e-002	8.414737e-001	5.044084e-002
7.981385738458492e-002	8.430722e-001	5.100367e-002
8.010289211693891e-002	8.450201e-001	5.168729e-002
8.046932179206895e-002	8.474734e-001	5.254448e-002
8.097616418396440e-002	8.508371e-001	5.371103e-002
8.178636079054340e-002	8.561425e-001	5.553298e-002
8.276292329054340e-002	8.624192e-001	5.766268e-002
8.373948579054340e-002	8.685660e-001	5.971782e-002
8.449288232026093e-002	8.732189e-001	6.124768e-002
8.503987462487207e-002	8.765480e-001	6.232397e-002
8.543145296978631e-002	8.789058e-001	6.307566e-002
8.571038474688193e-002	8.805723e-001	6.360129e-002
8.590576151744626e-002	8.817332e-001	6.396502e-002
8.593672144123166e-002	8.819166e-001	6.402220e-002
8.599864128880243e-002	8.822832e-001	6.413590e-002
8.612248098394397e-002	8.830147e-001	6.436214e-002
8.628161625208258e-002	8.839515e-001	6.465135e-002
8.629998671335994e-002	8.840594e-001	6.468457e-002
8.633672763591463e-002	8.842751e-001	6.475075e-002
8.639150459020910e-002	8.845963e-001	6.484926e-002
8.640010902991496e-002	8.846467e-001	6.486471e-002
8.641731790932668e-002	8.847476e-001	6.489557e-002
8.642162012917960e-002	8.847727e-001	6.490328e-002
8.643022456888547e-002	8.848231e-001	6.491869e-002
8.644743344829718e-002	8.849239e-001	6.494949e-002
8.644946560649000e-002	8.849357e-001	6.495313e-002
8.645352992287562e-002	8.849595e-001	6.496040e-002
8.646165855564687e-002	8.850071e-001	6.497493e-002
8.647791582118938e-002	8.851022e-001	6.500396e-002
8.649589567735387e-002	8.852073e-001	6.503604e-002
8.653185538968283e-002	8.854175e-001	6.510081e-002
8.657300953048323e-002	8.856577e-001	6.518234e-002
8.662570604858660e-002	8.859650e-001	6.531939e-002
8.668531123073273e-002	8.863121e-001	6.555967e-002
8.677450917014515e-002	8.868306e-001	6.609856e-002
8.687281685318347e-002	8.874008e-001	6.687729e-002
8.699180447080383e-002	8.880891e-001	6.795096e-002
8.700572577195720e-002	8.881695e-001	6.808096e-002
8.703356837426392e-002	8.883302e-001	6.833963e-002
8.708925357887735e-002	8.886514e-001	6.884766e-002
8.710317488003072e-002	8.887315e-001	6.897233e-002
8.710665520531906e-002	8.887516e-001	6.900301e-002
8.711361585589574e-002	8.887917e-001	6.906369e-002
8.712753715704910e-002	8.888718e-001	6.918229e-002
8.715537975935582e-002	8.890321e-001	6.940988e-002
8.718517249396447e-002	8.892035e-001	6.963827e-002
8.722170284264752e-002	8.894134e-001	6.989092e-002
8.729476354001362e-002	8.898327e-001	7.033383e-002
8.737285879715860e-002	8.902801e-001	7.074175e-002
8.744722739772461e-002	8.907053e-001	7.107371e-002
8.752549188388686e-002	8.911519e-001	7.137846e-002
8.761107723309711e-002	8.916394e-001	7.167725e-002
8.769767168150963e-002	8.921315e-001	7.195606e-002
8.779560689200236e-002	8.926868e-001	7.225616e-002
8.790358191705187e-002	8.932975e-001	7.258007e-002
8.803646444818054e-002	8.940468e-001	7.297610e-002
8.819831208918115e-002	8.949561e-001	7.345701e-002
8.841482222911710e-002	8.961666e-001	7.409827e-002
8.859213662448649e-002	8.971531e-001	7.462167e-002
8.874732576554210e-002	8.980128e-001	7.507816e-002
8.892364965522287e-002	8.989854e-001	7.559511e-002
8.908338286038187e-002	8.998628e-001	7.606189e-002
8.924691147139885e-002	9.007572e-001	7.653818e-002
8.940064611345354e-002	9.015946e-001	7.698449e-002
8.956001918633792e-002	9.024591e-001	7.744563e-002
8.971431925829111e-002	9.032927e-001	7.789062e-002
8.987338147972264e-002	9.041485e-001	7.834779e-002
9.002977627903153e-002	9.049863e-001	7.879575e-002
9.019148097718684e-002	9.058490e-001	7.925727e-002
9.035424176976231e-002	9.067134e-001	7.972011e-002
9.052579265279075e-002	9.076205e-001	8.020607e-002
9.070531030357519e-002	9.085652e-001	8.071249e-002
9.090283669244015e-002	9.095994e-001	8.126719e-002
9.112270980442024e-002	9.107439e-001	8.188147e-002
9.138387993099802e-002	9.120943e-001	8.260662e-002
9.170953569756349e-002	9.137644e-001	8.350374e-002
9.214359004598827e-002	9.159667e-001	8.468648e-002
9.278811826047424e-002	9.191865e-001	8.641411e-002
9.376468076047424e-002	9.239501e-001	8.897419e-002
9.474124326047424e-002	9.285746e-001	9.146777e-002
9.549881820986858e-002	9.320657e-001	9.334976e-002
9.605451226992740e-002	9.345729e-001	9.469724e-002
9.645492508592093e-002	9.363512e-001	9.564987e-002
9.674135939634235e-002	9.376088e-001	9.632163e-002
9.694273470684585e-002	9.384856e-001	9.678949e-002
9.697361536943992e-002	9.386196e-001	9.686080e-002
9.703537669462807e-002	9.388870e-001	9.700279e-002
9.715889934500437e-002	9.394202e-001	9.728566e-002
9.731870929780108e-002	9.401066e-001	9.765019e-002
9.733724286431421e-002	9.401860e-001	9.769231e-002
9.737430999734048e-002	9.403446e-001	9.777630e-002
9.743075799857980e-002	9.405857e-001	9.790401e-002
9.745491246388571e-002	9.406887e-001	9.795859e-002
9.746095108021219e-002	9.407144e-001	9.797222e-002
9.747302831286515e-002	9.407659e-001	9.799947e-002
9.747604762102839e-002	9.407788e-001	9.800628e-002
9.748208623735487e-002	9.408045e-001	9.801989e-002
9.749216305228406e-002	9.408474e-001	9.804260e-002
9.750276661106569e-002	9.408925e-001	9.806648e-002
9.752085168177976e-002	9.409695e-001	9.810720e-002
9.753977192219111e-002	9.410499e-001	9.814975e-002
9.757346300330917e-002	9.411931e-001	9.822583e-002
9.761637217115479e-002	9.413751e-001	9.832844e-002
9.766737062907843e-002	9.415911e-001	9.847912e-002
9.772917468077023e-002	9.418524e-001	9.874766e-002
9.781681068737924e-002	9.422219e-001	9.930742e-002
9.791270570902674e-002	9.426249e-001	1.001154e-001
9.803265325054633e-002	9.431270e-001	1.012772e-001
9.804648795448850e-002	9.431848e-001	1.014173e-001
9.807415736237286e-002	9.433003e-001	1.016987e-001
9.812949617814158e-002	9.435309e-001	1.022536e-001
9.814333088208375e-002	9.435884e-001	1.023892e-001
9.817100028996811e-002	9.437035e-001	1.026494e-001
9.821301270438722e-002	9.438781e-001	1.030207e-001
9.825142654953449e-002	9.440374e-001	1.033313e-001
9.829286457059859e-002	9.442090e-001	1.036259e-001
9.837574061272679e-002	9.445515e-001	1.041341e-001
9.845416478884912e-002	9.448746e-001	1.045448e-001
9.852977507212733e-002	9.451853e-001	1.048808e-001
9.861774786498834e-002	9.455457e-001	1.052233e-001
9.869991670403384e-002	9.458813e-001	1.055133e-001
9.879583486180260e-002	9.462718e-001	1.058311e-001
9.889498078295958e-002	9.466739e-001	1.061507e-001
9.902049707084548e-002	9.471809e-001	1.065520e-001
9.916436673401588e-002	9.477592e-001	1.070106e-001
9.936092931165709e-002	9.485442e-001	1.076353e-001
9.954202645625430e-002	9.492624e-001	1.082090e-001
9.970169355857435e-002	9.498914e-001	1.087132e-001
9.985860256785058e-002	9.505059e-001	1.092072e-001
1.000304926338353e-001	9.511749e-001	1.097466e-001
1.001917146282729e-001	9.517982e-001	1.102510e-001
1.003527980879132e-001	9.524171e-001	1.107533e-001
1.005074977118305e-001	9.530079e-001	1.112342e-001
1.006654529318276e-001	9.536073e-001	1.117237e-001
1.008208890760442e-001	9.541935e-001	1.122038e-001
1.009795244671814e-001	9.547881e-001	1.126922e-001
1.011375334947377e-001	9.553765e-001	1.131771e-001
1.013001921204157e-001	9.559783e-001	1.136745e-001
1.014661666748432e-001	9.565882e-001	1.141803e-001
1.016416062516619e-001	9.572284e-001	1.147129e-001
1.018284743899506e-001	9.579052e-001	1.152779e-001
1.020363520429401e-001	9.586519e-001	1.159036e-001
1.022731072913215e-001	9.594943e-001	1.166124e-001
1.025647048022051e-001	9.605202e-001	1.174799e-001
1.029373668484255e-001	9.618126e-001	1.185791e-001
1.034633622928392e-001	9.636007e-001	1.201101e-001
1.043901576291348e-001	9.666489e-001	1.227588e-001
1.053667201291348e-001	9.697189e-001	1.254883e-001
1.061503709543099e-001	9.720769e-001	1.276265e-001
1.067400115683707e-001	9.737890e-001	1.292007e-001
1.071697939510960e-001	9.750032e-001	1.303283e-001
1.074803977608642e-001	9.758630e-001	1.311325e-001
1.077003837131245e-001	9.764630e-001	1.316966e-001
1.078443389926074e-001	9.768515e-001	1.320630e-001
1.079741551666368e-001	9.771992e-001	1.323919e-001
1.079975416163242e-001	9.772616e-001	1.324510e-001
1.080443145156990e-001	9.773861e-001	1.325687e-001
1.081378603144486e-001	9.776340e-001	1.328038e-001
1.082179589975306e-001	9.778451e-001	1.330046e-001
1.082551357035785e-001	9.779428e-001	1.330976e-001
1.082619825629651e-001	9.779608e-001	1.331147e-001
1.082756762817382e-001	9.779967e-001	1.331489e-001
1.082790997114315e-001	9.780057e-001	1.331574e-001
1.082859465708180e-001	9.780236e-001	1.331745e-001
1.082993569989229e-001	9.780588e-001	1.332080e-001
1.083155734442427e-001	9.781012e-001	1.332484e-001
1.083336803764414e-001	9.781485e-001	1.332935e-001
1.083686965847972e-001	9.782399e-001	1.333809e-001
1.084118250640761e-001	9.783522e-001	1.334935e-001
1.084636910369594e-001	9.784869e-001	1.336571e-001
1.085258487251258e-001	9.786477e-001	1.339417e-001
1.086155919408706e-001	9.788789e-001	1.345434e-001
1.087099727964238e-001	9.791207e-001	1.353807e-001
1.088307869768054e-001	9.794282e-001	1.366183e-001
1.088446266139883e-001	9.794633e-001	1.367670e-001
1.088723058883541e-001	9.795333e-001	1.370667e-001
1.089276644370858e-001	9.796731e-001	1.376584e-001
1.089415040742687e-001	9.797080e-001	1.378042e-001
1.089449639835645e-001	9.797167e-001	1.378401e-001
1.089518838021559e-001	9.797341e-001	1.379112e-001
1.089657234393388e-001	9.797689e-001	1.380500e-001
1.089934027137047e-001	9.798385e-001	1.383164e-001
1.090183642742883e-001	9.799011e-001	1.385399e-001
1.090682873954555e-001	9.800261e-001	1.389373e-001
1.091477860920136e-001	9.802243e-001	1.394832e-001
1.092202689771982e-001	9.804041e-001	1.399022e-001
1.092927650633367e-001	9.805831e-001	1.402538e-001
1.093732172556751e-001	9.807809e-001	1.405900e-001
1.094589976213676e-001	9.809906e-001	1.409087e-001
1.095482571999703e-001	9.812077e-001	1.412149e-001
1.096458798728095e-001	9.814437e-001	1.415370e-001
1.097590403741442e-001	9.817154e-001	1.419058e-001
1.098948669841380e-001	9.820389e-001	1.423469e-001
1.100670824309383e-001	9.824449e-001	1.429044e-001
1.102928354897693e-001	9.829701e-001	1.436329e-001
1.104693566639743e-001	9.833754e-001	1.442005e-001
1.106224089795599e-001	9.837228e-001	1.446908e-001
1.107941568126892e-001	9.841083e-001	1.452393e-001
1.109539133353966e-001	9.844628e-001	1.457479e-001
