time	V(n038)
1.412765709318907e-001	7.836989e-001
1.413162115963093e-001	7.840458e-001
1.413612300770283e-001	7.843858e-001
1.414512670384661e-001	7.849598e-001
1.415338666088173e-001	7.853990e-001
1.416106242234155e-001	7.857386e-001
1.416970010939594e-001	7.860715e-001
1.417810010981623e-001	7.863674e-001
1.418793065777498e-001	7.866980e-001
1.419834244898564e-001	7.870424e-001
1.421147522687014e-001	7.874729e-001
1.422691275297251e-001	7.879755e-001
1.422872528932677e-001	7.880343e-001
1.423235036203530e-001	7.881511e-001
1.423746451702453e-001	7.883157e-001
1.423830115656690e-001	7.883425e-001
1.423997443565163e-001	7.883962e-001
1.424132771818605e-001	7.884395e-001
1.424271574052132e-001	7.884840e-001
1.424306274610513e-001	7.884951e-001
1.424375675727276e-001	7.885172e-001
1.424514477960803e-001	7.885616e-001
1.424678884649710e-001	7.886141e-001
1.424859736013437e-001	7.886717e-001
1.425221438740892e-001	7.887868e-001
1.425656567507780e-001	7.889254e-001
1.426187317261482e-001	7.890998e-001
1.426825030319194e-001	7.893386e-001
1.427765412376439e-001	7.897499e-001
1.427942015207683e-001	7.898396e-001
1.428295220870172e-001	7.900418e-001
1.428910006150529e-001	7.904124e-001
1.428994679255197e-001	7.904658e-001
1.429164025464533e-001	7.905758e-001
1.429206362016867e-001	7.906035e-001
1.429291035121535e-001	7.906595e-001
1.429460381330871e-001	7.907720e-001
1.429496231963260e-001	7.907960e-001
1.429505194621358e-001	7.908020e-001
1.429523119937552e-001	7.908140e-001
1.429527601266601e-001	7.908171e-001
1.429536563924699e-001	7.908231e-001
1.429554489240893e-001	7.908351e-001
1.429590339873283e-001	7.908593e-001
1.429662041138061e-001	7.909077e-001
1.429755437259434e-001	7.909711e-001
1.429928376613200e-001	7.910890e-001
1.430198414941793e-001	7.912738e-001
1.430614703526149e-001	7.915593e-001
1.430671282199849e-001	7.915981e-001
1.430784439547249e-001	7.916754e-001
1.431010754242049e-001	7.918295e-001
1.431067332915749e-001	7.918677e-001
1.431180490263148e-001	7.919438e-001
1.431406804957948e-001	7.920955e-001
1.431720479705641e-001	7.923062e-001
1.432048095603982e-001	7.925329e-001
1.432703327400665e-001	7.930164e-001
1.433558587893730e-001	7.936985e-001
1.434337972951486e-001	7.943610e-001
1.435126606968094e-001	7.950499e-001
1.435993104106070e-001	7.957917e-001
1.436861421578926e-001	7.964781e-001
1.437705501293816e-001	7.970631e-001
1.438211021879540e-001	7.973604e-001
1.438813523953072e-001	7.976612e-001
1.439550558192416e-001	7.979805e-001
1.440363582968574e-001	7.982883e-001
1.441250290144478e-001	7.985899e-001
1.442101946102014e-001	7.988614e-001
1.443071558072564e-001	7.991619e-001
1.444140969965642e-001	7.994898e-001
1.445465962688618e-001	7.998925e-001
1.447067258762383e-001	8.003746e-001
1.448690326948527e-001	8.008578e-001
1.450259143429520e-001	8.013197e-001
1.451926036500314e-001	8.018046e-001
1.453485864455008e-001	8.022532e-001
1.455085000728026e-001	8.027077e-001
1.456627572218015e-001	8.031409e-001
1.458220534539833e-001	8.035831e-001
1.459790649456254e-001	8.040137e-001
1.461373818358085e-001	8.044429e-001
1.462646492566273e-001	8.047848e-001
1.462816308223125e-001	8.048301e-001
1.463155939536828e-001	8.049204e-001
1.463240847365254e-001	8.049430e-001
1.463410663022106e-001	8.049880e-001
1.463750294335810e-001	8.050779e-001
1.463796615004941e-001	8.050901e-001
1.463889256343203e-001	8.051146e-001
1.463904064815786e-001	8.051185e-001
1.463933681760951e-001	8.051263e-001
1.463992915651282e-001	8.051419e-001
1.464111383431944e-001	8.051732e-001
1.464218477559245e-001	8.052014e-001
1.464432665813847e-001	8.052577e-001
1.464777165085553e-001	8.053481e-001
1.465237179580909e-001	8.054690e-001
1.465737741334864e-001	8.056073e-001
1.466388477099955e-001	8.058218e-001
1.467275962386704e-001	8.062035e-001
1.468206722617011e-001	8.067175e-001
1.469413395170958e-001	8.074894e-001
1.469552504557370e-001	8.075843e-001
1.469830723330193e-001	8.077788e-001
1.470387160875839e-001	8.081664e-001
1.470526270262251e-001	8.082626e-001
1.470561047608854e-001	8.082865e-001
1.470630602302060e-001	8.083340e-001
1.470769711688471e-001	8.084272e-001
1.471047930461295e-001	8.086069e-001
1.471337323592458e-001	8.087826e-001
1.471720677004918e-001	8.089922e-001
1.472487383829840e-001	8.093568e-001
1.473260380412249e-001	8.096693e-001
1.474002437775882e-001	8.099216e-001
1.474809138298437e-001	8.101597e-001
1.475672189957225e-001	8.103907e-001
1.476563170419719e-001	8.106170e-001
1.477536158320656e-001	8.108590e-001
1.478660463636174e-001	8.111356e-001
1.480009377581367e-001	8.114640e-001
1.481712549228344e-001	8.118729e-001
1.483947217815655e-001	8.124012e-001
1.485713491487471e-001	8.128121e-001
1.487249745716434e-001	8.131637e-001
1.488980481632074e-001	8.135538e-001
1.490578682158392e-001	8.139086e-001
1.492206440143194e-001	8.142646e-001
1.493749672330565e-001	8.145970e-001
1.495339680011344e-001	8.149341e-001
1.496888917958999e-001	8.152577e-001
1.498482222616317e-001	8.155853e-001
1.500060136095758e-001	8.159044e-001
1.501695720373850e-001	8.162299e-001
1.503361442478736e-001	8.165555e-001
1.505138483632486e-001	8.168980e-001
1.505365553986425e-001	8.169413e-001
1.505819694694303e-001	8.170272e-001
1.506493336994480e-001	8.171539e-001
1.506775862662281e-001	8.172069e-001
1.506846494079231e-001	8.172201e-001
1.506987756913132e-001	8.172464e-001
1.507270282580933e-001	8.172990e-001
1.507312445517011e-001	8.173068e-001
1.507396771389168e-001	8.173225e-001
1.507519037097103e-001	8.173451e-001
1.507639340211439e-001	8.173674e-001
1.507825368008184e-001	8.174018e-001
1.508021248860395e-001	8.174379e-001
1.508413010564816e-001	8.175099e-001
1.508848948589630e-001	8.175906e-001
1.509414975871583e-001	8.177038e-001
1.510087371350699e-001	8.178767e-001
1.511137271796011e-001	8.182492e-001
1.512201558269144e-001	8.187330e-001
1.513056606701639e-001	8.191783e-001
1.513179861911733e-001	8.192459e-001
1.513426372331922e-001	8.193831e-001
1.513487999936969e-001	8.194174e-001
1.513611255147064e-001	8.194860e-001
1.513642068949588e-001	8.195032e-001
1.513703696554635e-001	8.195374e-001
1.513719103455896e-001	8.195460e-001
1.513749917258420e-001	8.195631e-001
1.513757620709051e-001	8.195673e-001
1.513773027610313e-001	8.195759e-001
1.513776879335628e-001	8.195781e-001
1.513786508648917e-001	8.195834e-001
1.513790360374232e-001	8.195855e-001
1.513813470726125e-001	8.195983e-001
1.513844284528649e-001	8.196154e-001
1.513905912133696e-001	8.196494e-001
1.513996261937690e-001	8.196992e-001
1.514018849388688e-001	8.197116e-001
1.514064024290685e-001	8.197364e-001
1.514154374094678e-001	8.197855e-001
1.514335073702665e-001	8.198816e-001
1.514649269509468e-001	8.200408e-001
1.514987046337034e-001	8.202000e-001
1.515368053392452e-001	8.203690e-001
1.516010262865338e-001	8.206685e-001
1.516769979817453e-001	8.210959e-001
1.517544742666009e-001	8.216425e-001
1.518356332377755e-001	8.223212e-001
1.519222713307906e-001	8.231107e-001
1.520101055694440e-001	8.239309e-001
1.520225230485086e-001	8.240455e-001
1.520473580066378e-001	8.242659e-001
1.520903873839089e-001	8.246236e-001
1.521289933997283e-001	8.249124e-001
1.521708785022283e-001	8.251789e-001
1.522481283751910e-001	8.255828e-001
1.523185577514414e-001	8.258765e-001
1.523920645809013e-001	8.261127e-001
1.524826321623560e-001	8.263429e-001
1.525642611844717e-001	8.265146e-001
1.526586803595335e-001	8.266917e-001
1.526706078364752e-001	8.267131e-001
1.526944627903588e-001	8.267553e-001
1.527101667589077e-001	8.267830e-001
1.527257981334476e-001	8.268105e-001
1.527402429542417e-001	8.268359e-001
1.527438541594402e-001	8.268423e-001
1.527510765698373e-001	8.268549e-001
1.527655213906314e-001	8.268803e-001
1.527828174950323e-001	8.269106e-001
1.528018376537614e-001	8.269438e-001
1.528398779712197e-001	8.270099e-001
1.528835155501490e-001	8.270873e-001
1.529385561935158e-001	8.271996e-001
1.530039684986588e-001	8.273903e-001
1.531036192505855e-001	8.278223e-001
1.532053392614777e-001	8.284132e-001
1.533215361354106e-001	8.291990e-001
1.533366918468660e-001	8.293068e-001
1.533670032697768e-001	8.295254e-001
1.533745811255045e-001	8.295797e-001
1.533897368369598e-001	8.296870e-001
1.534200482598706e-001	8.298959e-001
1.534542959917518e-001	8.301193e-001
1.534877302842954e-001	8.303181e-001
1.535294520182137e-001	8.305333e-001
1.536066586296373e-001	8.308648e-001
1.536804954707117e-001	8.311200e-001
1.537544403437896e-001	8.313206e-001
1.538356384884362e-001	8.314986e-001
1.539218937837766e-001	8.316595e-001
1.540115716602028e-001	8.318116e-001
1.541096851422878e-001	8.319718e-001
1.542235273777808e-001	8.321545e-001
1.543601968528794e-001	8.323703e-001
1.545336202930796e-001	8.326390e-001
1.546900697187614e-001	8.328764e-001
1.548528022374342e-001	8.331181e-001
1.550055662389462e-001	8.333402e-001
1.551703435900973e-001	8.335749e-001
1.552641535605326e-001	8.337064e-001
1.553185528493312e-001	8.337816e-001
1.553521062261561e-001	8.338277e-001
1.553604945703623e-001	8.338392e-001
1.553772712587747e-001	8.338621e-001
1.553814654308778e-001	8.338678e-001
1.553898537750840e-001	8.338793e-001
1.554038802896276e-001	8.338984e-001
1.554212703292187e-001	8.339219e-001
1.554407134840653e-001	8.339482e-001
1.554756979994048e-001	8.339953e-001
1.555196341210328e-001	8.340548e-001
1.555715571436629e-001	8.341320e-001
1.556354939007579e-001	8.342621e-001
1.557271726009443e-001	8.345428e-001
1.558221462193831e-001	8.349502e-001
1.559419493018464e-001	8.355691e-001
1.559560336614021e-001	8.356477e-001
1.559842023805135e-001	8.358092e-001
1.560405398187362e-001	8.361302e-001
1.560546241782919e-001	8.362089e-001
1.560827928974033e-001	8.363597e-001
1.561232400836872e-001	8.365607e-001
1.561631630325530e-001	8.367378e-001
1.562061144258022e-001	8.368978e-001
1.562920172123007e-001	8.371553e-001
1.563741617817456e-001	8.373476e-001
1.564517164482293e-001	8.374863e-001
1.565385635804489e-001	8.376125e-001
1.566228243326480e-001	8.377205e-001
1.567208113194114e-001	8.378392e-001
1.568246443718748e-001	8.379621e-001
1.569552368510833e-001	8.381136e-001
1.571087759622182e-001	8.382872e-001
1.573179370092803e-001	8.385167e-001
1.574958315137880e-001	8.387057e-001
1.576529173432390e-001	8.388671e-001
1.578128365001535e-001	8.390263e-001
1.579832738264482e-001	8.391905e-001
1.581419362535567e-001	8.393382e-001
1.583026614812700e-001	8.394829e-001
1.584571022857595e-001	8.396171e-001
1.586155807659689e-001	8.397499e-001
1.587711822778195e-001	8.398755e-001
1.589308100155482e-001	8.400000e-001
1.590229873851430e-001	8.400698e-001
1.590760526636900e-001	8.401091e-001
1.591088662320440e-001	8.401331e-001
1.591170696241326e-001	8.401390e-001
1.591334764083096e-001	8.401509e-001
1.591352016794378e-001	8.401521e-001
1.591386522216943e-001	8.401546e-001
1.591395148572584e-001	8.401552e-001
1.591412401283867e-001	8.401565e-001
1.591446906706432e-001	8.401590e-001
1.591515917551561e-001	8.401639e-001
1.591637528280483e-001	8.401726e-001
1.591763666432760e-001	8.401816e-001
1.591997162177719e-001	8.401982e-001
1.592347801283341e-001	8.402230e-001
1.592812925440169e-001	8.402558e-001
1.593322082246717e-001	8.402973e-001
1.593993700554472e-001	8.403834e-001
1.594919038263836e-001	8.405828e-001
1.595885599383582e-001	8.408924e-001
1.597064414850752e-001	8.413572e-001
1.597209533373450e-001	8.414195e-001
1.597499770418847e-001	8.415476e-001
1.598080244509640e-001	8.417944e-001
1.598997230242132e-001	8.421474e-001
1.599663529605540e-001	8.423607e-001
1.600188215302635e-001	8.424904e-001
1.600785794545768e-001	8.426015e-001
1.601530313712931e-001	8.427031e-001
1.602356501979287e-001	8.427836e-001
1.603244029351132e-001	8.428471e-001
1.604099414532465e-001	8.428975e-001
1.605067450747043e-001	8.429498e-001
1.606140044816035e-001	8.430054e-001
1.607463739964076e-001	8.430708e-001
1.609069280473066e-001	8.431453e-001
1.611218745675408e-001	8.432380e-001
1.612993005528909e-001	8.433084e-001
1.614550148043080e-001	8.433650e-001
1.616148946407937e-001	8.434178e-001
1.617837668512790e-001	8.434685e-001
1.619425126515442e-001	8.435112e-001
1.621026468980976e-001	8.435493e-001
1.622574429315182e-001	8.435824e-001
1.622772295521154e-001	8.435863e-001
1.623168027933098e-001	8.435935e-001
1.623822976136001e-001	8.436050e-001
1.623916460429484e-001	8.436067e-001
1.624103429016451e-001	8.436098e-001
1.624403574354107e-001	8.436146e-001
1.624452265235076e-001	8.436154e-001
1.624549646997013e-001	8.436168e-001
1.624685240261372e-001	8.436189e-001
1.624817483666043e-001	8.436210e-001
1.625020590224800e-001	8.436239e-001
1.625234589706610e-001	8.436270e-001
1.625662588670230e-001	8.436334e-001
1.626099671537455e-001	8.436474e-001
1.626708048470292e-001	8.436863e-001
1.626784109020441e-001	8.436953e-001
1.626936230120739e-001	8.437196e-001
1.626954581280856e-001	8.437228e-001
1.626959169070885e-001	8.437237e-001
1.626968344650944e-001	8.437254e-001
1.626986695811061e-001	8.437290e-001
1.627023398131294e-001	8.437366e-001
1.627096500975674e-001	8.437530e-001
1.627222370972268e-001	8.437856e-001
1.627439816984879e-001	8.438541e-001
1.627756217328181e-001	8.439795e-001
1.628206611595930e-001	8.442034e-001
1.628686885024720e-001	8.445000e-001
1.629316075917651e-001	8.449852e-001
1.630140526226728e-001	8.457615e-001
1.630961924850388e-001	8.466454e-001
1.631126348129694e-001	8.468357e-001
1.631167453949521e-001	8.468845e-001
1.631249665589174e-001	8.469819e-001
1.631414088868480e-001	8.471747e-001
1.631675108012258e-001	8.474742e-001
1.631954769169035e-001	8.477805e-001
1.632514091482587e-001	8.483387e-001
1.633496870245182e-001	8.492268e-001
1.633597352756769e-001	8.493077e-001
1.633798317779943e-001	8.494498e-001
1.634200247826291e-001	8.496972e-001
1.634795396736614e-001	8.499917e-001
1.635384350451014e-001	8.502023e-001
1.636184915121668e-001	8.503852e-001
1.637111140709610e-001	8.505078e-001
1.637966561505733e-001	8.505659e-001
1.638817942092158e-001	8.505942e-001
1.639705089690173e-001	8.506110e-001
1.640735348782006e-001	8.506256e-001
1.641892872258419e-001	8.506393e-001
1.643333614092212e-001	8.506536e-001
1.643535752241244e-001	8.506554e-001
1.643940028539309e-001	8.506583e-001
1.644569430113584e-001	8.506624e-001
1.644663168465423e-001	8.506629e-001
1.644850645169101e-001	8.506640e-001
1.645159534217630e-001	8.506655e-001
1.645207477738549e-001	8.506657e-001
1.645303364780386e-001	8.506662e-001
1.645430107604293e-001	8.506667e-001
1.645555158194357e-001	8.506672e-001
1.645744495425213e-001	8.506680e-001
1.645944706239689e-001	8.506685e-001
1.646345127868642e-001	8.506697e-001
1.646781016387673e-001	8.506721e-001
1.647356484379351e-001	8.506879e-001
1.648036419343025e-001	8.507571e-001
1.649114092816132e-001	8.509983e-001
1.650309609455964e-001	8.514082e-001
1.651396612383761e-001	8.518595e-001
1.651572334182681e-001	8.519363e-001
1.651923777780521e-001	8.520900e-001
1.652011638679981e-001	8.521277e-001
1.652187360478901e-001	8.521998e-001
1.652538804076740e-001	8.523330e-001
1.652918013195424e-001	8.524590e-001
1.653305570513088e-001	8.525620e-001
1.654080685148416e-001	8.527129e-001
1.654793868978134e-001	8.528039e-001
1.655531259471597e-001	8.528534e-001
1.656434236325097e-001	8.528772e-001
1.657255335693238e-001	8.528790e-001
1.658199778209244e-001	8.528703e-001
1.659157626552983e-001	8.528581e-001
1.660365044023322e-001	8.528399e-001
1.661730492530430e-001	8.528161e-001
1.663298006121624e-001	8.527845e-001
1.664993417842568e-001	8.527453e-001
1.666665584958905e-001	8.527014e-001
1.668426428818806e-001	8.526495e-001
1.670154669134689e-001	8.525932e-001
1.671783348858784e-001	8.525350e-001
1.673370722006340e-001	8.524736e-001
1.674937025959602e-001	8.524092e-001
1.675133283052630e-001	8.524009e-001
1.675525797238686e-001	8.523836e-001
1.676145760273881e-001	8.523559e-001
1.676237024761424e-001	8.523518e-001
1.676419553736512e-001	8.523434e-001
1.676723814832513e-001	8.523294e-001
1.676770435287507e-001	8.523272e-001
1.676863676197496e-001	8.523229e-001
1.676990996999483e-001	8.523169e-001
1.677116000706920e-001	8.523111e-001
1.677306804930293e-001	8.523020e-001
1.677508163830481e-001	8.522924e-001
1.677910881630857e-001	8.522729e-001
1.678346299291867e-001	8.522526e-001
1.678924769829409e-001	8.522348e-001
1.679607751256587e-001	8.522545e-001
1.680696294735228e-001	8.523957e-001
1.681877885927536e-001	8.526689e-001
1.682974321389781e-001	8.529916e-001
1.683149718237219e-001	8.530469e-001
1.683500511932095e-001	8.531579e-001
1.683588210355815e-001	8.531851e-001
1.683763607203253e-001	8.532366e-001
1.684114400898129e-001	8.533305e-001
1.684493683662173e-001	8.534167e-001
1.684880956549741e-001	8.534827e-001
1.685655502324877e-001	8.535671e-001
1.686367109938267e-001	8.536035e-001
1.687106332599384e-001	8.536032e-001
1.688009986061876e-001	8.535720e-001
1.688836864947006e-001	8.535272e-001
1.689783350636590e-001	8.534679e-001
1.690746460562721e-001	8.534048e-001
1.691956478373725e-001	8.533229e-001
1.693329368646972e-001	8.532267e-001
1.695189382716546e-001	8.530909e-001
1.697156304599786e-001	8.529412e-001
1.698821158424199e-001	8.528091e-001
1.700381222622210e-001	8.526804e-001
1.702112973237805e-001	8.525325e-001
1.703720291761979e-001	8.523905e-001
1.705340928624684e-001	8.522425e-001
1.706885562167083e-001	8.520971e-001
1.708471461206120e-001	8.519433e-001
1.710024142617959e-001	8.517883e-001
1.711616680442412e-001	8.516250e-001
1.713199572137009e-001	8.514581e-001
1.714838995896944e-001	8.512805e-001
1.716516325399534e-001	8.510938e-001
1.718309937260414e-001	8.508886e-001
1.720244624698402e-001	8.506607e-001
1.722450383314195e-001	8.503926e-001
1.725111247172982e-001	8.500592e-001
1.726722203370273e-001	8.498527e-001
1.726921567653240e-001	8.498267e-001
1.727320296219173e-001	8.497742e-001
1.728117753351040e-001	8.496686e-001
1.728214443565014e-001	8.496558e-001
1.728407823992963e-001	8.496300e-001
1.728794584848862e-001	8.495782e-001
1.728819728863471e-001	8.495748e-001
1.728870016892689e-001	8.495681e-001
1.728970592951125e-001	8.495545e-001
1.728995736965734e-001	8.495511e-001
1.729046024994952e-001	8.495443e-001
1.729146601053387e-001	8.495308e-001
1.729288254693011e-001	8.495117e-001
1.729440353402670e-001	8.494911e-001
1.729744550821988e-001	8.494498e-001
1.730170389213136e-001	8.493920e-001
1.730652531505832e-001	8.493322e-001
1.731247133918901e-001	8.492904e-001
1.732040930234703e-001	8.493302e-001
1.733079736547766e-001	8.495467e-001
1.734242541533338e-001	8.499398e-001
1.735357747816944e-001	8.503852e-001
1.735583991598345e-001	8.504749e-001
1.736036479161149e-001	8.506371e-001
1.736491815414861e-001	8.507735e-001
1.736905371064377e-001	8.508654e-001
1.737389477958350e-001	8.509333e-001
1.738046796265216e-001	8.509843e-001
1.738166881197102e-001	8.509878e-001
1.738407051060874e-001	8.509871e-001
1.738467093526817e-001	8.509861e-001
1.738587178458703e-001	8.509827e-001
1.738709993978890e-001	8.509783e-001
1.738740697858937e-001	8.509769e-001
1.738802105619030e-001	8.509739e-001
1.738909424262561e-001	8.509679e-001
1.739016097539887e-001	8.509611e-001
1.739188035834145e-001	8.509485e-001
1.739367846830739e-001	8.509337e-001
1.739412799579888e-001	8.509297e-001
1.739424037767175e-001	8.509287e-001
1.739446514141749e-001	8.509265e-001
1.739452133235393e-001	8.509260e-001
1.739463371422680e-001	8.509250e-001
1.739485847797254e-001	8.509228e-001
1.739530800546403e-001	8.509184e-001
1.739620706044700e-001	8.509092e-001
1.739753408466407e-001	8.508949e-001
1.739896576330819e-001	8.508786e-001
1.740182912059643e-001	8.508437e-001
1.740598194975139e-001	8.507933e-001
1.741070504609980e-001	8.507562e-001
1.741647922200391e-001	8.507926e-001
1.742402685309395e-001	8.510451e-001
1.743441175972635e-001	8.517299e-001
1.744540954217300e-001	8.527133e-001
1.744682521272420e-001	8.528575e-001
1.744965655382660e-001	8.531583e-001
1.745406311671529e-001	8.536252e-001
1.745420082180556e-001	8.536398e-001
1.745447623198610e-001	8.536687e-001
1.745502705234719e-001	8.537263e-001
1.745612869306936e-001	8.538400e-001
1.745833197451370e-001	8.540611e-001
1.746117675752912e-001	8.543371e-001
1.746158568024933e-001	8.543753e-001
1.746240352568975e-001	8.544486e-001
1.746403921657058e-001	8.545873e-001
1.746669908899673e-001	8.547931e-001
1.746952630828875e-001	8.549781e-001
1.747518074687278e-001	8.552536e-001
1.748373982863251e-001	8.555149e-001
1.749213134366743e-001	8.556268e-001
1.750015832165055e-001	8.556266e-001
1.750862766693902e-001	8.555571e-001
1.751696353437512e-001	8.554530e-001
1.752644359795533e-001	8.553174e-001
1.753662507632717e-001	8.551661e-001
1.754920825805482e-001	8.549759e-001
1.756403191447089e-001	8.547483e-001
1.757959855315298e-001	8.545053e-001
1.759616253016767e-001	8.542421e-001
1.761165994430727e-001	8.539917e-001
1.762463184421546e-001	8.537794e-001
1.763028616908357e-001	8.536858e-001
1.763395178871591e-001	8.536248e-001
1.763486819362399e-001	8.536095e-001
1.763670100344016e-001	8.535789e-001
1.763715920589420e-001	8.535712e-001
1.763807561080228e-001	8.535559e-001
1.763937762199947e-001	8.535340e-001
1.764064847839543e-001	8.535126e-001
1.764260695001087e-001	8.534797e-001
1.764466902176127e-001	8.534449e-001
1.764879316526206e-001	8.533751e-001
1.765314748616484e-001	8.533023e-001
1.765904725114152e-001	8.532141e-001
1.766597976286177e-001	8.531542e-001
1.767723865799469e-001	8.531717e-001
1.768866936214905e-001	8.533034e-001
1.769994570472832e-001	8.535015e-001
1.770172512253447e-001	8.535355e-001
1.770528395814677e-001	8.535990e-001
1.771055267330483e-001	8.536753e-001
1.771469464910301e-001	8.537142e-001
1.771946389544965e-001	8.537282e-001
1.772750276076082e-001	8.537010e-001
1.773530511755937e-001	8.536302e-001
1.774310174595969e-001	8.535234e-001
1.775191656040666e-001	8.533774e-001
1.776040506883922e-001	8.532249e-001
1.777013253809966e-001	8.530448e-001
1.778043057353147e-001	8.528519e-001
1.779328795278020e-001	8.526084e-001
1.780836079983150e-001	8.523192e-001
1.782876083756219e-001	8.519219e-001
1.784823038608630e-001	8.515368e-001
1.786435495226233e-001	8.512128e-001
1.788006707644821e-001	8.508927e-001
1.789690751024294e-001	8.505449e-001
1.791297104352782e-001	8.502088e-001
1.792896155315615e-001	8.498699e-001
1.794449016789270e-001	8.495367e-001
1.796025114133625e-001	8.491942e-001
1.797587204623656e-001	8.488508e-001
1.799178037997081e-001	8.484969e-001
1.800776649795475e-001	8.481370e-001
1.802429102868973e-001	8.477604e-001
1.804140613398037e-001	8.473656e-001
1.805978344968360e-001	8.469363e-001
1.807991950083678e-001	8.464593e-001
1.810310686767991e-001	8.459015e-001
1.813198080627540e-001	8.451939e-001
1.817077091880087e-001	8.442221e-001
1.821449139410030e-001	8.431004e-001
1.825324957376844e-001	8.420827e-001
1.828277921716656e-001	8.412917e-001
1.830300340829860e-001	8.407426e-001
1.830594241991858e-001	8.406621e-001
1.831182044315854e-001	8.405002e-001
1.832357648963847e-001	8.401748e-001
1.833741502535685e-001	8.397900e-001
1.833902364068321e-001	8.397451e-001
1.834224087133592e-001	8.396550e-001
1.834591219083184e-001	8.395520e-001
1.834672768489943e-001	8.395291e-001
1.834835867303462e-001	8.394833e-001
1.834876642006842e-001	8.394718e-001
1.834958191413602e-001	8.394488e-001
1.834978578765291e-001	8.394431e-001
1.835019353468671e-001	8.394316e-001
1.835100902875431e-001	8.394086e-001
1.835113099589610e-001	8.394052e-001
1.835137493017969e-001	8.393983e-001
1.835186279874688e-001	8.393846e-001
1.835283853588124e-001	8.393571e-001
1.835384216803069e-001	8.393288e-001
1.835584943232959e-001	8.392721e-001
1.835904582983669e-001	8.391817e-001
1.836359143041744e-001	8.390541e-001
1.836838260198864e-001	8.389335e-001
1.837466148533838e-001	8.388461e-001
1.838284866293845e-001	8.389146e-001
1.839245180067378e-001	8.392642e-001
1.840424466690446e-001	8.399532e-001
1.841527457278674e-001	8.407067e-001
1.841554385427588e-001	8.407255e-001
1.841608241725417e-001	8.407627e-001
1.841715954321075e-001	8.408365e-001
1.841742882469989e-001	8.408548e-001
1.841796738767818e-001	8.408905e-001
1.841904451363476e-001	8.409589e-001
1.842119876554791e-001	8.410856e-001
1.842354911497558e-001	8.412040e-001
1.842824981383092e-001	8.413788e-001
1.843557743561592e-001	8.415356e-001
1.844306632991826e-001	8.415738e-001
1.845055837248402e-001	8.415068e-001
1.845861177959482e-001	8.413545e-001
1.846722832571772e-001	8.411385e-001
1.847597890057984e-001	8.408927e-001
1.848556550828431e-001	8.406137e-001
1.849652506597573e-001	8.402916e-001
1.850969278485284e-001	8.399028e-001
1.851173119442712e-001	8.398423e-001
1.851580801357568e-001	8.397210e-001
1.852207297101574e-001	8.395343e-001
1.852301443682862e-001	8.395061e-001
1.852489736845439e-001	8.394498e-001
1.852802303809589e-001	8.393563e-001
1.852850253765336e-001	8.393419e-001
1.852946153676830e-001	8.393132e-001
1.853070955557694e-001	8.392757e-001
1.853194526516012e-001	8.392386e-001
1.853380773077026e-001	8.391827e-001
1.853577940350685e-001	8.391234e-001
1.853972274898003e-001	8.390046e-001
1.854408277203357e-001	8.388739e-001
1.854976651206848e-001	8.387120e-001
1.855650141269217e-001	8.385586e-001
1.856705645276855e-001	8.384206e-001
1.857774037259447e-001	8.383899e-001
1.858918691022706e-001	8.384327e-001
1.859080088376304e-001	8.384426e-001
1.859402883083499e-001	8.384643e-001
1.859483581760297e-001	8.384694e-001
1.859644979113895e-001	8.384791e-001
1.859685328452294e-001	8.384814e-001
1.859766027129093e-001	8.384854e-001
1.859927424482690e-001	8.384912e-001
1.860194319447095e-001	8.384945e-001
1.860476542200692e-001	8.384900e-001
1.860659156067310e-001	8.384807e-001
1.861024383800545e-001	8.384522e-001
1.861029587693411e-001	8.384516e-001
1.861039995479143e-001	8.384506e-001
1.861060811050608e-001	8.384483e-001
1.861066014943474e-001	8.384477e-001
1.861076422729206e-001	8.384465e-001
1.861097238300671e-001	8.384441e-001
1.861138869443600e-001	8.384392e-001
1.861214742304203e-001	8.384296e-001
1.861358243307934e-001	8.384097e-001
1.861583817591490e-001	8.383738e-001
1.861931521256867e-001	8.383092e-001
1.862379091543878e-001	8.382152e-001
1.862887241225451e-001	8.381121e-001
1.863528297214759e-001	8.380381e-001
1.864422437990883e-001	8.380820e-001
1.865296327905566e-001	8.382887e-001
1.866279449861264e-001	8.386565e-001
1.867312674225819e-001	8.390985e-001
1.867434120871920e-001	8.391504e-001
1.867677014164120e-001	8.392472e-001
1.868162800748521e-001	8.394156e-001
1.868606522499341e-001	8.395317e-001
1.869068883792980e-001	8.396040e-001
1.869556840799098e-001	8.396222e-001
1.870532754811332e-001	8.395467e-001
1.871415279399706e-001	8.393939e-001
1.872197736278323e-001	8.391990e-001
1.873033651629688e-001	8.389547e-001
1.873911750600295e-001	8.386796e-001
1.874939679801780e-001	8.383490e-001
1.876080458940626e-001	8.379791e-001
1.877503307025151e-001	8.375146e-001
1.879260616262216e-001	8.369370e-001
1.880893912944870e-001	8.363958e-001
1.882514109439000e-001	8.358549e-001
1.884043090723783e-001	8.353406e-001
1.885625407550410e-001	8.348044e-001
1.887178549435416e-001	8.342744e-001
1.888780589186183e-001	8.337238e-001
1.890369845331568e-001	8.331736e-001
1.891947992698159e-001	8.326235e-001
1.893507883900824e-001	8.320760e-001
1.895075060216100e-001	8.315221e-001
1.896646462680721e-001	8.309630e-001
1.898239314396756e-001	8.303924e-001
1.899857675867322e-001	8.298088e-001
