time	V(vin)	V(n032)
1.170692243439872e-001	9.950380e-001	3.342127e-001
1.172246185981511e-001	9.952303e-001	3.349845e-001
1.173836237219939e-001	9.954233e-001	3.357706e-001
1.175418596980841e-001	9.956113e-001	3.365494e-001
1.177053013398528e-001	9.958014e-001	3.373500e-001
1.178723626680097e-001	9.959914e-001	3.381643e-001
1.180500490850559e-001	9.961886e-001	3.390260e-001
1.182405511169132e-001	9.963946e-001	3.399447e-001
1.184550192429723e-001	9.966196e-001	3.409724e-001
1.187047516097300e-001	9.968725e-001	3.421615e-001
1.188706008132903e-001	9.970351e-001	3.429472e-001
1.188934312818343e-001	9.970571e-001	3.430550e-001
1.189390922189225e-001	9.971009e-001	3.432699e-001
1.190304140930988e-001	9.971876e-001	3.436990e-001
1.190963496829931e-001	9.972494e-001	3.440084e-001
1.191059318246758e-001	9.972583e-001	3.440532e-001
1.191250961080411e-001	9.972761e-001	3.441429e-001
1.191298871788825e-001	9.972805e-001	3.441654e-001
1.191394693205651e-001	9.972894e-001	3.442102e-001
1.191511708457360e-001	9.973002e-001	3.442649e-001
1.191632272803630e-001	9.973113e-001	3.443213e-001
1.191812073550337e-001	9.973279e-001	3.444052e-001
1.192003831136232e-001	9.973454e-001	3.444947e-001
1.192387346308021e-001	9.973804e-001	3.446740e-001
1.192818698794689e-001	9.974195e-001	3.448821e-001
1.193370711030037e-001	9.974690e-001	3.451849e-001
1.194016057682404e-001	9.975263e-001	3.456478e-001
1.195008105563218e-001	9.976132e-001	3.465976e-001
1.196018964277372e-001	9.977001e-001	3.477910e-001
1.197185397651614e-001	9.977984e-001	3.493212e-001
1.197335528226665e-001	9.978109e-001	3.495237e-001
1.197635789376766e-001	9.978358e-001	3.499296e-001
1.197710854664292e-001	9.978420e-001	3.500304e-001
1.197860985239343e-001	9.978544e-001	3.502294e-001
1.198161246389444e-001	9.978790e-001	3.506178e-001
1.198503950742841e-001	9.979069e-001	3.510416e-001
1.198835839137179e-001	9.979338e-001	3.514239e-001
1.199256416339930e-001	9.979676e-001	3.518611e-001
1.199991632585030e-001	9.980261e-001	3.525355e-001
1.200738317048746e-001	9.980845e-001	3.531317e-001
1.201483794399239e-001	9.981421e-001	3.536479e-001
1.202288812310303e-001	9.982032e-001	3.541427e-001
1.203150098948591e-001	9.982675e-001	3.546264e-001
1.204037413988332e-001	9.983324e-001	3.550969e-001
1.205012306336005e-001	9.984024e-001	3.556001e-001
1.206136545745140e-001	9.984813e-001	3.561754e-001
1.207490109064351e-001	9.985735e-001	3.568655e-001
1.209195502992270e-001	9.986857e-001	3.577313e-001
1.211435532500474e-001	9.988260e-001	3.588635e-001
1.213201500449167e-001	9.989310e-001	3.597518e-001
1.214735678549219e-001	9.990183e-001	3.605198e-001
1.216460136235236e-001	9.991120e-001	3.613792e-001
1.218057596842577e-001	9.991945e-001	3.621719e-001
1.219683507408565e-001	9.992744e-001	3.629752e-001
1.221226973112130e-001	9.993464e-001	3.637344e-001
1.222815151080251e-001	9.994165e-001	3.645122e-001
1.224363239847011e-001	9.994811e-001	3.652671e-001
1.225952887717035e-001	9.995434e-001	3.660388e-001
1.227525732871477e-001	9.996012e-001	3.667989e-001
1.229150490836166e-001	9.996568e-001	3.675805e-001
1.230797885756648e-001	9.997089e-001	3.683693e-001
1.232540432321712e-001	9.997593e-001	3.691999e-001
1.233670385713132e-001	9.997895e-001	3.697366e-001
1.233824351301153e-001	9.997934e-001	3.698096e-001
1.234132282477194e-001	9.998012e-001	3.699553e-001
1.234748144829276e-001	9.998164e-001	3.702464e-001
1.234817928486360e-001	9.998180e-001	3.702793e-001
1.234957495800527e-001	9.998214e-001	3.703452e-001
1.234992387629069e-001	9.998222e-001	3.703617e-001
1.235062171286153e-001	9.998238e-001	3.703946e-001
1.235168015762023e-001	9.998263e-001	3.704445e-001
1.235185091555970e-001	9.998267e-001	3.704526e-001
1.235219243143865e-001	9.998275e-001	3.704686e-001
1.235287546319654e-001	9.998291e-001	3.705009e-001
1.235406882040615e-001	9.998319e-001	3.705571e-001
1.235529718095669e-001	9.998347e-001	3.706150e-001
1.235775390205778e-001	9.998403e-001	3.707306e-001
1.236153219130821e-001	9.998486e-001	3.709084e-001
1.236615944225317e-001	9.998586e-001	3.711292e-001
1.237149837519756e-001	9.998696e-001	3.714054e-001
1.237837338383425e-001	9.998832e-001	3.718376e-001
1.238832020886728e-001	9.999015e-001	3.726285e-001
1.239855621215656e-001	9.999188e-001	3.736093e-001
1.241009560188497e-001	9.999362e-001	3.748296e-001
1.241137749378736e-001	9.999380e-001	3.749695e-001
1.241394127759213e-001	9.999415e-001	3.752505e-001
1.241816480926609e-001	9.999471e-001	3.757005e-001
1.242655909892945e-001	9.999574e-001	3.765451e-001
1.243239509969663e-001	9.999639e-001	3.770798e-001
1.243749651331422e-001	9.999691e-001	3.774947e-001
1.244322606666596e-001	9.999745e-001	3.779097e-001
1.245079300334855e-001	9.999809e-001	3.783996e-001
1.245910178498013e-001	9.999868e-001	3.788842e-001
1.246793614281733e-001	9.999919e-001	3.793575e-001
1.247629198051275e-001	9.999956e-001	3.797821e-001
1.248572092517493e-001	9.999984e-001	3.802496e-001
1.249607654217843e-001	9.999999e-001	3.807592e-001
1.250884401776694e-001	9.999994e-001	3.813852e-001
1.252411543311848e-001	9.999954e-001	3.821311e-001
1.254448522515225e-001	9.999844e-001	3.831214e-001
1.256217031956904e-001	9.999695e-001	3.839771e-001
1.257798110658640e-001	9.999520e-001	3.847384e-001
1.259400129858254e-001	9.999302e-001	3.855062e-001
1.261117727578601e-001	9.999024e-001	3.863256e-001
1.262704241182028e-001	9.998726e-001	3.870789e-001
1.264315622952305e-001	9.998382e-001	3.878405e-001
1.265857587693635e-001	9.998015e-001	3.885660e-001
1.267444180215075e-001	9.997597e-001	3.893089e-001
1.268997207422075e-001	9.997151e-001	3.900328e-001
1.270592196839654e-001	9.996652e-001	3.907727e-001
1.272179178466088e-001	9.996116e-001	3.915054e-001
1.273826253026897e-001	9.995518e-001	3.922621e-001
1.275514069821754e-001	9.994861e-001	3.930344e-001
1.276192442199285e-001	9.994584e-001	3.933433e-001
1.277096938702659e-001	9.994203e-001	3.937538e-001
1.278905931709407e-001	9.993404e-001	3.945711e-001
1.281434727570875e-001	9.992199e-001	3.957065e-001
1.284054462068473e-001	9.990845e-001	3.968730e-001
1.287461324919908e-001	9.988922e-001	3.983755e-001
1.290572901414655e-001	9.987005e-001	3.997349e-001
1.292865747245863e-001	9.985495e-001	4.007290e-001
1.293200500702572e-001	9.985268e-001	4.008733e-001
1.293870007615990e-001	9.984808e-001	4.011608e-001
1.295209021442826e-001	9.983867e-001	4.017340e-001
1.296592344753063e-001	9.982865e-001	4.023243e-001
1.296754133558466e-001	9.982746e-001	4.023932e-001
1.297077711169272e-001	9.982506e-001	4.025307e-001
1.297158605571973e-001	9.982446e-001	4.025650e-001
1.297320394377376e-001	9.982325e-001	4.026337e-001
1.297643971988181e-001	9.982083e-001	4.027708e-001
1.297682384994585e-001	9.982054e-001	4.027871e-001
1.297759211007392e-001	9.981996e-001	4.028197e-001
1.297912863033006e-001	9.981880e-001	4.028848e-001
1.298086460845246e-001	9.981748e-001	4.029582e-001
1.298281349001413e-001	9.981600e-001	4.030406e-001
1.298667230404596e-001	9.981305e-001	4.032038e-001
1.299099349089303e-001	9.980972e-001	4.033925e-001
1.299652114024026e-001	9.980541e-001	4.036690e-001
1.300298633652743e-001	9.980031e-001	4.041025e-001
1.301293936728667e-001	9.979233e-001	4.050154e-001
1.302307825175313e-001	9.978404e-001	4.061822e-001
1.303472811356082e-001	9.977432e-001	4.076857e-001
1.303623501637120e-001	9.977305e-001	4.078864e-001
1.303924882199196e-001	9.977049e-001	4.082894e-001
1.304000227339716e-001	9.976985e-001	4.083895e-001
1.304150917620754e-001	9.976856e-001	4.085883e-001
1.304188590191013e-001	9.976824e-001	4.086377e-001
1.304263935331533e-001	9.976760e-001	4.087359e-001
1.304414625612571e-001	9.976630e-001	4.089290e-001
1.304699206992669e-001	9.976385e-001	4.092809e-001
1.305018682574281e-001	9.976109e-001	4.096531e-001
1.305380561108510e-001	9.975793e-001	4.100374e-001
1.305957124853249e-001	9.975287e-001	4.105738e-001
1.306883013744286e-001	9.974463e-001	4.113092e-001
1.307694784799739e-001	9.973729e-001	4.118548e-001
1.308460789138582e-001	9.973027e-001	4.122956e-001
1.309313940363230e-001	9.972235e-001	4.127348e-001
1.310166278838519e-001	9.971431e-001	4.131439e-001
1.311155468155325e-001	9.970485e-001	4.136025e-001
1.312222245972249e-001	9.969447e-001	4.140916e-001
1.313556733062786e-001	9.968123e-001	4.147009e-001
1.315154598476804e-001	9.966500e-001	4.154271e-001
1.317322859594613e-001	9.964235e-001	4.164074e-001
1.319102427447245e-001	9.962321e-001	4.172077e-001
1.320655670983297e-001	9.960609e-001	4.179025e-001
1.322424429325924e-001	9.958614e-001	4.186895e-001
1.324021420824795e-001	9.956769e-001	4.193966e-001
1.325658481138444e-001	9.954838e-001	4.201177e-001
1.327195214269324e-001	9.952986e-001	4.207913e-001
1.328790394277649e-001	9.951024e-001	4.214870e-001
1.330333566992530e-001	9.949089e-001	4.221572e-001
1.330916709292064e-001	9.948347e-001	4.224097e-001
1.330996451462617e-001	9.948246e-001	4.224441e-001
1.331155935803723e-001	9.948042e-001	4.225130e-001
1.331291193534473e-001	9.947869e-001	4.225714e-001
1.331431062551671e-001	9.947689e-001	4.226317e-001
1.331461805286454e-001	9.947650e-001	4.226450e-001
1.331523290756020e-001	9.947571e-001	4.226715e-001
1.331646261695151e-001	9.947413e-001	4.227245e-001
1.331802596932755e-001	9.947211e-001	4.227919e-001
1.331973319250500e-001	9.946991e-001	4.228655e-001
1.332314763885992e-001	9.946549e-001	4.230123e-001
1.332749969893868e-001	9.945983e-001	4.232008e-001
1.333261605081268e-001	9.945313e-001	4.234349e-001
1.333884898369464e-001	9.944492e-001	4.237736e-001
1.334768846533991e-001	9.943317e-001	4.243890e-001
1.335714987675822e-001	9.942046e-001	4.252167e-001
1.336920582219508e-001	9.940406e-001	4.264230e-001
1.337058656247826e-001	9.940217e-001	4.265693e-001
1.337334804304462e-001	9.939837e-001	4.268678e-001
1.337887100417735e-001	9.939075e-001	4.274626e-001
1.337975544144766e-001	9.938952e-001	4.275571e-001
1.338152431598829e-001	9.938707e-001	4.277430e-001
1.338506206506954e-001	9.938214e-001	4.281026e-001
1.338923493958960e-001	9.937631e-001	4.285011e-001
1.339381100570189e-001	9.936988e-001	4.289012e-001
1.339821216632695e-001	9.936367e-001	4.292430e-001
1.340701448757707e-001	9.935114e-001	4.298397e-001
1.341555296395792e-001	9.933888e-001	4.303458e-001
1.342339017278799e-001	9.932753e-001	4.307550e-001
1.343195001971122e-001	9.931502e-001	4.311650e-001
1.344047720002011e-001	9.930244e-001	4.315547e-001
1.345047496153272e-001	9.928755e-001	4.320030e-001
1.346125795281477e-001	9.927131e-001	4.324838e-001
1.347483739090134e-001	9.925060e-001	4.330869e-001
1.349111837719217e-001	9.922540e-001	4.338067e-001
1.351334311899935e-001	9.919031e-001	4.347840e-001
1.353117890536433e-001	9.916160e-001	4.355640e-001
1.354660813713659e-001	9.913636e-001	4.362350e-001
1.356409683385089e-001	9.910730e-001	4.369916e-001
1.358005910594392e-001	9.908036e-001	4.376786e-001
1.359638607950263e-001	9.905239e-001	4.383777e-001
1.361178492792252e-001	9.902563e-001	4.390338e-001
1.362771444082984e-001	9.899755e-001	4.397090e-001
1.364317302221881e-001	9.896993e-001	4.403609e-001
1.365910202942792e-001	9.894108e-001	4.410293e-001
1.367481392322932e-001	9.891223e-001	4.416850e-001
1.369109280184794e-001	9.888193e-001	4.423608e-001
1.370757549884553e-001	9.885083e-001	4.430414e-001
1.372507423780960e-001	9.881735e-001	4.437596e-001
1.374361048343012e-001	9.878137e-001	4.445157e-001
1.376433114591547e-001	9.874050e-001	4.453551e-001
1.378791011558216e-001	9.869319e-001	4.463026e-001
1.381749462030539e-001	9.863260e-001	4.474797e-001
1.385599509127037e-001	9.855171e-001	4.489920e-001
1.390573668589818e-001	9.844379e-001	4.509174e-001
1.394777982950553e-001	9.834957e-001	4.525204e-001
1.397784077810691e-001	9.828053e-001	4.536511e-001
1.399699590007576e-001	9.823579e-001	4.543650e-001
1.399980814878699e-001	9.822918e-001	4.544692e-001
1.400543264620946e-001	9.821591e-001	4.546768e-001
1.401668164105438e-001	9.818923e-001	4.550906e-001
1.403110756494976e-001	9.815472e-001	4.556195e-001
1.403273849414780e-001	9.815080e-001	4.556791e-001
1.403600035254387e-001	9.814295e-001	4.557981e-001
1.404028221727359e-001	9.813262e-001	4.559540e-001
1.404244109901750e-001	9.812739e-001	4.560326e-001
1.404298081945348e-001	9.812608e-001	4.560522e-001
1.404406026032543e-001	9.812347e-001	4.560914e-001
1.404433012054342e-001	9.812282e-001	4.561012e-001
1.404486984097940e-001	9.812151e-001	4.561208e-001
1.404594928185135e-001	9.811889e-001	4.561600e-001
1.404739036441292e-001	9.811540e-001	4.562123e-001
1.404897119636776e-001	9.811155e-001	4.562697e-001
1.405213143372976e-001	9.810386e-001	4.563841e-001
1.405625607580429e-001	9.809381e-001	4.565350e-001
1.406118609998810e-001	9.808175e-001	4.567307e-001
1.406700575389887e-001	9.806747e-001	4.570271e-001
1.407506380233890e-001	9.804760e-001	4.576157e-001
1.408560348350587e-001	9.802148e-001	4.586659e-001
1.409717211455212e-001	9.799259e-001	4.600510e-001
1.410838130618012e-001	9.796442e-001	4.614886e-001
1.410902539837127e-001	9.796279e-001	4.615714e-001
1.411031358275357e-001	9.795954e-001	4.617344e-001
1.411288995151817e-001	9.795303e-001	4.620509e-001
1.411631452620649e-001	9.794436e-001	4.624485e-001
1.411998035905239e-001	9.793505e-001	4.628396e-001
1.412388524223229e-001	9.792512e-001	4.632069e-001
1.413169500859210e-001	9.790518e-001	4.638366e-001
1.413890220675315e-001	9.788671e-001	4.643267e-001
1.414625259142165e-001	9.786777e-001	4.647418e-001
1.415527252063102e-001	9.784443e-001	4.651784e-001
1.416339153055387e-001	9.782331e-001	4.655287e-001
1.417282447594552e-001	9.779864e-001	4.659084e-001
1.418234026713313e-001	9.777362e-001	4.662818e-001
1.419441937589299e-001	9.774166e-001	4.667520e-001
1.420800724373869e-001	9.770543e-001	4.672785e-001
1.422653456106904e-001	9.765558e-001	4.679922e-001
1.424639825791288e-001	9.760154e-001	4.687529e-001
1.426079039945113e-001	9.756201e-001	4.693013e-001
1.426280422734255e-001	9.755645e-001	4.693777e-001
1.426683188312540e-001	9.754532e-001	4.695303e-001
1.427354426116955e-001	9.752671e-001	4.697841e-001
1.427621826923065e-001	9.751927e-001	4.698851e-001
1.427688677124593e-001	9.751741e-001	4.699104e-001
1.427822377527648e-001	9.751369e-001	4.699607e-001
1.428089778333758e-001	9.750624e-001	4.700615e-001
1.428112659908753e-001	9.750561e-001	4.700702e-001
1.428158423058743e-001	9.750433e-001	4.700874e-001
1.428249949358723e-001	9.750177e-001	4.701219e-001
1.428381137365960e-001	9.749811e-001	4.701712e-001
1.428522550955358e-001	9.749416e-001	4.702244e-001
1.428805378134155e-001	9.748625e-001	4.703307e-001
1.429204148132001e-001	9.747507e-001	4.704805e-001
1.429678013378052e-001	9.746175e-001	4.706632e-001
1.430237600517180e-001	9.744599e-001	4.709083e-001
1.430980866244853e-001	9.742497e-001	4.713361e-001
1.432089019387224e-001	9.739348e-001	4.721871e-001
1.433239092651077e-001	9.736059e-001	4.732640e-001
1.434359953185252e-001	9.732835e-001	4.744146e-001
1.434547978336905e-001	9.732292e-001	4.746100e-001
1.434924028640210e-001	9.731205e-001	4.749888e-001
1.435415735880094e-001	9.729780e-001	4.754540e-001
1.435818538394478e-001	9.728610e-001	4.758006e-001
1.436274639348496e-001	9.727283e-001	4.761435e-001
1.437186841256531e-001	9.724617e-001	4.767319e-001
1.438022130263036e-001	9.722165e-001	4.771913e-001
1.438796048153428e-001	9.719884e-001	4.775563e-001
1.439659359809818e-001	9.717329e-001	4.779224e-001
1.440508261759593e-001	9.714805e-001	4.782616e-001
1.441499481311983e-001	9.711844e-001	4.786481e-001
1.442556778522257e-001	9.708669e-001	4.790575e-001
1.443887381568794e-001	9.704648e-001	4.795705e-001
1.445464136610158e-001	9.699849e-001	4.801753e-001
1.447506052863223e-001	9.693578e-001	4.809537e-001
1.449464555366530e-001	9.687503e-001	4.816956e-001
1.451076464203520e-001	9.682459e-001	4.823023e-001
1.452643061476746e-001	9.677518e-001	4.828884e-001
1.454307235731305e-001	9.672229e-001	4.835073e-001
1.455911236897749e-001	9.667091e-001	4.841004e-001
1.457504583438796e-001	9.661949e-001	4.846860e-001
1.459060023311859e-001	9.656891e-001	4.852544e-001
1.460633389020558e-001	9.651737e-001	4.858260e-001
1.462198043394887e-001	9.646575e-001	4.863910e-001
1.463788378256126e-001	9.641289e-001	4.869619e-001
1.465391035950295e-001	9.635924e-001	4.875336e-001
1.467045566516363e-001	9.630344e-001	4.881201e-001
1.468762313342147e-001	9.624510e-001	4.887247e-001
1.470601849963329e-001	9.618210e-001	4.893678e-001
1.472614780951415e-001	9.611256e-001	4.900662e-001
1.474916284977634e-001	9.603230e-001	4.908574e-001
1.477718298386745e-001	9.593351e-001	4.918102e-001
1.481349958452457e-001	9.580369e-001	4.930273e-001
1.486593524807658e-001	9.561273e-001	4.947519e-001
1.492533211550511e-001	9.539141e-001	4.966627e-001
1.497908912519161e-001	9.518653e-001	4.983521e-001
1.502120271625072e-001	9.502298e-001	4.996472e-001
1.505158757318448e-001	9.490333e-001	5.005654e-001
1.507226136240370e-001	9.482113e-001	5.011829e-001
1.507539716358802e-001	9.480860e-001	5.012758e-001
1.508166876595665e-001	9.478351e-001	5.014607e-001
1.509421197069392e-001	9.473315e-001	5.018288e-001
1.510969273491900e-001	9.467067e-001	5.022808e-001
1.511535975294348e-001	9.464771e-001	5.024456e-001
1.511677650744961e-001	9.464196e-001	5.024866e-001
1.511961001646185e-001	9.463046e-001	5.025686e-001
1.512131161739398e-001	9.462354e-001	5.026178e-001
1.512471481925823e-001	9.460970e-001	5.027160e-001
1.512517880893782e-001	9.460781e-001	5.027294e-001
1.512610678829699e-001	9.460403e-001	5.027561e-001
1.512780191416071e-001	9.459713e-001	5.028049e-001
1.512967800873755e-001	9.458948e-001	5.028589e-001
1.513177305811809e-001	9.458093e-001	5.029191e-001
1.513596315687919e-001	9.456382e-001	5.030398e-001
1.514029142308485e-001	9.454612e-001	5.031728e-001
1.514619923339292e-001	9.452191e-001	5.034019e-001
1.515303202410136e-001	9.449385e-001	5.038076e-001
1.516420696603767e-001	9.444780e-001	5.047866e-001
1.517577183599801e-001	9.439995e-001	5.060739e-001
1.518696279952640e-001	9.435346e-001	5.074586e-001
1.518875009923323e-001	9.434601e-001	5.076820e-001
1.519232469864686e-001	9.433111e-001	5.081115e-001
1.519739043812029e-001	9.430996e-001	5.086768e-001
1.520146086669085e-001	9.429294e-001	5.090817e-001
1.520610913740405e-001	9.427348e-001	5.094730e-001
1.521479681938246e-001	9.423701e-001	5.100755e-001
1.522277489839360e-001	9.420341e-001	5.105228e-001
1.523041591668775e-001	9.417115e-001	5.108657e-001
1.523912610556683e-001	9.413428e-001	5.111937e-001
1.524749755374198e-001	9.409872e-001	5.114756e-001
1.525107084094548e-001	9.408352e-001	5.115893e-001
1.525196416274635e-001	9.407972e-001	5.116172e-001
1.525375080634810e-001	9.407210e-001	5.116727e-001
1.525643131205601e-001	9.406067e-001	5.117559e-001
1.525691391555836e-001	9.405861e-001	5.117709e-001
1.525787912256306e-001	9.405449e-001	5.118008e-001
1.525926580093190e-001	9.404857e-001	5.118437e-001
1.526061079431050e-001	9.404283e-001	5.118854e-001
1.526269186920971e-001	9.403393e-001	5.119498e-001
1.526488057486114e-001	9.402457e-001	5.120175e-001
1.526925798616400e-001	9.400582e-001	5.121527e-001
1.527362561271893e-001	9.398710e-001	5.122935e-001
1.527982738088178e-001	9.396045e-001	5.125299e-001
1.528702130461701e-001	9.392947e-001	5.129094e-001
1.529761416356921e-001	9.388372e-001	5.136835e-001
1.530920561246024e-001	9.383345e-001	5.147319e-001
1.532033670547457e-001	9.378501e-001	5.158415e-001
1.532227912164373e-001	9.377653e-001	5.160376e-001
1.532616395398203e-001	9.375957e-001	5.164158e-001
1.533112012427020e-001	9.373789e-001	5.168654e-001
1.533516899358111e-001	9.372016e-001	5.171951e-001
1.533974694262570e-001	9.370008e-001	5.175148e-001
1.534890284071488e-001	9.365982e-001	5.180506e-001
1.535736382571235e-001	9.362251e-001	5.184610e-001
1.536514603659642e-001	9.358810e-001	5.187746e-001
1.537374660239760e-001	9.354997e-001	5.190791e-001
1.538226337041986e-001	9.351210e-001	5.193599e-001
1.539221520720151e-001	9.346772e-001	5.196788e-001
1.540288015088005e-001	9.341999e-001	5.200178e-001
1.541629183342246e-001	9.335973e-001	5.204419e-001
1.543225495690547e-001	9.328766e-001	5.209436e-001
1.544873561298317e-001	9.321287e-001	5.214581e-001
1.546453173200948e-001	9.314080e-001	5.219480e-001
1.548025785412080e-001	9.306869e-001	5.224322e-001
1.549610882900218e-001	9.299564e-001	5.229170e-001
1.551247399443277e-001	9.291983e-001	5.234138e-001
1.552889609287461e-001	9.284337e-001	5.239089e-001
1.554478257618273e-001	9.276901e-001	5.243843e-001
1.556052144491748e-001	9.269499e-001	5.248520e-001
1.557612143224183e-001	9.262126e-001	5.253122e-001
1.559183464327542e-001	9.254664e-001	5.257723e-001
1.560757857664025e-001	9.247151e-001	5.262300e-001
1.562354801188517e-001	9.239494e-001	5.266908e-001
1.563979191025989e-001	9.231666e-001	5.271559e-001
1.565662723483708e-001	9.223513e-001	5.276342e-001
1.567433315692568e-001	9.214894e-001	5.281329e-001
1.569351506440131e-001	9.205505e-001	5.286682e-001
1.571491209568906e-001	9.194968e-001	5.292593e-001
1.573996602613552e-001	9.182547e-001	5.299429e-001
1.577150219865781e-001	9.166782e-001	5.307904e-001
1.581370580744991e-001	9.145459e-001	5.319002e-001
1.588062823908805e-001	9.111120e-001	5.336092e-001
1.595740191698897e-001	9.070933e-001	5.355006e-001
1.602724986126586e-001	9.033638e-001	5.371546e-001
1.608346783281601e-001	9.003114e-001	5.384367e-001
1.612505994335856e-001	8.980243e-001	5.393556e-001
1.615466591619204e-001	8.963813e-001	5.399939e-001
1.617503115390405e-001	8.952439e-001	5.404260e-001
1.617810565045647e-001	8.950717e-001	5.404905e-001
1.618425464356131e-001	8.947269e-001	5.406187e-001
1.619655262977099e-001	8.940356e-001	5.408733e-001
1.621262099251757e-001	8.931292e-001	5.412039e-001
1.621447613621682e-001	8.930243e-001	5.412418e-001
1.621818642361533e-001	8.928143e-001	5.413173e-001
1.622386342983355e-001	8.924928e-001	5.414326e-001
1.622628651483062e-001	8.923554e-001	5.414816e-001
1.622689228607989e-001	8.923211e-001	5.414939e-001
1.622810382857842e-001	8.922523e-001	5.415183e-001
1.622840671420305e-001	8.922352e-001	5.415245e-001
1.622901248545232e-001	8.922008e-001	5.415367e-001
1.623002253186126e-001	8.921434e-001	5.415570e-001
1.623108574050294e-001	8.920830e-001	5.415785e-001
1.623289940560255e-001	8.919801e-001	5.416149e-001
1.623479685784935e-001	8.918722e-001	5.416531e-001
1.623817128538445e-001	8.916804e-001	5.417207e-001
1.624246660218180e-001	8.914359e-001	5.418097e-001
1.624757128138456e-001	8.911451e-001	5.419230e-001
1.624834491064669e-001	8.911009e-001	5.419428e-001
1.624989216917096e-001	8.910127e-001	5.419874e-001
1.625027898380203e-001	8.909906e-001	5.419995e-001
1.625105261306416e-001	8.909464e-001	5.420260e-001
1.625242420092149e-001	8.908682e-001	5.420780e-001
1.625408816176397e-001	8.907732e-001	5.421497e-001
1.625593710104251e-001	8.906676e-001	5.422451e-001
1.625963497959961e-001	8.904562e-001	5.424793e-001
1.626391778656922e-001	8.902112e-001	5.428155e-001
1.626928149650357e-001	8.899039e-001	5.433412e-001
1.627555682738509e-001	8.895439e-001	5.441166e-001
1.628497637538005e-001	8.890025e-001	5.454978e-001
1.628676357627996e-001	8.888997e-001	5.457931e-001
1.629033797807978e-001	8.886938e-001	5.464250e-001
1.629123157852973e-001	8.886423e-001	5.465860e-001
1.629301877942964e-001	8.885393e-001	5.469131e-001
1.629659318122945e-001	8.883331e-001	5.475663e-001
1.630026050136893e-001	8.881214e-001	5.482236e-001
1.630366203126477e-001	8.879248e-001	5.488068e-001
1.630812641043241e-001	8.876666e-001	5.495156e-001
1.631566386815928e-001	8.872301e-001	5.506300e-001
1.631587534952392e-001	8.872178e-001	5.506593e-001
1.631629831225321e-001	8.871933e-001	5.507154e-001
1.631714423771178e-001	8.871443e-001	5.508265e-001
1.631735571907643e-001	8.871320e-001	5.508541e-001
1.631740858941759e-001	8.871289e-001	5.508609e-001
1.631751433009991e-001	8.871228e-001	5.508745e-001
1.631772581146455e-001	8.871105e-001	5.509017e-001
1.631814877419384e-001	8.870860e-001	5.509552e-001
1.631899469965241e-001	8.870369e-001	5.510598e-001
1.632068655056957e-001	8.869388e-001	5.512580e-001
1.632407025240387e-001	8.867423e-001	5.516163e-001
1.632923633989970e-001	8.864420e-001	5.520761e-001
1.633743548770435e-001	8.859646e-001	5.526440e-001
1.634638817865199e-001	8.854423e-001	5.531035e-001
1.635458065869689e-001	8.849634e-001	5.534129e-001
1.636321128531554e-001	8.844579e-001	5.536700e-001
1.637145428884376e-001	8.839740e-001	5.538846e-001
1.638092362125600e-001	8.834171e-001	5.541168e-001
1.639087510462210e-001	8.828304e-001	5.543566e-001
1.640333272715083e-001	8.820940e-001	5.546548e-001
1.641772593723733e-001	8.812405e-001	5.549966e-001
1.643718061676623e-001	8.800824e-001	5.554544e-001
1.645464981261354e-001	8.790379e-001	5.558616e-001
1.647025080556410e-001	8.781015e-001	5.562217e-001
1.648731030826749e-001	8.770738e-001	5.566116e-001
1.650290677875680e-001	8.761306e-001	5.569648e-001
1.651915098241196e-001	8.751448e-001	5.573291e-001
1.653448855028204e-001	8.742105e-001	5.576699e-001
1.655043610886756e-001	8.732358e-001	5.580209e-001
1.656586914049763e-001	8.722891e-001	5.583572e-001
1.658178657291455e-001	8.713092e-001	5.587009e-001
1.659734930825886e-001	8.703479e-001	5.590335e-001
1.661338808610948e-001	8.693535e-001	5.593729e-001
1.662941654332546e-001	8.683564e-001	5.597086e-001
1.664618676887104e-001	8.673093e-001	5.600561e-001
1.666352719077469e-001	8.662226e-001	5.604114e-001
1.668235415998123e-001	8.650380e-001	5.607924e-001
1.670296969878954e-001	8.637354e-001	5.612041e-001
1.672685696157728e-001	8.622188e-001	5.616736e-001
1.675616130303717e-001	8.603476e-001	5.622384e-001
1.679447062526492e-001	8.578839e-001	5.629575e-001
1.685010362530492e-001	8.542706e-001	5.639600e-001
1.694775987530492e-001	8.478273e-001	5.656253e-001
1.703709980765733e-001	8.418207e-001	5.670535e-001
1.710304408672799e-001	8.373190e-001	5.680388e-001
1.715016858496756e-001	8.340667e-001	5.687041e-001
1.718364873020511e-001	8.317384e-001	5.691566e-001
1.720728055406156e-001	8.300861e-001	5.694660e-001
1.722334404914742e-001	8.289587e-001	5.696715e-001
1.723489469949239e-001	8.281460e-001	5.698166e-001
1.724554433380606e-001	8.273951e-001	5.699490e-001
1.724754191598398e-001	8.272542e-001	5.699736e-001
1.725153708033982e-001	8.269720e-001	5.700225e-001
1.725952740905149e-001	8.264070e-001	5.701198e-001
1.726052447939115e-001	8.263364e-001	5.701319e-001
1.726251862007048e-001	8.261953e-001	5.701560e-001
1.726650690142912e-001	8.259128e-001	5.702041e-001
1.726852760985333e-001	8.257697e-001	5.702283e-001
1.726866034947011e-001	8.257602e-001	5.702299e-001
1.726892582870366e-001	8.257414e-001	5.702331e-001
